refDate,geo,valNormP_coreRev_All,valNormP_govtRev_All,valNormP_coreRev_Sports,valNormP_coreRev_Education,valNormP_govtRev_Education,valNormP_coreRev_Health,valNormP_govtRev_Health,valNormP_coreRev_SocServ,valNormP_govtRev_SocServ,valNormP_coreRev_Environment,valNormP_coreRev_DevtHousing,valNormP_coreRev_Advocacy,valNormP_coreRev_Fdns,valNormP_coreRev_International,valNormP_coreRev_Religion,valNormP_coreRev_ProfAssoc,valNormP_coreRev_Other,valNorm_coreRev_All,valNorm_govtRev_All,valNorm_coreRev_Sports,valNorm_coreRev_Education,valNorm_govtRev_Education,valNorm_coreRev_Health,valNorm_govtRev_Health,valNorm_coreRev_SocServ,valNorm_govtRev_SocServ,valNorm_coreRev_Environment,valNorm_coreRev_DevtHousing,valNorm_coreRev_Advocacy,valNorm_coreRev_Fdns,valNorm_coreRev_International,valNorm_coreRev_Religion,valNorm_coreRev_ProfAssoc,valNorm_coreRev_Other,label_coreRev_All,label_govtRev_All,label_coreRev_Sports,label_coreRev_Education,label_govtRev_Education,label_coreRev_Health,label_govtRev_Health,label_coreRev_SocServ,label_govtRev_SocServ,label_coreRev_Environment,label_coreRev_DevtHousing,label_coreRev_Advocacy,label_coreRev_Fdns,label_coreRev_International,label_coreRev_Religion,label_coreRev_ProfAssoc,label_coreRev_Other
2012-01-01,NS,1.296124927703875,1.1946532999164579,1.3236514522821576,1.2413793103448276,1.1093057607090104,1.3222748815165877,1.2453306410903584,1.3967611336032388,1.2490272373540856,1.105263157894737,1.4791666666666667,1.1578947368421053,1.1639344262295082,1.25,1.1419753086419753,1.2059620596205962,1.4375,2241000000,4290000000,319000000,144000000,1502000000,279000000,2467000000,345000000,321000000,21000000,142000000,22000000,71000000,15000000,185000000,445000000,253000000,$2.2B,$4.3B,$319.0M,$144.0M,$1.5B,$279.0M,$2.5B,$345.0M,$321.0M,$21.0M,$142.0M,$22.0M,$71.0M,$15.0M,$185.0M,$445.0M,$253.0M
2012-01-01,NB,1.3060884070058383,1.2300133988387674,1.3640350877192982,1.4285714285714286,1.1428571428571428,1.2413793103448276,1.2607802874743326,1.2396694214876034,1.2645502645502646,1.3333333333333333,1.6421052631578947,1.263157894736842,1.1515151515151516,1.1666666666666667,1.0465116279069768,1.2798353909465021,1.420731707317073,1566000000,2754000000,311000000,60000000,672000000,72000000,1842000000,150000000,239000000,24000000,156000000,24000000,38000000,7000000,180000000,311000000,233000000,$1.6B,$2.8B,$311.0M,$60.0M,$672.0M,$72.0M,$1.8B,$150.0M,$239.0M,$24.0M,$156.0M,$24.0M,$38.0M,$7.0M,$180.0M,$311.0M,$233.0M
2012-01-01,QC,1.2691303212326979,1.221865715983363,1.2873563218390804,1.223936170212766,1.1290104237173413,1.4267100977198697,1.260250569476082,1.2934463645255951,1.2605942523136873,1.1468926553672316,1.4667393675027263,1.1475409836065573,1.2269076305220883,1.23,1.0686695278969958,1.2583732057416268,1.2848329048843188,19438000000,30846000000,2800000000,2301000000,8340000000,438000000,19917000000,3967000000,2588000000,203000000,1345000000,210000000,611000000,123000000,996000000,3945000000,2499000000,$19.4B,$30.8B,$2.8B,$2.3B,$8.3B,$438.0M,$19.9B,$4.0B,$2.6B,$203.0M,$1.3B,$210.0M,$611.0M,$123.0M,$996.0M,$3.9B,$2.5B
2012-01-01,ON,1.2480455662273844,1.2558558108141888,1.329551743220808,1.2083503888661482,1.2253843637553157,1.3799098518995492,1.2692323339164395,1.2451478743068392,1.2695679398872888,1.1703470031545742,1.5003050640634534,1.1743119266055047,1.0615550755939525,1.1791907514450868,1.1678556441460344,1.1414246196403872,1.3186129223473622,33525000000,50238000000,4805000000,2952000000,14984000000,2143000000,31199000000,5389000000,4055000000,371000000,2459000000,384000000,983000000,204000000,2783000000,6602000000,4449000000,$33.5B,$50.2B,$4.8B,$3.0B,$15.0B,$2.1B,$31.2B,$5.4B,$4.1B,$371.0M,$2.5B,$384.0M,$983.0M,$204.0M,$2.8B,$6.6B,$4.4B
2012-01-01,MB,1.3154104656745078,1.2143520668834185,1.3654390934844192,1.253968253968254,1.0631487889273357,1.391304347826087,1.2700860832137733,1.3705583756345177,1.270718232044199,1.1851851851851851,1.5255474452554745,1.2222222222222223,1.2,1.2307692307692308,1.1457286432160805,1.26890756302521,1.3220973782771535,2740000000,5229000000,482000000,237000000,1229000000,96000000,3541000000,540000000,460000000,32000000,209000000,33000000,60000000,16000000,228000000,453000000,353000000,$2.7B,$5.2B,$482.0M,$237.0M,$1.2B,$96.0M,$3.5B,$540.0M,$460.0M,$32.0M,$209.0M,$33.0M,$60.0M,$16.0M,$228.0M,$453.0M,$353.0M
2012-01-01,SK,1.3833028641072518,1.2476076555023923,1.226923076923077,1.3555555555555556,1.1666666666666667,1.6666666666666667,1.2857142857142858,1.48,1.2874617737003058,1.0952380952380953,1.3693693693693694,1.0909090909090908,1.5116279069767442,1.5,1.4129353233830846,1.413907284768212,1.3409090909090908,2270000000,5215000000,319000000,122000000,1554000000,100000000,3240000000,444000000,421000000,23000000,152000000,24000000,65000000,15000000,284000000,427000000,295000000,$2.3B,$5.2B,$319.0M,$122.0M,$1.6B,$100.0M,$3.2B,$444.0M,$421.0M,$23.0M,$152.0M,$24.0M,$65.0M,$15.0M,$284.0M,$427.0M,$295.0M
2012-01-01,AB,1.2896291046539097,1.2227436577569204,1.4028985507246376,1.1789473684210525,1.1541362243695499,1.4360189573459716,1.2504860661049904,1.180483592400691,1.2512479201331115,1.2718446601941749,1.6433962264150943,1.2830188679245282,1.1452145214521452,1.1666666666666667,1.0902857142857143,1.2428419936373276,1.4241598546775658,10918000000,17978000000,1936000000,896000000,4897000000,303000000,11577000000,1367000000,1504000000,131000000,871000000,136000000,347000000,63000000,954000000,2344000000,1568000000,$10.9B,$18.0B,$1.9B,$896.0M,$4.9B,$303.0M,$11.6B,$1.4B,$1.5B,$131.0M,$871.0M,$136.0M,$347.0M,$63.0M,$954.0M,$2.3B,$1.6B
2012-01-01,BC,1.2451522045282202,1.2530278436758646,1.1777126099706745,1.2651162790697674,1.1651785714285714,1.2891566265060241,1.2847535786338746,1.2651646447140381,1.2855029585798816,1.21875,1.5625942684766214,1.2272727272727273,1.141732283464567,1.1111111111111112,1.0959232613908874,1.2442577030812325,1.2577147623019183,11494000000,20071000000,2008000000,1360000000,4959000000,321000000,13373000000,1460000000,1738000000,156000000,1036000000,162000000,290000000,60000000,914000000,2221000000,1508000000,$11.5B,$20.1B,$2.0B,$1.4B,$5.0B,$321.0M,$13.4B,$1.5B,$1.7B,$156.0M,$1.0B,$162.0M,$290.0M,$60.0M,$914.0M,$2.2B,$1.5B
2012-01-01,YT,1.3132530120481927,1.2234042553191489,1.2307692307692308,2,1.0416666666666667,1,1.253968253968254,1.2380952380952381,1.25,1,1.25,1,1.25,1,2,1.2608695652173914,1.4444444444444444,109000000,115000000,16000000,4000000,25000000,1000000,79000000,26000000,10000000,1000000,5000000,1000000,5000000,1000000,8000000,29000000,13000000,$109.0M,$115.0M,$16.0M,$4.0M,$25.0M,$1.0M,$79.0M,$26.0M,$10.0M,$1.0M,$5.0M,$1.0M,$5.0M,$1.0M,$8.0M,$29.0M,$13.0M
2012-01-01,NT,1.1271676300578035,1.25390625,1.064516129032258,1,1.024390243902439,1.3333333333333333,1.2947368421052632,1.1304347826086956,1.28,1,1.2,1,1.125,1,1.2,1.14,1.16,195000000,321000000,33000000,6000000,42000000,4000000,246000000,26000000,32000000,3000000,18000000,3000000,9000000,1000000,6000000,57000000,29000000,$195.0M,$321.0M,$33.0M,$6.0M,$42.0M,$4.0M,$246.0M,$26.0M,$32.0M,$3.0M,$18.0M,$3.0M,$9.0M,$1.0M,$6.0M,$57.0M,$29.0M
2012-01-01,NU,1.5405405405405406,1.1428571428571428,1.7333333333333334,2.5,1.0857142857142856,2,2,1.5,1,2,1.875,1,1.4,1,1,1.5862068965517242,1.2941176470588236,171000000,40000000,26000000,5000000,38000000,2000000,2000000,18000000,1000000,2000000,15000000,2000000,7000000,1000000,2000000,46000000,44000000,$171.0M,$40.0M,$26.0M,$5.0M,$38.0M,$2.0M,$2.0M,$18.0M,$1.0M,$2.0M,$15.0M,$2.0M,$7.0M,$1.0M,$2.0M,$46.0M,$44.0M
2013-01-01,CA,1.277972801557568,1.2898828409959833,1.2767085624509034,1.2570740517760386,1.2084740191830758,1.2320906432748537,1.323798804080197,1.3199926733217329,1.3237332178432222,1.3959085439229844,1.4376602190631553,1.3652275379229872,1.1738148984198646,1.219626168224299,1.1596724667349028,1.232950137527329,1.3411927877947296,86644000000,146759000000,13002000000,8352000000,40444000000,3371000000,94089000000,14413000000,12226000000,1160000000,6169000000,1170000000,2600000000,522000000,6798000000,17482000000,11604000000,$86.6B,$146.8B,$13.0B,$8.4B,$40.4B,$3.4B,$94.1B,$14.4B,$12.2B,$1.2B,$6.2B,$1.2B,$2.6B,$522.0M,$6.8B,$17.5B,$11.6B
2013-01-01,NL,1.3795093795093796,1.2708498808578237,1.2740740740740741,1.6896551724137931,1.1266568483063328,1.1666666666666667,1.3245236631837738,1.4776119402985075,1.320754716981132,1.3333333333333333,1.4098360655737705,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.671641791044776,1.3571428571428572,1.2450980392156863,956000000,3200000000,172000000,49000000,765000000,14000000,2155000000,99000000,280000000,16000000,86000000,16000000,32000000,5000000,112000000,228000000,127000000,$956.0M,$3.2B,$172.0M,$49.0M,$765.0M,$14.0M,$2.2B,$99.0M,$280.0M,$16.0M,$86.0M,$16.0M,$32.0M,$5.0M,$112.0M,$228.0M,$127.0M
2013-01-01,PE,1.2079207920792079,1.395229982964225,1.088235294117647,0.9,1.2291666666666667,1.5,1.44529262086514,1.6071428571428572,1.4313725490196079,1,1.2,1,1.2857142857142858,1,1,1.2340425531914894,1.28,244000000,819000000,37000000,9000000,177000000,3000000,568000000,45000000,73000000,3000000,18000000,3000000,9000000,1000000,25000000,58000000,32000000,$244.0M,$819.0M,$37.0M,$9.0M,$177.0M,$3.0M,$568.0M,$45.0M,$73.0M,$3.0M,$18.0M,$3.0M,$9.0M,$1.0M,$25.0M,$58.0M,$32.0M
2013-01-01,NS,1.26951995373048,1.2422723475355055,1.2282157676348548,1.2413793103448276,1.1447562776957163,1.3175355450236967,1.3003533568904593,1.437246963562753,1.3035019455252919,1.263157894736842,1.3125,1.263157894736842,1.1639344262295082,1.25,1.1111111111111112,1.1897018970189701,1.3806818181818181,2195000000,4461000000,296000000,144000000,1550000000,278000000,2576000000,355000000,335000000,24000000,126000000,24000000,71000000,15000000,180000000,439000000,243000000,$2.2B,$4.5B,$296.0M,$144.0M,$1.6B,$278.0M,$2.6B,$355.0M,$335.0M,$24.0M,$126.0M,$24.0M,$71.0M,$15.0M,$180.0M,$439.0M,$243.0M
2013-01-01,NB,1.3052543786488742,1.2621706118803038,1.3026315789473684,1.5238095238095237,1.1496598639455782,1.1206896551724137,1.3025325119780973,1.3801652892561984,1.312169312169312,1.5,1.5263157894736843,1.4210526315789473,1.1818181818181819,1.3333333333333333,1.063953488372093,1.2798353909465021,1.4024390243902438,1565000000,2826000000,297000000,64000000,676000000,65000000,1903000000,167000000,248000000,27000000,145000000,27000000,39000000,8000000,183000000,311000000,230000000,$1.6B,$2.8B,$297.0M,$64.0M,$676.0M,$65.0M,$1.9B,$167.0M,$248.0M,$27.0M,$145.0M,$27.0M,$39.0M,$8.0M,$183.0M,$311.0M,$230.0M
2013-01-01,QC,1.29054583442152,1.2649237472766885,1.2551724137931035,1.2537234042553191,1.1551374035467714,1.3061889250814331,1.310364464692483,1.3756113465927617,1.310764734534827,1.3502824858757063,1.386041439476554,1.3169398907103824,1.2650602409638554,1.27,1.1072961373390557,1.284529505582137,1.2817480719794345,19766000000,31933000000,2730000000,2357000000,8533000000,401000000,20709000000,4219000000,2691000000,239000000,1271000000,241000000,630000000,127000000,1032000000,4027000000,2493000000,$19.8B,$31.9B,$2.7B,$2.4B,$8.5B,$401.0M,$20.7B,$4.2B,$2.7B,$239.0M,$1.3B,$241.0M,$630.0M,$127.0M,$1.0B,$4.0B,$2.5B
2013-01-01,ON,1.239334375698012,1.3108266879984,1.2966242390702822,1.2251330331559558,1.2951422963689891,1.1848036059240181,1.3177250722102436,1.2587800369685767,1.3177833437695678,1.3722397476340693,1.410006101281269,1.3394495412844036,1.0809935205183585,1.1791907514450868,1.1582039446076375,1.15283540802213,1.335803200948429,33291000000,52437000000,4686000000,2993000000,15837000000,1840000000,32391000000,5448000000,4209000000,435000000,2311000000,438000000,1001000000,204000000,2760000000,6668000000,4507000000,$33.3B,$52.4B,$4.7B,$3.0B,$15.8B,$1.8B,$32.4B,$5.4B,$4.2B,$435.0M,$2.3B,$438.0M,$1.0B,$204.0M,$2.8B,$6.7B,$4.5B
2013-01-01,MB,1.3634181469035045,1.2638179284718998,1.385269121813031,1.2804232804232805,1.0934256055363323,1.3623188405797102,1.326757532281205,1.4416243654822336,1.328729281767956,1.4444444444444444,1.510948905109489,1.4444444444444444,1.28,1.3076923076923077,1.221105527638191,1.3361344537815125,1.352059925093633,2840000000,5442000000,489000000,242000000,1264000000,94000000,3699000000,568000000,481000000,39000000,207000000,39000000,64000000,17000000,243000000,477000000,361000000,$2.8B,$5.4B,$489.0M,$242.0M,$1.3B,$94.0M,$3.7B,$568.0M,$481.0M,$39.0M,$207.0M,$39.0M,$64.0M,$17.0M,$243.0M,$477.0M,$361.0M
2013-01-01,SK,1.4186471663619744,1.292822966507177,1.1807692307692308,1.3111111111111111,1.1509009009009008,1.7333333333333334,1.3595238095238096,1.5833333333333333,1.3608562691131498,1.2857142857142858,1.2792792792792793,1.2272727272727273,1.627906976744186,1.5,1.4875621890547264,1.4768211920529801,1.3590909090909091,2328000000,5404000000,307000000,118000000,1533000000,104000000,3426000000,475000000,445000000,27000000,142000000,27000000,70000000,15000000,299000000,446000000,299000000,$2.3B,$5.4B,$307.0M,$118.0M,$1.5B,$104.0M,$3.4B,$475.0M,$445.0M,$27.0M,$142.0M,$27.0M,$70.0M,$15.0M,$299.0M,$446.0M,$299.0M
2013-01-01,AB,1.3360500826836759,1.2798068421410596,1.4079710144927535,1.2657894736842106,1.1942022154136225,1.3270142180094786,1.3144307625837113,1.2461139896373057,1.3153078202995008,1.5339805825242718,1.588679245283019,1.509433962264151,1.2112211221122111,1.2222222222222223,1.1565714285714286,1.2990455991516436,1.4786557674841054,11311000000,18817000000,1943000000,962000000,5067000000,280000000,12169000000,1443000000,1581000000,158000000,842000000,160000000,367000000,66000000,1012000000,2450000000,1628000000,$11.3B,$18.8B,$1.9B,$962.0M,$5.1B,$280.0M,$12.2B,$1.4B,$1.6B,$158.0M,$842.0M,$160.0M,$367.0M,$66.0M,$1.0B,$2.5B,$1.6B
2013-01-01,BC,1.261835120788647,1.3062180047446623,1.1530791788856305,1.3013953488372092,1.1595394736842106,1.1566265060240963,1.3593044480737824,1.3162911611785095,1.360207100591716,1.4453125,1.4811463046757165,1.4090909090909092,1.1614173228346456,1.1481481481481481,1.1235011990407673,1.2571428571428571,1.3202668890742286,11648000000,20923000000,1966000000,1399000000,4935000000,288000000,14149000000,1519000000,1839000000,185000000,982000000,186000000,295000000,62000000,937000000,2244000000,1583000000,$11.6B,$20.9B,$2.0B,$1.4B,$4.9B,$288.0M,$14.1B,$1.5B,$1.8B,$185.0M,$982.0M,$186.0M,$295.0M,$62.0M,$937.0M,$2.2B,$1.6B
2013-01-01,YT,1.3614457831325302,1.2553191489361701,1.2307692307692308,2,1.0833333333333333,NA,1.3015873015873016,1.380952380952381,1.375,1,1.25,1,1.5,1,1.75,1.3043478260869565,1.4444444444444444,113000000,118000000,16000000,4000000,26000000,NA,82000000,29000000,11000000,1000000,5000000,1000000,6000000,1000000,7000000,30000000,13000000,$113.0M,$118.0M,$16.0M,$4.0M,$26.0M,NA,$82.0M,$29.0M,$11.0M,$1.0M,$5.0M,$1.0M,$6.0M,$1.0M,$7.0M,$30.0M,$13.0M
2013-01-01,NT,1.2658959537572254,1.3125,1.2580645161290323,1.1666666666666667,1.0731707317073171,1.3333333333333333,1.3631578947368421,1.0869565217391304,1.36,1.3333333333333333,1.4,1.3333333333333333,1.125,1,1.4,1.2,1.52,219000000,336000000,39000000,7000000,44000000,4000000,259000000,25000000,34000000,4000000,21000000,4000000,9000000,1000000,7000000,60000000,38000000,$219.0M,$336.0M,$39.0M,$7.0M,$44.0M,$4.0M,$259.0M,$25.0M,$34.0M,$4.0M,$21.0M,$4.0M,$9.0M,$1.0M,$7.0M,$60.0M,$38.0M
2013-01-01,NU,1.4414414414414414,1.1428571428571428,1.4666666666666666,2,1.0857142857142856,1,2,1.75,NA,2,1.5,1,1.4,1,1,1.5172413793103448,1.2058823529411764,160000000,40000000,22000000,4000000,38000000,1000000,2000000,21000000,NA,2000000,12000000,2000000,7000000,1000000,2000000,44000000,41000000,$160.0M,$40.0M,$22.0M,$4.0M,$38.0M,$1.0M,$2.0M,$21.0M,NA,$2.0M,$12.0M,$2.0M,$7.0M,$1.0M,$2.0M,$44.0M,$41.0M
2014-01-01,CA,1.2415115490132451,1.3183420199161517,1.151904948939513,1.2710716435882,1.2378163564107927,1.2445175438596492,1.3518818149841716,1.377598681197912,1.351883932438285,0.9434416365824309,1.243299930086227,0.9194865810968494,1.2135440180586907,1.2593457943925233,1.1299897645854657,1.2539671344946752,1.272653721682848,84172000000,149997000000,11731000000,8445000000,41426000000,3405000000,96085000000,15042000000,12486000000,784000000,5335000000,788000000,2688000000,539000000,6624000000,17780000000,11011000000,$84.2B,$150.0B,$11.7B,$8.4B,$41.4B,$3.4B,$96.1B,$15.0B,$12.5B,$784.0M,$5.3B,$788.0M,$2.7B,$539.0M,$6.6B,$17.8B,$11.0B
2014-01-01,NL,1.3189033189033188,1.3034154090548054,1.1555555555555554,1.6551724137931034,1.134020618556701,1,1.3669330055316533,1.537313432835821,1.3632075471698113,0.9166666666666666,1.2295081967213115,0.9166666666666666,1.375,1.6666666666666667,1.6567164179104477,1.375,1.1470588235294117,914000000,3282000000,156000000,48000000,770000000,12000000,2224000000,103000000,289000000,11000000,75000000,11000000,33000000,5000000,111000000,231000000,117000000,$914.0M,$3.3B,$156.0M,$48.0M,$770.0M,$12.0M,$2.2B,$103.0M,$289.0M,$11.0M,$75.0M,$11.0M,$33.0M,$5.0M,$111.0M,$231.0M,$117.0M
2014-01-01,PE,1.188118811881188,1.4122657580919933,1,0.8,1.2222222222222223,1.5,1.470737913486005,1.7142857142857142,1.4901960784313726,0.6666666666666666,1.0666666666666667,0.6666666666666666,1.2857142857142858,1,0.92,1.2553191489361701,1.28,240000000,829000000,34000000,8000000,176000000,3000000,578000000,48000000,76000000,2000000,16000000,2000000,9000000,1000000,23000000,59000000,32000000,$240.0M,$829.0M,$34.0M,$8.0M,$176.0M,$3.0M,$578.0M,$48.0M,$76.0M,$2.0M,$16.0M,$2.0M,$9.0M,$1.0M,$23.0M,$59.0M,$32.0M
2014-01-01,NS,1.2562174667437824,1.2723475355054303,1.1286307053941909,1.1379310344827587,1.1528803545051698,1.5071090047393365,1.3437657748611813,1.562753036437247,1.3463035019455254,0.8421052631578947,1.1458333333333333,0.8421052631578947,1.1147540983606556,1.25,1.0925925925925926,1.146341463414634,1.3465909090909092,2172000000,4569000000,272000000,132000000,1561000000,318000000,2662000000,386000000,346000000,16000000,110000000,16000000,68000000,15000000,177000000,423000000,237000000,$2.2B,$4.6B,$272.0M,$132.0M,$1.6B,$318.0M,$2.7B,$386.0M,$346.0M,$16.0M,$110.0M,$16.0M,$68.0M,$15.0M,$177.0M,$423.0M,$237.0M
2014-01-01,NB,1.2285237698081735,1.3090665475658776,1.1491228070175439,1.4761904761904763,1.1938775510204083,1.103448275862069,1.350444900752909,1.4545454545454546,1.3544973544973544,1,1.2947368421052632,0.9473684210526315,1.1818181818181819,1.3333333333333333,1.0755813953488371,1.2592592592592593,1.298780487804878,1473000000,2931000000,262000000,62000000,702000000,64000000,1973000000,176000000,256000000,18000000,123000000,18000000,39000000,8000000,185000000,306000000,213000000,$1.5B,$2.9B,$262.0M,$62.0M,$702.0M,$64.0M,$2.0B,$176.0M,$256.0M,$18.0M,$123.0M,$18.0M,$39.0M,$8.0M,$185.0M,$306.0M,$213.0M
2014-01-01,QC,1.2385740402193783,1.2859972271736977,1.0914942528735632,1.273404255319149,1.1573033707865168,1.276872964169381,1.3392811946342698,1.4000652103032278,1.3395031660983927,0.8813559322033898,1.1559432933478735,0.8579234972677595,1.2971887550200802,1.3,1.0987124463519313,1.2880382775119616,1.18560411311054,18970000000,32465000000,2374000000,2394000000,8549000000,392000000,21166000000,4294000000,2750000000,156000000,1060000000,157000000,646000000,130000000,1024000000,4038000000,2306000000,$19.0B,$32.5B,$2.4B,$2.4B,$8.5B,$392.0M,$21.2B,$4.3B,$2.8B,$156.0M,$1.1B,$157.0M,$646.0M,$130.0M,$1.0B,$4.0B,$2.3B
2014-01-01,ON,1.1975281066190158,1.338324625653076,1.1629773104593248,1.225542365943512,1.332024860974812,1.1783644558918223,1.3410764411537366,1.3142329020332717,1.3412648716343143,0.9211356466876972,1.2117144600366077,0.8960244648318043,1.1090712742980562,1.2080924855491328,1.1053294167016365,1.164764868603043,1.2667457024303497,32168000000,53537000000,4203000000,2994000000,16288000000,1830000000,32965000000,5688000000,4284000000,292000000,1986000000,293000000,1027000000,209000000,2634000000,6737000000,4274000000,$32.2B,$53.5B,$4.2B,$3.0B,$16.3B,$1.8B,$33.0B,$5.7B,$4.3B,$292.0M,$2.0B,$293.0M,$1.0B,$209.0M,$2.6B,$6.7B,$4.3B
2014-01-01,MB,1.3927028324531925,1.2963307013469578,1.3059490084985836,1.3703703703703705,1.1271626297577855,1.4927536231884058,1.3583213773314204,1.6040609137055837,1.3591160220994476,0.9629629629629629,1.313868613138686,1,1.42,1.4615384615384615,1.321608040201005,1.42296918767507,1.3146067415730338,2901000000,5582000000,461000000,259000000,1303000000,103000000,3787000000,632000000,492000000,26000000,180000000,27000000,71000000,19000000,263000000,508000000,351000000,$2.9B,$5.6B,$461.0M,$259.0M,$1.3B,$103.0M,$3.8B,$632.0M,$492.0M,$26.0M,$180.0M,$27.0M,$71.0M,$19.0M,$263.0M,$508.0M,$351.0M
2014-01-01,SK,1.3820840950639854,1.3117224880382774,1.0576923076923077,1.3444444444444446,1.1636636636636637,1.7833333333333334,1.3813492063492063,1.6066666666666667,1.385321100917431,0.8571428571428571,1.0990990990990992,0.8181818181818182,1.6744186046511629,1.6,1.462686567164179,1.4966887417218544,1.3181818181818181,2268000000,5483000000,275000000,121000000,1550000000,107000000,3481000000,482000000,453000000,18000000,122000000,18000000,72000000,16000000,294000000,452000000,290000000,$2.3B,$5.5B,$275.0M,$121.0M,$1.6B,$107.0M,$3.5B,$482.0M,$453.0M,$18.0M,$122.0M,$18.0M,$72.0M,$16.0M,$294.0M,$452.0M,$290.0M
2014-01-01,AB,1.3302622253720766,1.3189825205740324,1.3297101449275361,1.2763157894736843,1.2465236860711761,1.3270142180094786,1.3482393605530352,1.3298791018998273,1.3494176372712146,1.0776699029126213,1.430188679245283,1.0566037735849056,1.2772277227722773,1.2962962962962963,1.168,1.3563096500530223,1.4704813805631245,11262000000,19393000000,1835000000,970000000,5289000000,280000000,12482000000,1540000000,1622000000,111000000,758000000,112000000,387000000,70000000,1022000000,2558000000,1619000000,$11.3B,$19.4B,$1.8B,$970.0M,$5.3B,$280.0M,$12.5B,$1.5B,$1.6B,$111.0M,$758.0M,$112.0M,$387.0M,$70.0M,$1.0B,$2.6B,$1.6B
2014-01-01,BC,1.225977683891236,1.3376826070670496,1.049266862170088,1.3404651162790697,1.205592105263158,1.1646586345381527,1.3856278220770486,1.4020797227036395,1.386094674556213,1,1.3122171945701357,0.9772727272727273,1.2322834645669292,1.1851851851851851,1.0455635491606714,1.3064425770308123,1.2260216847372811,11317000000,21427000000,1789000000,1441000000,5131000000,290000000,14423000000,1618000000,1874000000,128000000,870000000,129000000,313000000,64000000,872000000,2332000000,1470000000,$11.3B,$21.4B,$1.8B,$1.4B,$5.1B,$290.0M,$14.4B,$1.6B,$1.9B,$128.0M,$870.0M,$129.0M,$313.0M,$64.0M,$872.0M,$2.3B,$1.5B
2014-01-01,YT,1.4216867469879517,1.2765957446808511,1.1538461538461537,2,1.0833333333333333,NA,1.3333333333333333,1.5238095238095237,1.375,1,1.25,1,1.25,1,2,1.2608695652173914,2,118000000,120000000,15000000,4000000,26000000,NA,84000000,32000000,11000000,1000000,5000000,1000000,5000000,1000000,8000000,29000000,18000000,$118.0M,$120.0M,$15.0M,$4.0M,$26.0M,NA,$84.0M,$32.0M,$11.0M,$1.0M,$5.0M,$1.0M,$5.0M,$1.0M,$8.0M,$29.0M,$18.0M
2014-01-01,NT,1.1907514450867052,1.32421875,1.1290322580645162,1.1666666666666667,1.024390243902439,1,1.3842105263157896,0.9565217391304348,1.36,1,1.2,1,1.125,1,1.4,1.24,1.4,206000000,339000000,35000000,7000000,42000000,3000000,263000000,22000000,34000000,3000000,18000000,3000000,9000000,1000000,7000000,62000000,35000000,$206.0M,$339.0M,$35.0M,$7.0M,$42.0M,$3.0M,$263.0M,$22.0M,$34.0M,$3.0M,$18.0M,$3.0M,$9.0M,$1.0M,$7.0M,$62.0M,$35.0M
2014-01-01,NU,1.3873873873873874,1.1714285714285715,1.2666666666666666,2,1.1428571428571428,1,1,1.6666666666666667,NA,2,1.25,1,1.4,1,1,1.5517241379310345,1.2058823529411764,154000000,41000000,19000000,4000000,40000000,1000000,1000000,20000000,NA,2000000,10000000,2000000,7000000,1000000,2000000,45000000,41000000,$154.0M,$41.0M,$19.0M,$4.0M,$40.0M,$1.0M,$1.0M,$20.0M,NA,$2.0M,$10.0M,$2.0M,$7.0M,$1.0M,$2.0M,$45.0M,$41.0M
2015-01-01,CA,1.3528127673382695,1.3561088796505445,1.3594854673998429,1.311408789885611,1.2712821585442375,1.2573099415204678,1.3914456559971862,1.4179869951460757,1.3914032048505847,1.3790613718411553,1.4651596364483803,1.2485414235705952,1.1792325056433408,1.2686915887850467,1.1270897304674172,1.3079201636222582,1.551779935275081,91718000000,154294000000,13845000000,8713000000,42546000000,3440000000,98897000000,15483000000,12851000000,1146000000,6287000000,1070000000,2612000000,543000000,6607000000,18545000000,13426000000,$91.7B,$154.3B,$13.8B,$8.7B,$42.5B,$3.4B,$98.9B,$15.5B,$12.9B,$1.1B,$6.3B,$1.1B,$2.6B,$543.0M,$6.6B,$18.5B,$13.4B
2015-01-01,NL,1.4848484848484849,1.3312152501985703,1.3703703703703705,1.6896551724137931,1.0898379970544918,1.0833333333333333,1.421020282728949,1.5820895522388059,1.4150943396226414,1.3333333333333333,1.4754098360655739,1.25,1.4166666666666667,1.6666666666666667,1.7014925373134329,1.4880952380952381,1.5,1029000000,3352000000,185000000,49000000,740000000,13000000,2312000000,106000000,300000000,16000000,90000000,15000000,34000000,5000000,114000000,250000000,153000000,$1.0B,$3.4B,$185.0M,$49.0M,$740.0M,$13.0M,$2.3B,$106.0M,$300.0M,$16.0M,$90.0M,$15.0M,$34.0M,$5.0M,$114.0M,$250.0M,$153.0M
2015-01-01,PE,1.2722772277227723,1.4565587734241907,1.1470588235294117,0.8,1.2638888888888888,1.5,1.5165394402035624,1.7142857142857142,1.5098039215686274,1,1.2,1,1.2857142857142858,1,0.92,1.3191489361702127,1.56,257000000,855000000,39000000,8000000,182000000,3000000,596000000,48000000,77000000,3000000,18000000,3000000,9000000,1000000,23000000,62000000,39000000,$257.0M,$855.0M,$39.0M,$8.0M,$182.0M,$3.0M,$596.0M,$48.0M,$77.0M,$3.0M,$18.0M,$3.0M,$9.0M,$1.0M,$23.0M,$62.0M,$39.0M
