refDate,geo,valNormP_coreRev_All,valNormP_govtRev_All,valNormP_coreRev_Sports,valNormP_coreRev_Education,valNormP_govtRev_Education,valNormP_coreRev_Health,valNormP_govtRev_Health,valNormP_coreRev_SocServ,valNormP_govtRev_SocServ,valNormP_coreRev_Environment,valNormP_coreRev_DevtHousing,valNormP_coreRev_Advocacy,valNormP_coreRev_Fdns,valNormP_coreRev_International,valNormP_coreRev_Religion,valNormP_coreRev_ProfAssoc,valNormP_coreRev_Other,valNorm_coreRev_All,valNorm_govtRev_All,valNorm_coreRev_Sports,valNorm_coreRev_Education,valNorm_govtRev_Education,valNorm_coreRev_Health,valNorm_govtRev_Health,valNorm_coreRev_SocServ,valNorm_govtRev_SocServ,valNorm_coreRev_Environment,valNorm_coreRev_DevtHousing,valNorm_coreRev_Advocacy,valNorm_coreRev_Fdns,valNorm_coreRev_International,valNorm_coreRev_Religion,valNorm_coreRev_ProfAssoc,valNorm_coreRev_Other,label_coreRev_All,label_govtRev_All,label_coreRev_Sports,label_coreRev_Education,label_govtRev_Education,label_coreRev_Health,label_govtRev_Health,label_coreRev_SocServ,label_govtRev_SocServ,label_coreRev_Environment,label_coreRev_DevtHousing,label_coreRev_Advocacy,label_coreRev_Fdns,label_coreRev_International,label_coreRev_Religion,label_coreRev_ProfAssoc,label_coreRev_Other
2009-01-01,NB,1.1551292743953294,1.1201429209468512,1.2105263157894737,1.1428571428571428,1.064625850340136,1.103448275862069,1.1403148528405203,1.0826446280991735,1.1481481481481481,1.2777777777777777,1.2421052631578948,1.2105263157894737,1.0909090909090908,1.1666666666666667,1.0813953488372092,1.139917695473251,1.1890243902439024,1385000000,2508000000,276000000,48000000,626000000,64000000,1666000000,131000000,217000000,23000000,118000000,23000000,36000000,7000000,186000000,277000000,195000000,$1.4B,$2.5B,$276.0M,$48.0M,$626.0M,$64.0M,$1.7B,$131.0M,$217.0M,$23.0M,$118.0M,$23.0M,$36.0M,$7.0M,$186.0M,$277.0M,$195.0M
2009-01-01,QC,1.1656437712196397,1.0892850069320656,1.2202298850574713,1.1351063829787233,1.027616082306755,1.1563517915309447,1.1147810680840293,1.1271600912944246,1.1149537262542621,1.2429378531073447,1.2399127589967285,1.2404371584699454,1.1244979919678715,1.12,1.1266094420600858,1.158213716108453,1.1912596401028277,17853000000,27499000000,2654000000,2134000000,7591000000,355000000,17618000000,3457000000,2289000000,220000000,1137000000,227000000,560000000,112000000,1050000000,3631000000,2317000000,$17.9B,$27.5B,$2.7B,$2.1B,$7.6B,$355.0M,$17.6B,$3.5B,$2.3B,$220.0M,$1.1B,$227.0M,$560.0M,$112.0M,$1.1B,$3.6B,$2.3B
2009-01-01,ON,1.1401235946690491,1.110541709371797,1.22606530160487,1.1035611952517397,1.0632155708210664,1.1010946555054733,1.1313616207640047,1.0774029574861368,1.1314965560425798,1.2397476340694007,1.2403904820012202,1.2415902140672783,1.0874730021598271,1.0867052023121386,1.0914813260595888,1.129149377593361,1.1760521636040309,30626000000,44425000000,4431000000,2696000000,13001000000,1710000000,27810000000,4663000000,3614000000,393000000,2033000000,406000000,1007000000,188000000,2601000000,6531000000,3968000000,$30.6B,$44.4B,$4.4B,$2.7B,$13.0B,$1.7B,$27.8B,$4.7B,$3.6B,$393.0M,$2.0B,$406.0M,$1.0B,$188.0M,$2.6B,$6.5B,$4.0B
2009-01-01,MB,1.156985117618819,1.0917324663260566,1.2096317280453257,1.1164021164021165,0.986159169550173,1.1304347826086956,1.1305595408895266,1.1065989847715736,1.132596685082873,1.2222222222222223,1.2408759124087592,1.2592592592592593,1.12,1.0769230769230769,1.1055276381909547,1.1568627450980393,1.1872659176029963,2410000000,4701000000,427000000,211000000,1140000000,78000000,3152000000,436000000,410000000,33000000,170000000,34000000,56000000,14000000,220000000,413000000,317000000,$2.4B,$4.7B,$427.0M,$211.0M,$1.1B,$78.0M,$3.2B,$436.0M,$410.0M,$33.0M,$170.0M,$34.0M,$56.0M,$14.0M,$220.0M,$413.0M,$317.0M
2009-01-01,SK,1.2333942717854967,1.0885167464114833,1.2384615384615385,1.2222222222222223,1.024024024024024,1.2166666666666666,1.119047619047619,1.23,1.1192660550458715,1.2857142857142858,1.2342342342342343,1.2272727272727273,1.2325581395348837,1.2,1.228855721393035,1.2317880794701987,1.2363636363636363,2024000000,4550000000,322000000,110000000,1364000000,73000000,2820000000,369000000,366000000,27000000,137000000,27000000,53000000,12000000,247000000,372000000,272000000,$2.0B,$4.5B,$322.0M,$110.0M,$1.4B,$73.0M,$2.8B,$369.0M,$366.0M,$27.0M,$137.0M,$27.0M,$53.0M,$12.0M,$247.0M,$372.0M,$272.0M
2009-01-01,AB,1.1128041578077015,1.0936543562538257,1.191304347826087,1.063157894736842,1.0567994343624794,1.085308056872038,1.1084467487578311,1.0423143350604491,1.1098169717138102,1.233009708737864,1.239622641509434,1.2358490566037736,1.0396039603960396,1.037037037037037,1.038857142857143,1.0943796394485683,1.1571298819255222,9421000000,16080000000,1644000000,808000000,4484000000,229000000,10262000000,1207000000,1334000000,127000000,657000000,131000000,315000000,56000000,909000000,2064000000,1274000000,$9.4B,$16.1B,$1.6B,$808.0M,$4.5B,$229.0M,$10.3B,$1.2B,$1.3B,$127.0M,$657.0M,$131.0M,$315.0M,$56.0M,$909.0M,$2.1B,$1.3B
2009-01-01,BC,1.1337883219586178,1.1081283555999502,1.1970674486803519,1.0753488372093023,1.0608552631578947,1.1004016064257027,1.1253722739936594,1.0606585788561524,1.1257396449704142,1.2421875,1.2383107088989442,1.2424242424242424,1.0551181102362204,1.0555555555555556,1.0575539568345325,1.123249299719888,1.1801501251042537,10466000000,17750000000,2041000000,1156000000,4515000000,274000000,11714000000,1224000000,1522000000,159000000,821000000,164000000,268000000,57000000,882000000,2005000000,1415000000,$10.5B,$17.8B,$2.0B,$1.2B,$4.5B,$274.0M,$11.7B,$1.2B,$1.5B,$159.0M,$821.0M,$164.0M,$268.0M,$57.0M,$882.0M,$2.0B,$1.4B
2009-01-01,YT,1.180722891566265,1.0851063829787233,1.2307692307692308,1.5,1,NA,1.0952380952380953,1.1428571428571428,1.125,1,1.25,1,1.25,1,1.25,1.173913043478261,1.2222222222222223,98000000,102000000,16000000,3000000,24000000,NA,69000000,24000000,9000000,1000000,5000000,1000000,5000000,1000000,5000000,27000000,11000000,$98.0M,$102.0M,$16.0M,$3.0M,$24.0M,NA,$69.0M,$24.0M,$9.0M,$1.0M,$5.0M,$1.0M,$5.0M,$1.0M,$5.0M,$27.0M,$11.0M
2009-01-01,NT,1.1618497109826589,1.1484375,1.2580645161290323,1.1666666666666667,0.975609756097561,1.3333333333333333,1.1842105263157894,1.0869565217391304,1.16,1.3333333333333333,1.2666666666666666,1.3333333333333333,1,1,1,1.12,1.2,201000000,294000000,39000000,7000000,40000000,4000000,225000000,25000000,29000000,4000000,19000000,4000000,8000000,1000000,5000000,56000000,30000000,$201.0M,$294.0M,$39.0M,$7.0M,$40.0M,$4.0M,$225.0M,$25.0M,$29.0M,$4.0M,$19.0M,$4.0M,$8.0M,$1.0M,$5.0M,$56.0M,$30.0M
2009-01-01,NU,1.1891891891891893,1,1.2666666666666666,1.5,0.9714285714285714,1,NA,1.1666666666666667,NA,2,1.25,1,1,1,1,1.1724137931034482,1.1764705882352942,132000000,35000000,19000000,3000000,34000000,1000000,NA,14000000,NA,2000000,10000000,2000000,5000000,1000000,2000000,34000000,40000000,$132.0M,$35.0M,$19.0M,$3.0M,$34.0M,$1.0M,NA,$14.0M,NA,$2.0M,$10.0M,$2.0M,$5.0M,$1.0M,$2.0M,$34.0M,$40.0M
2010-01-01,CA,1.194253517802885,1.1374530880582192,1.236743912018853,1.1646598434677904,1.08094540891027,1.1918859649122806,1.160984875131903,1.246176389779284,1.160892161108705,1.2683513838748495,1.2687019342810533,1.2683780630105017,1.0880361173814899,1.1495327102803738,1.1212896622313204,1.138937865857959,1.2204114655570966,80968000000,129416000000,12595000000,7738000000,36176000000,3261000000,82517000000,13607000000,10722000000,1054000000,5444000000,1087000000,2410000000,492000000,6573000000,16149000000,10559000000,$81.0B,$129.4B,$12.6B,$7.7B,$36.2B,$3.3B,$82.5B,$13.6B,$10.7B,$1.1B,$5.4B,$1.1B,$2.4B,$492.0M,$6.6B,$16.1B,$10.6B
2010-01-01,NL,1.274170274170274,1.130659253375695,1.2666666666666666,1.4137931034482758,1.036818851251841,1.25,1.1659496004917025,1.2985074626865671,1.1650943396226414,1.25,1.278688524590164,1.3333333333333333,1.2083333333333333,1.3333333333333333,1.3134328358208955,1.2380952380952381,1.2745098039215685,883000000,2847000000,171000000,41000000,704000000,15000000,1897000000,87000000,247000000,15000000,78000000,16000000,29000000,4000000,88000000,208000000,130000000,$883.0M,$2.8B,$171.0M,$41.0M,$704.0M,$15.0M,$1.9B,$87.0M,$247.0M,$15.0M,$78.0M,$16.0M,$29.0M,$4.0M,$88.0M,$208.0M,$130.0M
2010-01-01,PE,1.198019801980198,1.1993185689948893,1.2647058823529411,1,1.0833333333333333,1.5,1.2340966921119594,1.2857142857142858,1.2352941176470589,1.3333333333333333,1.2666666666666666,1.3333333333333333,1.1428571428571428,1,1.12,1.1702127659574468,1.2,242000000,704000000,43000000,10000000,156000000,3000000,485000000,36000000,63000000,4000000,19000000,4000000,8000000,1000000,28000000,55000000,30000000,$242.0M,$704.0M,$43.0M,$10.0M,$156.0M,$3.0M,$485.0M,$36.0M,$63.0M,$4.0M,$19.0M,$4.0M,$8.0M,$1.0M,$28.0M,$55.0M,$30.0M
2010-01-01,NS,1.1931752458068248,1.1194653299916457,1.2323651452282158,1.103448275862069,1.0443131462333826,1.161137440758294,1.1645633518425038,1.4008097165991902,1.1673151750972763,1.263157894736842,1.2604166666666667,1.263157894736842,1.0491803278688525,1.1666666666666667,1.0925925925925926,1.1056910569105691,1.2102272727272727,2063000000,4020000000,297000000,128000000,1414000000,245000000,2307000000,346000000,300000000,24000000,121000000,24000000,64000000,14000000,177000000,408000000,213000000,$2.1B,$4.0B,$297.0M,$128.0M,$1.4B,$245.0M,$2.3B,$346.0M,$300.0M,$24.0M,$121.0M,$24.0M,$64.0M,$14.0M,$177.0M,$408.0M,$213.0M
2010-01-01,NB,1.2060050041701418,1.1585529254131308,1.2587719298245614,1.2142857142857142,1.0935374149659864,1.1206896551724137,1.1820670773442847,1.2892561983471074,1.1904761904761905,1.2777777777777777,1.263157894736842,1.263157894736842,1.121212121212121,1.1666666666666667,1.0930232558139534,1.1604938271604939,1.2439024390243902,1446000000,2594000000,287000000,51000000,643000000,65000000,1727000000,156000000,225000000,23000000,120000000,24000000,37000000,7000000,188000000,282000000,204000000,$1.4B,$2.6B,$287.0M,$51.0M,$643.0M,$65.0M,$1.7B,$156.0M,$225.0M,$23.0M,$120.0M,$24.0M,$37.0M,$7.0M,$188.0M,$282.0M,$204.0M
2010-01-01,QC,1.2076260120135807,1.1201426024955436,1.2432183908045977,1.1675531914893618,1.0511709760389873,1.218241042345277,1.1486965325234118,1.2389957613302902,1.1490501704822211,1.271186440677966,1.2682660850599783,1.2677595628415301,1.1465863453815262,1.17,1.1062231759656653,1.1811802232854864,1.2236503856041132,18496000000,28278000000,2704000000,2195000000,7765000000,374000000,18154000000,3800000000,2359000000,225000000,1163000000,232000000,571000000,117000000,1031000000,3703000000,2380000000,$18.5B,$28.3B,$2.7B,$2.2B,$7.8B,$374.0M,$18.2B,$3.8B,$2.4B,$225.0M,$1.2B,$232.0M,$571.0M,$117.0M,$1.0B,$3.7B,$2.4B
2010-01-01,ON,1.1844240935150026,1.146539009574282,1.2576092971776425,1.163323782234957,1.0980536473666993,1.1963940759819705,1.167853219966641,1.239833641404806,1.1678146524733877,1.2712933753943219,1.2690665039658329,1.269113149847095,1.0345572354211663,1.138728323699422,1.1309274024339069,1.0959543568464731,1.2205097806757559,31816000000,45865000000,4545000000,2842000000,13427000000,1858000000,28707000000,5366000000,3730000000,403000000,2080000000,415000000,958000000,197000000,2695000000,6339000000,4118000000,$31.8B,$45.9B,$4.5B,$2.8B,$13.4B,$1.9B,$28.7B,$5.4B,$3.7B,$403.0M,$2.1B,$415.0M,$958.0M,$197.0M,$2.7B,$6.3B,$4.1B
2010-01-01,MB,1.2241958713394143,1.1228518346493266,1.2776203966005666,1.2116402116402116,1.0173010380622838,1.1594202898550725,1.161764705882353,1.2284263959390862,1.160220994475138,1.2592592592592593,1.27007299270073,1.2962962962962963,1.18,1.1538461538461537,1.150753768844221,1.207282913165266,1.2322097378277153,2550000000,4835000000,451000000,229000000,1176000000,80000000,3239000000,484000000,420000000,34000000,174000000,35000000,59000000,15000000,229000000,431000000,329000000,$2.5B,$4.8B,$451.0M,$229.0M,$1.2B,$80.0M,$3.2B,$484.0M,$420.0M,$34.0M,$174.0M,$35.0M,$59.0M,$15.0M,$229.0M,$431.0M,$329.0M
2010-01-01,SK,1.2748324192565508,1.1461722488038277,1.2692307692307692,1.211111111111111,1.1013513513513513,1.2166666666666666,1.1674603174603175,1.36,1.1681957186544343,1.2857142857142858,1.2702702702702702,1.2727272727272727,1.255813953488372,1.3,1.2238805970149254,1.2549668874172186,1.290909090909091,2092000000,4791000000,330000000,109000000,1467000000,73000000,2942000000,408000000,382000000,27000000,141000000,28000000,54000000,13000000,246000000,379000000,284000000,$2.1B,$4.8B,$330.0M,$109.0M,$1.5B,$73.0M,$2.9B,$408.0M,$382.0M,$27.0M,$141.0M,$28.0M,$54.0M,$13.0M,$246.0M,$379.0M,$284.0M
2010-01-01,AB,1.1789510985116938,1.1335781813235395,1.2507246376811594,1.175,1.0942729201037003,1.1563981042654028,1.1493843162670123,1.1640759930915372,1.1505823627287854,1.2621359223300972,1.2679245283018867,1.2641509433962264,1.0957095709570956,1.1296296296296295,1.08,1.1431601272534464,1.2170753860127157,9981000000,16667000000,1726000000,893000000,4643000000,244000000,10641000000,1348000000,1383000000,130000000,672000000,134000000,332000000,61000000,945000000,2156000000,1340000000,$10.0B,$16.7B,$1.7B,$893.0M,$4.6B,$244.0M,$10.6B,$1.3B,$1.4B,$130.0M,$672.0M,$134.0M,$332.0M,$61.0M,$945.0M,$2.2B,$1.3B
2010-01-01,BC,1.1836204094897627,1.1470221001373455,1.1519061583577712,1.1404651162790698,1.100093984962406,1.1927710843373494,1.1639926986261888,1.302426343154246,1.1642011834319526,1.2734375,1.2684766214177978,1.2727272727272727,1.0905511811023623,1.1111111111111112,1.118705035971223,1.1546218487394957,1.1968306922435363,10926000000,18373000000,1964000000,1226000000,4682000000,297000000,12116000000,1503000000,1574000000,163000000,841000000,168000000,277000000,60000000,933000000,2061000000,1435000000,$10.9B,$18.4B,$2.0B,$1.2B,$4.7B,$297.0M,$12.1B,$1.5B,$1.6B,$163.0M,$841.0M,$168.0M,$277.0M,$60.0M,$933.0M,$2.1B,$1.4B
2010-01-01,YT,1.3132530120481927,1.1382978723404256,1.3076923076923077,1.5,1.0416666666666667,NA,1.1746031746031746,1.3333333333333333,1.125,1,1.25,1,1.5,1,1.25,1.3478260869565217,1.3333333333333333,109000000,107000000,17000000,3000000,25000000,NA,74000000,28000000,9000000,1000000,5000000,1000000,6000000,1000000,5000000,31000000,12000000,$109.0M,$107.0M,$17.0M,$3.0M,$25.0M,NA,$74.0M,$28.0M,$9.0M,$1.0M,$5.0M,$1.0M,$6.0M,$1.0M,$5.0M,$31.0M,$12.0M
2010-01-01,NT,1.2254335260115607,1.171875,1.2903225806451613,1.1666666666666667,0.975609756097561,1.3333333333333333,1.2105263157894737,1.3043478260869565,1.2,1.3333333333333333,1.2666666666666666,1.3333333333333333,1.125,1,1,1.18,1.24,212000000,300000000,40000000,7000000,40000000,4000000,230000000,30000000,30000000,4000000,19000000,4000000,9000000,1000000,5000000,59000000,31000000,$212.0M,$300.0M,$40.0M,$7.0M,$40.0M,$4.0M,$230.0M,$30.0M,$30.0M,$4.0M,$19.0M,$4.0M,$9.0M,$1.0M,$5.0M,$59.0M,$31.0M
2010-01-01,NU,1.2522522522522523,1.0571428571428572,1.2666666666666666,2,1,1,1,1.25,NA,2,1.25,1,1.2,1,1,1.2758620689655173,1.2058823529411764,139000000,37000000,19000000,4000000,35000000,1000000,1000000,15000000,NA,2000000,10000000,2000000,6000000,1000000,2000000,37000000,41000000,$139.0M,$37.0M,$19.0M,$4.0M,$35.0M,$1.0M,$1.0M,$15.0M,NA,$2.0M,$10.0M,$2.0M,$6.0M,$1.0M,$2.0M,$37.0M,$41.0M
2011-01-01,CA,1.23443169415027,1.200840240118829,1.2307541241162607,1.2051475015051174,1.1380464338004601,1.4353070175438596,1.2269996482588814,1.3068962359190401,1.2270463404071026,1.2527075812274369,1.4495455604754137,1.2287047841306884,1.1124153498871332,1.175233644859813,1.1211190719890822,1.1703223076380562,1.2142857142857142,83692000000,136628000000,12534000000,8007000000,38087000000,3927000000,87209000000,14270000000,11333000000,1041000000,6220000000,1053000000,2464000000,503000000,6572000000,16594000000,10506000000,$83.7B,$136.6B,$12.5B,$8.0B,$38.1B,$3.9B,$87.2B,$14.3B,$11.3B,$1.0B,$6.2B,$1.1B,$2.5B,$503.0M,$6.6B,$16.6B,$10.5B
2011-01-01,NL,1.2987012987012987,1.2136616362192216,1.2518518518518518,1.5172413793103448,1.12960235640648,1.75,1.2452366318377381,1.3880597014925373,1.240566037735849,1.25,1.4262295081967213,1.25,1.1666666666666667,1.3333333333333333,1.5522388059701493,1.2142857142857142,1.1372549019607843,900000000,3056000000,169000000,44000000,767000000,21000000,2026000000,93000000,263000000,15000000,87000000,15000000,28000000,4000000,104000000,204000000,116000000,$900.0M,$3.1B,$169.0M,$44.0M,$767.0M,$21.0M,$2.0B,$93.0M,$263.0M,$15.0M,$87.0M,$15.0M,$28.0M,$4.0M,$104.0M,$204.0M,$116.0M
2011-01-01,PE,1.2623762376237624,1.293015332197615,1.2941176470588236,1.1,1.2291666666666667,2.5,1.3104325699745547,1.4285714285714286,1.3137254901960784,1.3333333333333333,1.4666666666666666,1.3333333333333333,1.1428571428571428,1,1.12,1.2127659574468086,1.24,255000000,759000000,44000000,11000000,177000000,5000000,515000000,40000000,67000000,4000000,22000000,4000000,8000000,1000000,28000000,57000000,31000000,$255.0M,$759.0M,$44.0M,$11.0M,$177.0M,$5.0M,$515.0M,$40.0M,$67.0M,$4.0M,$22.0M,$4.0M,$8.0M,$1.0M,$28.0M,$57.0M,$31.0M
2011-01-01,NS,1.1879699248120301,1.1860206070732386,1.112033195020747,1.1810344827586208,1.0908419497784343,1.2274881516587677,1.242806663301363,1.465587044534413,1.245136186770428,1.0526315789473684,1.2291666666666667,1.0526315789473684,1.098360655737705,1.1666666666666667,1.117283950617284,1.102981029810298,1.1420454545454546,2054000000,4259000000,268000000,137000000,1477000000,259000000,2462000000,362000000,320000000,20000000,118000000,20000000,67000000,14000000,181000000,407000000,201000000,$2.1B,$4.3B,$268.0M,$137.0M,$1.5B,$259.0M,$2.5B,$362.0M,$320.0M,$20.0M,$118.0M,$20.0M,$67.0M,$14.0M,$181.0M,$407.0M,$201.0M
2011-01-01,NB,1.2410341951626356,1.225547119249665,1.25,1.3571428571428572,1.1649659863945578,1.2758620689655173,1.2470910335386722,1.3553719008264462,1.2486772486772486,1.3333333333333333,1.4947368421052631,1.263157894736842,1.0909090909090908,1.1666666666666667,1.0406976744186047,1.1893004115226338,1.2621951219512195,1488000000,2744000000,285000000,57000000,685000000,74000000,1822000000,164000000,236000000,24000000,142000000,24000000,36000000,7000000,179000000,289000000,207000000,$1.5B,$2.7B,$285.0M,$57.0M,$685.0M,$74.0M,$1.8B,$164.0M,$236.0M,$24.0M,$142.0M,$24.0M,$36.0M,$7.0M,$179.0M,$289.0M,$207.0M
2011-01-01,QC,1.2385740402193783,1.1858189740542682,1.2206896551724138,1.2127659574468086,1.106673886557466,1.5602605863192183,1.2186155403695267,1.286925334202804,1.2187043351193376,1.2203389830508475,1.4078516902944385,1.1967213114754098,1.180722891566265,1.2,1.101931330472103,1.2089314194577352,1.2118251928020565,18970000000,29936000000,2655000000,2280000000,8175000000,479000000,19259000000,3947000000,2502000000,216000000,1291000000,219000000,588000000,120000000,1027000000,3790000000,2357000000,$19.0B,$29.9B,$2.7B,$2.3B,$8.2B,$479.0M,$19.3B,$3.9B,$2.5B,$216.0M,$1.3B,$219.0M,$588.0M,$120.0M,$1.0B,$3.8B,$2.4B
2011-01-01,ON,1.2312932767478222,1.2096092793040523,1.2706142778085223,1.1956610724519035,1.167811579980373,1.4243399871217,1.2280216427321915,1.3368761552680222,1.2279273638071384,1.2618296529968454,1.4600366076876143,1.238532110091743,1.0421166306695464,1.1676300578034682,1.1174989509022242,1.1163554633471646,1.2083580320094842,33075000000,48388000000,4592000000,2921000000,14280000000,2212000000,30186000000,5786000000,3922000000,400000000,2393000000,405000000,965000000,202000000,2663000000,6457000000,4077000000,$33.1B,$48.4B,$4.6B,$2.9B,$14.3B,$2.2B,$30.2B,$5.8B,$3.9B,$400.0M,$2.4B,$405.0M,$965.0M,$202.0M,$2.7B,$6.5B,$4.1B
2011-01-01,MB,1.3240518482957273,1.1820715281003251,1.3966005665722379,1.2804232804232805,1.0596885813148789,1.434782608695652,1.2266857962697275,1.33248730964467,1.229281767955801,1.3333333333333333,1.5547445255474452,1.3333333333333333,1.22,1.2307692307692308,1.1658291457286432,1.2829131652661065,1.299625468164794,2758000000,5090000000,493000000,242000000,1225000000,99000000,3420000000,525000000,445000000,36000000,213000000,36000000,61000000,16000000,232000000,458000000,347000000,$2.8B,$5.1B,$493.0M,$242.0M,$1.2B,$99.0M,$3.4B,$525.0M,$445.0M,$36.0M,$213.0M,$36.0M,$61.0M,$16.0M,$232.0M,$458.0M,$347.0M
2011-01-01,SK,1.3315051797684339,1.2016746411483255,1.2653846153846153,1.2666666666666666,1.1433933933933933,1.5833333333333333,1.2293650793650794,1.4066666666666667,1.2293577981651376,1.2380952380952381,1.4234234234234233,1.2272727272727273,1.372093023255814,1.3,1.243781094527363,1.3410596026490067,1.2954545454545454,2185000000,5023000000,329000000,114000000,1523000000,95000000,3098000000,422000000,402000000,26000000,158000000,27000000,59000000,13000000,250000000,405000000,285000000,$2.2B,$5.0B,$329.0M,$114.0M,$1.5B,$95.0M,$3.1B,$422.0M,$402.0M,$26.0M,$158.0M,$27.0M,$59.0M,$13.0M,$250.0M,$405.0M,$285.0M
2011-01-01,AB,1.2193479801559177,1.1852683125892676,1.2608695652173914,1.168421052631579,1.1227904784350695,1.5165876777251184,1.2104126161157918,1.1865284974093264,1.2113144758735441,1.2621359223300972,1.4641509433962263,1.2358490566037736,1.132013201320132,1.1481481481481481,1.0891428571428572,1.1866383881230116,1.2434150772025432,10323000000,17427000000,1740000000,888000000,4764000000,320000000,11206000000,1374000000,1456000000,130000000,776000000,131000000,343000000,62000000,953000000,2238000000,1369000000,$10.3B,$17.4B,$1.7B,$888.0M,$4.8B,$320.0M,$11.2B,$1.4B,$1.5B,$130.0M,$776.0M,$131.0M,$343.0M,$62.0M,$953.0M,$2.2B,$1.4B
2011-01-01,BC,1.2142779763839238,1.2160069921338494,1.1067448680351906,1.2074418604651163,1.1531954887218046,1.4257028112449799,1.23883178019022,1.2876949740034662,1.2396449704142012,1.28125,1.4826546003016592,1.2575757575757576,1.1299212598425197,1.0925925925925926,1.1282973621103118,1.2100840336134453,1.1859883236030024,11209000000,19478000000,1887000000,1298000000,4908000000,355000000,12895000000,1486000000,1676000000,164000000,983000000,166000000,287000000,59000000,941000000,2160000000,1422000000,$11.2B,$19.5B,$1.9B,$1.3B,$4.9B,$355.0M,$12.9B,$1.5B,$1.7B,$164.0M,$983.0M,$166.0M,$287.0M,$59.0M,$941.0M,$2.2B,$1.4B
2011-01-01,YT,1.3253012048192772,1.1914893617021276,1.3076923076923077,1.5,1.0833333333333333,1,1.2063492063492063,1.2380952380952381,1.25,1,1.5,1,1.5,1,1.25,1.3478260869565217,1.4444444444444444,110000000,112000000,17000000,3000000,26000000,1000000,76000000,26000000,10000000,1000000,6000000,1000000,6000000,1000000,5000000,31000000,13000000,$110.0M,$112.0M,$17.0M,$3.0M,$26.0M,$1.0M,$76.0M,$26.0M,$10.0M,$1.0M,$6.0M,$1.0M,$6.0M,$1.0M,$5.0M,$31.0M,$13.0M
2011-01-01,NT,1.1676300578034682,1.234375,1.096774193548387,1.3333333333333333,1,1.6666666666666667,1.2789473684210526,1.2608695652173914,1.28,1,1.2666666666666666,1,1.125,1,1.2,1.14,1.12,202000000,316000000,34000000,8000000,41000000,5000000,243000000,29000000,32000000,3000000,19000000,3000000,9000000,1000000,6000000,57000000,28000000,$202.0M,$316.0M,$34.0M,$8.0M,$41.0M,$5.0M,$243.0M,$29.0M,$32.0M,$3.0M,$19.0M,$3.0M,$9.0M,$1.0M,$6.0M,$57.0M,$28.0M
2011-01-01,NU,1.3783783783783783,1.1428571428571428,1.4666666666666666,2.5,1.0857142857142856,2,2,1.3333333333333333,1,2,1.625,1,1.2,1,1,1.3793103448275863,1.2058823529411764,153000000,40000000,22000000,5000000,38000000,2000000,2000000,16000000,1000000,2000000,13000000,2000000,6000000,1000000,2000000,40000000,41000000,$153.0M,$40.0M,$22.0M,$5.0M,$38.0M,$2.0M,$2.0M,$16.0M,$1.0M,$2.0M,$13.0M,$2.0M,$6.0M,$1.0M,$2.0M,$40.0M,$41.0M
2012-01-01,CA,1.2668515295436444,1.2391871819436266,1.3039080911233307,1.2259181216134858,1.1704365494367586,1.381578947368421,1.2678297572986281,1.2702628445828372,1.267756604590732,1.184115523465704,1.5203915171288744,1.189031505250875,1.1404063205417607,1.1939252336448598,1.1385192766973729,1.2103110233443826,1.3195792880258899,85890000000,140991000000,13279000000,8145000000,39171000000,3780000000,90111000000,13870000000,11709000000,984000000,6524000000,1019000000,2526000000,511000000,6674000000,17161000000,11417000000,$85.9B,$141.0B,$13.3B,$8.1B,$39.2B,$3.8B,$90.1B,$13.9B,$11.7B,$984.0M,$6.5B,$1.0B,$2.5B,$511.0M,$6.7B,$17.2B,$11.4B
2012-01-01,NL,1.3924963924963925,1.2315329626687848,1.3555555555555556,1.6896551724137931,1.1104565537555229,1.5833333333333333,1.2771972956361402,1.4477611940298507,1.2735849056603774,1.1666666666666667,1.540983606557377,1.25,1.25,1.6666666666666667,1.626865671641791,1.3214285714285714,1.2450980392156863,965000000,3101000000,183000000,49000000,754000000,19000000,2078000000,97000000,270000000,14000000,94000000,15000000,30000000,5000000,109000000,222000000,127000000,$965.0M,$3.1B,$183.0M,$49.0M,$754.0M,$19.0M,$2.1B,$97.0M,$270.0M,$14.0M,$94.0M,$15.0M,$30.0M,$5.0M,$109.0M,$222.0M,$127.0M
2012-01-01,PE,1.2178217821782178,1.354344122657581,1.2058823529411764,0.9,1.2083333333333333,2,1.3969465648854962,1.3928571428571428,1.392156862745098,1,1.4,1,1.2857142857142858,1,0.96,1.2340425531914894,1.36,246000000,795000000,41000000,9000000,174000000,4000000,549000000,39000000,71000000,3000000,21000000,3000000,9000000,1000000,24000000,58000000,34000000,$246.0M,$795.0M,$41.0M,$9.0M,$174.0M,$4.0M,$549.0M,$39.0M,$71.0M,$3.0M,$21.0M,$3.0M,$9.0M,$1.0M,$24.0M,$58.0M,$34.0M
