,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
227,Situation d'activité,Unable to determine,2018,total_causes,2.6489127814522755,6.839283589260223,2.293832658227623,3.0039929046769287,79,Total number of causes supported,Average number of causes supported,46,MB,
228,Situation d'activité,Employé.e,2018,total_causes,2.6786653773944447,3.2411713954489465,2.5085010377174446,2.8488297170714447,398,Total number of causes supported,Average number of causes supported,47,SK,
229,Situation d'activité,Au chômage,2018,total_causes,2.4730134625316222,31.188553032827702,0.9612988952215228,3.9847280298417207,4,Total number of causes supported,Average number of causes supported,47,SK,...
230,Situation d'activité,Pas dans la population active,2018,total_causes,2.6411110713814585,4.682230224231037,2.3987362395118303,2.8834859032510867,254,Total number of causes supported,Average number of causes supported,47,SK,
231,Situation d'activité,Unable to determine,2018,total_causes,3.1113545493713732,7.492671434457018,2.65444074127506,3.568268357467685,93,Total number of causes supported,Average number of causes supported,47,SK,
232,Situation d'activité,Employé.e,2018,total_causes,2.4664134895116474,3.025141972757859,2.320175657717264,2.6126513213060307,601,Total number of causes supported,Average number of causes supported,48,AB,
233,Situation d'activité,Au chômage,2018,total_causes,2.011378599604408,13.005065107051164,1.4986890715693284,2.5240681276394867,28,Total number of causes supported,Average number of causes supported,48,AB,
234,Situation d'activité,Pas dans la population active,2018,total_causes,2.4675511883287427,3.8266834134253145,2.282480859900499,2.6526215167569864,295,Total number of causes supported,Average number of causes supported,48,AB,
235,Situation d'activité,Unable to determine,2018,total_causes,2.5093858113041505,7.741947097635733,2.128613177125209,2.890158445483092,89,Total number of causes supported,Average number of causes supported,48,AB,
236,Situation d'activité,Employé.e,2018,total_causes,2.4516109291801182,2.721494743095662,2.3208412255330257,2.5823806328272108,845,Total number of causes supported,Average number of causes supported,59,BC,
237,Situation d'activité,Au chômage,2018,total_causes,1.822776444114005,16.671768133474526,1.2271648266039719,2.418388061624038,26,Total number of causes supported,Average number of causes supported,59,BC,*
238,Situation d'activité,Pas dans la population active,2018,total_causes,2.3425601972462053,3.1802484577768926,2.196544380661384,2.488576013831026,548,Total number of causes supported,Average number of causes supported,59,BC,
239,Situation d'activité,Unable to determine,2018,total_causes,2.301364368725383,5.874885082721704,2.0363723145912918,2.566356422859475,113,Total number of causes supported,Average number of causes supported,59,BC,
240,Personal income category,Moins de 25 000 $,2018,total_causes,2.806872236923861,4.891750334221828,2.5377590252525755,3.0759854485951466,234,Total number of causes supported,Average number of causes supported,10,NL,
241,Personal income category,25 000 $ à 49 999 $,2018,total_causes,3.1662678678020417,4.0820254226301875,2.912946718471132,3.419589017132952,274,Total number of causes supported,Average number of causes supported,10,NL,
242,Personal income category,"$50,000 to $74,999",2018,total_causes,3.324329979001768,4.925239733041333,3.0034226827299286,3.645237275273608,182,Total number of causes supported,Average number of causes supported,10,NL,
243,Personal income category,75 000 $ à 99 999 $,2018,total_causes,3.591582422482149,4.895816902936372,3.2469476486707256,3.9362171962935726,116,Total number of causes supported,Average number of causes supported,10,NL,
244,Personal income category,100 000 $ à 124 999 $,2018,total_causes,2.878290205494857,9.004760763262261,2.370300571823755,3.386279839165959,39,Total number of causes supported,Average number of causes supported,10,NL,
245,Personal income category,125 000 $ et plus,2018,total_causes,3.3364802606739787,6.591987495313699,2.9054050732554737,3.7675554480924838,52,Total number of causes supported,Average number of causes supported,10,NL,
246,Personal income category,Moins de 25 000 $,2018,total_causes,2.6580542784119627,5.0902715594297865,2.3928668766845487,2.9232416801393764,172,Total number of causes supported,Average number of causes supported,11,PE,
247,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.9931076958779546,5.216379217379497,2.6870948973471998,3.299120494408709,210,Total number of causes supported,Average number of causes supported,11,PE,
248,Personal income category,"$50,000 to $74,999",2018,total_causes,3.2805318454969266,6.180472318941412,2.8831445169715297,3.6779191740223225,124,Total number of causes supported,Average number of causes supported,11,PE,
249,Personal income category,75 000 $ à 99 999 $,2018,total_causes,3.185715356588927,9.323595376649292,2.603560563004181,3.7678701501736738,69,Total number of causes supported,Average number of causes supported,11,PE,
250,Personal income category,100 000 $ à 124 999 $,2018,total_causes,2.8494896104582765,16.918094620244513,1.9046314497246617,3.7943477711918914,14,Total number of causes supported,Average number of causes supported,11,PE,...
251,Personal income category,125 000 $ et plus,2018,total_causes,3.8782646817792408,21.193055759574264,2.267325602540632,5.4892037610178495,9,Total number of causes supported,Average number of causes supported,11,PE,...
252,Personal income category,Moins de 25 000 $,2018,total_causes,2.535004218491483,4.6985526284896,2.3015558338522606,2.7684526031307053,240,Total number of causes supported,Average number of causes supported,12,NS,
253,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.8370458569279053,4.222713415488235,2.6022415522234543,3.0718501616323564,283,Total number of causes supported,Average number of causes supported,12,NS,
254,Personal income category,"$50,000 to $74,999",2018,total_causes,3.009876384000511,5.13763117411072,2.706794712382738,3.3129580556182843,174,Total number of causes supported,Average number of causes supported,12,NS,
255,Personal income category,75 000 $ à 99 999 $,2018,total_causes,3.1589177972983813,6.441461897497562,2.760103372620646,3.5577322219761167,105,Total number of causes supported,Average number of causes supported,12,NS,
256,Personal income category,100 000 $ à 124 999 $,2018,total_causes,3.716239904836967,8.450479279558918,3.100732652186585,4.3317471574873485,27,Total number of causes supported,Average number of causes supported,12,NS,
257,Personal income category,125 000 $ et plus,2018,total_causes,3.383567337261705,7.637318046446812,2.8770855983832857,3.8900490761401234,51,Total number of causes supported,Average number of causes supported,12,NS,
258,Personal income category,Moins de 25 000 $,2018,total_causes,2.4169284922802188,4.364744179024884,2.210166510121106,2.623690474439332,246,Total number of causes supported,Average number of causes supported,13,NB,
259,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.557061516555975,4.149840633043745,2.3490819417608018,2.7650410913511467,278,Total number of causes supported,Average number of causes supported,13,NB,
260,Personal income category,"$50,000 to $74,999",2018,total_causes,2.892506251825279,5.547320608534689,2.5780171037384747,3.206995399912083,156,Total number of causes supported,Average number of causes supported,13,NB,
261,Personal income category,75 000 $ à 99 999 $,2018,total_causes,2.9864423225558365,6.86050319434703,2.5848751585472023,3.3880094865644708,98,Total number of causes supported,Average number of causes supported,13,NB,
262,Personal income category,100 000 $ à 124 999 $,2018,total_causes,3.2841685093806787,11.31147560809526,2.5560655657489884,4.012271453012369,31,Total number of causes supported,Average number of causes supported,13,NB,
263,Personal income category,125 000 $ et plus,2018,total_causes,3.0474746767936955,17.688814651318012,1.9909322830020408,4.104017070585351,28,Total number of causes supported,Average number of causes supported,13,NB,*
264,Personal income category,Moins de 25 000 $,2018,total_causes,2.228164597012353,3.4996893219101692,2.075328882042688,2.3810003119820182,393,Total number of causes supported,Average number of causes supported,24,QC,
265,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.5216582842846758,2.913671715523936,2.3776541558278703,2.665662412741481,505,Total number of causes supported,Average number of causes supported,24,QC,
266,Personal income category,"$50,000 to $74,999",2018,total_causes,2.4780638258233454,3.9482127861263177,2.2863024532220413,2.66982519842465,327,Total number of causes supported,Average number of causes supported,24,QC,
267,Personal income category,75 000 $ à 99 999 $,2018,total_causes,2.6170896211744608,6.410478352234958,2.2882704547118404,2.945908787637081,150,Total number of causes supported,Average number of causes supported,24,QC,
268,Personal income category,100 000 $ à 124 999 $,2018,total_causes,2.669056059266143,7.733421520234161,2.264501156072197,3.0736109624600885,64,Total number of causes supported,Average number of causes supported,24,QC,
269,Personal income category,125 000 $ et plus,2018,total_causes,2.9744888558792746,6.370962359110916,2.6030686927846687,3.3459090189738796,70,Total number of causes supported,Average number of causes supported,24,QC,
270,Personal income category,Moins de 25 000 $,2018,total_causes,2.3034779977491873,2.596100086213895,2.186270986695545,2.4206850088028284,800,Total number of causes supported,Average number of causes supported,35,ON,
271,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.50571122168006,2.8026989833564446,2.368067766803004,2.6433546765571156,873,Total number of causes supported,Average number of causes supported,35,ON,
272,Personal income category,"$50,000 to $74,999",2018,total_causes,2.5408257437013297,2.9783079005783164,2.3925081859467534,2.689143301455906,699,Total number of causes supported,Average number of causes supported,35,ON,
273,Personal income category,75 000 $ à 99 999 $,2018,total_causes,2.8424017571037097,3.1489056894626986,2.6669760613834885,3.017827452823931,433,Total number of causes supported,Average number of causes supported,35,ON,
274,Personal income category,100 000 $ à 124 999 $,2018,total_causes,2.901820345983812,4.352242432774096,2.6542881519448187,3.149352540022806,224,Total number of causes supported,Average number of causes supported,35,ON,
275,Personal income category,125 000 $ et plus,2018,total_causes,3.1717415579851767,3.9951045306985535,2.9233859159194138,3.420097200050938,260,Total number of causes supported,Average number of causes supported,35,ON,
276,Personal income category,Moins de 25 000 $,2018,total_causes,2.245661153139325,4.9279806043993135,2.028760276525288,2.462562029753362,204,Total number of causes supported,Average number of causes supported,46,MB,
277,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.341009301950371,4.131274718078419,2.151454275271367,2.5305643286293757,305,Total number of causes supported,Average number of causes supported,46,MB,
278,Personal income category,"$50,000 to $74,999",2018,total_causes,2.8087484915599363,5.005464334524816,2.5331953831825964,3.0843015999372763,190,Total number of causes supported,Average number of causes supported,46,MB,
279,Personal income category,75 000 $ à 99 999 $,2018,total_causes,3.073156364064095,7.184033353283775,2.640442222175966,3.5058705059522235,86,Total number of causes supported,Average number of causes supported,46,MB,
280,Personal income category,100 000 $ à 124 999 $,2018,total_causes,2.5881763361284875,11.486226162567169,2.0055108195314517,3.1708418527255233,37,Total number of causes supported,Average number of causes supported,46,MB,
281,Personal income category,125 000 $ et plus,2018,total_causes,2.5094360217351377,9.071141017546047,2.0632806387533282,2.9555914047169467,28,Total number of causes supported,Average number of causes supported,46,MB,
282,Personal income category,Moins de 25 000 $,2018,total_causes,2.483772791814764,5.33174459896345,2.2242178547961897,2.743327728833337,175,Total number of causes supported,Average number of causes supported,47,SK,
283,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.7342384523501204,5.620369323811509,2.4330423605378293,3.0354345441624124,212,Total number of causes supported,Average number of causes supported,47,SK,
284,Personal income category,"$50,000 to $74,999",2018,total_causes,2.578136086455704,5.399990300452736,2.3052716672374567,2.8510005056739507,143,Total number of causes supported,Average number of causes supported,47,SK,
285,Personal income category,75 000 $ à 99 999 $,2018,total_causes,3.1271846435725514,5.549336477745756,2.7870564172449925,3.4673128699001112,126,Total number of causes supported,Average number of causes supported,47,SK,
286,Personal income category,100 000 $ à 124 999 $,2018,total_causes,3.2392327038971835,9.723626199732415,2.6219011231800553,3.856564284614312,34,Total number of causes supported,Average number of causes supported,47,SK,
287,Personal income category,125 000 $ et plus,2018,total_causes,3.0685161108207835,7.6512065777273355,2.608358693717585,3.5286735279239823,59,Total number of causes supported,Average number of causes supported,47,SK,
288,Personal income category,Moins de 25 000 $,2018,total_causes,2.2631669747669285,4.4422039396543065,2.0661229902353755,2.460210959298481,220,Total number of causes supported,Average number of causes supported,48,AB,
289,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.3800259953154925,4.344546539937949,2.1773630987851633,2.5826888918458217,250,Total number of causes supported,Average number of causes supported,48,AB,
290,Personal income category,"$50,000 to $74,999",2018,total_causes,2.6300275384731298,4.772690600408637,2.3840068280954294,2.8760482488508305,221,Total number of causes supported,Average number of causes supported,48,AB,
291,Personal income category,75 000 $ à 99 999 $,2018,total_causes,2.6105777656232148,6.908134035942871,2.2571135268538196,2.964042004392609,113,Total number of causes supported,Average number of causes supported,48,AB,
292,Personal income category,100 000 $ à 124 999 $,2018,total_causes,2.7426284195435744,7.2015266570372205,2.3555137441929457,3.1297430948942018,93,Total number of causes supported,Average number of causes supported,48,AB,
293,Personal income category,125 000 $ et plus,2018,total_causes,2.5681261809171256,7.5549602021580355,2.187852183286871,2.9484001785473803,116,Total number of causes supported,Average number of causes supported,48,AB,
294,Personal income category,Moins de 25 000 $,2018,total_causes,2.1257551843086406,3.891640702359152,1.9636137259400082,2.2878966426772727,362,Total number of causes supported,Average number of causes supported,59,BC,
295,Personal income category,25 000 $ à 49 999 $,2018,total_causes,2.292881383569896,3.7905127297462005,2.1225370707286286,2.4632256964111634,435,Total number of causes supported,Average number of causes supported,59,BC,
296,Personal income category,"$50,000 to $74,999",2018,total_causes,2.5677530175598298,4.235879980157764,2.3545737402700584,2.7809322948496007,354,Total number of causes supported,Average number of causes supported,59,BC,
297,Personal income category,75 000 $ à 99 999 $,2018,total_causes,2.5948166559585877,5.231759688093323,2.3287425845206404,2.860890727396536,182,Total number of causes supported,Average number of causes supported,59,BC,
298,Personal income category,100 000 $ à 124 999 $,2018,total_causes,2.8518060114431463,7.372114149478415,2.43974633008448,3.2638656928018115,80,Total number of causes supported,Average number of causes supported,59,BC,
299,Personal income category,125 000 $ et plus,2018,total_causes,3.0291025278073938,6.029515225655416,2.6711343173730087,3.38707073824178,119,Total number of causes supported,Average number of causes supported,59,BC,
300,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,3.3827173465742204,5.028703076407915,3.049314122953479,3.716120570194962,144,Total number of causes supported,Average number of causes supported,10,NL,
301,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,3.5572008859460205,6.132837536079612,3.1296203346959377,3.9847814371961032,87,Total number of causes supported,Average number of causes supported,10,NL,
302,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,3.5706094265695345,4.808273880127089,3.2341136362508323,3.9071052168882368,105,Total number of causes supported,Average number of causes supported,10,NL,
303,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,3.2427116787612595,5.3736562620609005,2.901183683328424,3.5842396741940954,156,Total number of causes supported,Average number of causes supported,10,NL,
304,Frequency of religious attendance,Pas du tout,2018,total_causes,2.559471902919937,4.118434097916752,2.3528717787056124,2.766072027134262,295,Total number of causes supported,Average number of causes supported,10,NL,
305,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,3.8628323504967548,4.856273111883169,3.495163316588853,4.230501384404657,154,Total number of causes supported,Average number of causes supported,11,PE,
306,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,3.618340340073237,6.955681040726717,3.1250561869259244,4.11162449322055,59,Total number of causes supported,Average number of causes supported,11,PE,
307,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,2.959666398588914,7.336767969800137,2.5340722606893413,3.3852605364884862,64,Total number of causes supported,Average number of causes supported,11,PE,
308,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,3.162243115830416,8.242485186001621,2.651383559246495,3.6731026724143363,71,Total number of causes supported,Average number of causes supported,11,PE,
309,Frequency of religious attendance,Pas du tout,2018,total_causes,2.270975647858628,5.713577022557391,2.016662593110866,2.5252887026063893,208,Total number of causes supported,Average number of causes supported,11,PE,
310,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,3.346276178366008,5.3305798606742245,2.996665791525781,3.695886565206234,154,Total number of causes supported,Average number of causes supported,12,NS,
311,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,3.223454182828904,7.796134472734545,2.73090578107744,3.7160025845803686,74,Total number of causes supported,Average number of causes supported,12,NS,
312,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,3.548252219910628,6.790483704441389,3.0760116595815963,4.02049278023966,73,Total number of causes supported,Average number of causes supported,12,NS,
313,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,2.6257880308515986,6.5980192815434995,2.286224269416677,2.96535179228652,119,Total number of causes supported,Average number of causes supported,12,NS,
314,Frequency of religious attendance,Pas du tout,2018,total_causes,2.5333324033972158,3.6472215049445667,2.3522390924419208,2.714425714352511,386,Total number of causes supported,Average number of causes supported,12,NS,
315,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,3.05312768987998,4.9237209751668845,2.7584912266017323,3.3477641531582276,178,Total number of causes supported,Average number of causes supported,13,NB,
316,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,3.1879227322632064,7.898317655623387,2.6944189632178523,3.681426501308561,74,Total number of causes supported,Average number of causes supported,13,NB,
317,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,3.2552106424703466,6.5242783585150415,2.8389554445951277,3.6714658403455664,70,Total number of causes supported,Average number of causes supported,13,NB,
318,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,2.4284280432190934,6.012332849331878,2.142263154811592,2.7145929316265938,124,Total number of causes supported,Average number of causes supported,13,NB,
319,Frequency of religious attendance,Pas du tout,2018,total_causes,2.2728159707159885,3.7567997999855485,2.1054641600511688,2.4401677813808083,335,Total number of causes supported,Average number of causes supported,13,NB,
320,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,2.78659686006106,6.622056379081968,2.424924676337725,3.1482690437843948,141,Total number of causes supported,Average number of causes supported,24,QC,
321,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,2.962311048341617,6.204414257007933,2.6020813316891807,3.3225407649940544,90,Total number of causes supported,Average number of causes supported,24,QC,
322,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,2.6171702018473524,5.973129540152133,2.3107749778074482,2.9235654258872565,146,Total number of causes supported,Average number of causes supported,24,QC,
323,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,2.6926160387578086,3.8460101616016282,2.4896455269885878,2.8955865505270304,273,Total number of causes supported,Average number of causes supported,24,QC,
324,Frequency of religious attendance,Pas du tout,2018,total_causes,2.2070676010615595,2.594853245371418,2.0948201397364765,2.3193150623866425,747,Total number of causes supported,Average number of causes supported,24,QC,
325,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,2.8779526777837963,3.0571028141637604,2.7055111807814503,3.050394174786143,614,Total number of causes supported,Average number of causes supported,35,ON,
326,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,2.955672208170507,4.6171883181140085,2.6881979774044917,3.2231464389365216,319,Total number of causes supported,Average number of causes supported,35,ON,
327,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,2.604834663139787,4.060673946012023,2.3975217413278727,2.8121475849517013,321,Total number of causes supported,Average number of causes supported,35,ON,
328,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,2.4302524361915623,4.630404173285939,2.2096966889851237,2.6508081833980013,434,Total number of causes supported,Average number of causes supported,35,ON,
329,Frequency of religious attendance,Pas du tout,2018,total_causes,2.2846679738840447,1.9130694097916177,2.1990032711395697,2.3703326766285198,1355,Total number of causes supported,Average number of causes supported,35,ON,
330,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,2.8195357555811538,5.19549263423053,2.532423037340271,3.106648473822037,179,Total number of causes supported,Average number of causes supported,46,MB,
331,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,2.6522120138161887,9.01252422757619,2.1837193720253447,3.120704655607033,81,Total number of causes supported,Average number of causes supported,46,MB,
332,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,2.6720557374734155,8.749741231133767,2.213820151156622,3.1302913237902086,65,Total number of causes supported,Average number of causes supported,46,MB,
333,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,2.3951970043964104,6.851606637662781,2.0735483400755874,2.7168456687172324,104,Total number of causes supported,Average number of causes supported,46,MB,
334,Frequency of religious attendance,Pas du tout,2018,total_causes,2.272490871515695,3.5955578686448284,2.1123447145767487,2.432637028454641,353,Total number of causes supported,Average number of causes supported,46,MB,
335,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,2.786926116763561,6.952917422521986,2.4071386593859234,3.1667135741411983,135,Total number of causes supported,Average number of causes supported,47,SK,
336,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,3.009400699407553,6.3165032899280265,2.636833312943525,3.3819680858715806,76,Total number of causes supported,Average number of causes supported,47,SK,
337,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,2.960775306301611,7.743576005867013,2.5114145865974566,3.4101360260057656,60,Total number of causes supported,Average number of causes supported,47,SK,
338,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,2.9383577007697967,6.318146036369934,2.5744909150433406,3.302224486496253,92,Total number of causes supported,Average number of causes supported,47,SK,
339,Frequency of religious attendance,Pas du tout,2018,total_causes,2.3871187891335,3.888060127846197,2.2052094086870118,2.569028169579988,311,Total number of causes supported,Average number of causes supported,47,SK,
340,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,2.6699805215740446,4.653331065442577,2.4264686514627507,2.9134923916853395,193,Total number of causes supported,Average number of causes supported,48,AB,
341,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,2.8214814093460285,6.72491384219947,2.449593543048107,3.193369275643949,93,Total number of causes supported,Average number of causes supported,48,AB,
342,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,2.211571447519181,12.742498407447377,1.6592350623161756,2.763907832722185,66,Total number of causes supported,Average number of causes supported,48,AB,
343,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,2.3172341618277232,8.679029015162852,1.9230590915218195,2.7114092321336267,108,Total number of causes supported,Average number of causes supported,48,AB,
344,Frequency of religious attendance,Pas du tout,2018,total_causes,2.3319797667015103,2.813567954659201,2.203382932308843,2.4605766010941776,462,Total number of causes supported,Average number of causes supported,48,AB,
345,Frequency of religious attendance,Au moins 1 fois par semaine,2018,total_causes,2.6792921513180183,4.383849685278117,2.4490823460902007,2.9095019565458364,243,Total number of causes supported,Average number of causes supported,59,BC,
346,Frequency of religious attendance,Au moins 1 fois par mois,2018,total_causes,2.5120220388413608,6.333287744930968,2.200204344155587,2.8238397335271346,87,Total number of causes supported,Average number of causes supported,59,BC,
347,Frequency of religious attendance,Au moins 3 fois par mois,2018,total_causes,2.7288934305021018,7.970915820704452,2.30256638006882,3.1552204809353848,99,Total number of causes supported,Average number of causes supported,59,BC,
348,Frequency of religious attendance,1 ou 2 fois par an,2018,total_causes,2.7282496905886338,5.331875654740816,2.443139842781309,3.0133595383959584,158,Total number of causes supported,Average number of causes supported,59,BC,
349,Frequency of religious attendance,Pas du tout,2018,total_causes,2.1950167943511047,2.973374203781712,2.06709766119984,2.3229359275023698,825,Total number of causes supported,Average number of causes supported,59,BC,
350,Statut d'immigration,Né.e au Canada,2018,total_causes,3.1050719798925983,2.313992018912013,2.9642463767631244,3.2458975830220718,766,Total number of causes supported,Average number of causes supported,10,NL,
351,Statut d'immigration,Naturalisé.e,2018,total_causes,2.8071007372776657,20.36762295963763,1.6865115279845155,3.927689946570817,9,Total number of causes supported,Average number of causes supported,10,NL,...
352,Statut d'immigration,Non canadien.ne,2018,total_causes,1.398490140098591,76.65807188313099,-0.7027001800022628,3.4996804601994445,3,Total number of causes supported,Average number of causes supported,10,NL,...
353,Statut d'immigration,Unknown,2018,total_causes,3.15873797280498,7.848379059551751,2.6728438313645952,3.6446321142453653,119,Total number of causes supported,Average number of causes supported,10,NL,
354,Statut d'immigration,Né.e au Canada,2018,total_causes,3.011220818783793,3.056003782403608,2.8308590096828867,3.1915826278846984,523,Total number of causes supported,Average number of causes supported,11,PE,
355,Statut d'immigration,Naturalisé.e,2018,total_causes,3.7538151681844014,18.163189946046774,2.4174870687051766,5.090143267663626,15,Total number of causes supported,Average number of causes supported,11,PE,*
356,Statut d'immigration,Non canadien.ne,2018,total_causes,1.918889060101392,42.9300273828854,0.3043107149630515,3.5334674052397315,7,Total number of causes supported,Average number of causes supported,11,PE,...
357,Statut d'immigration,Unknown,2018,total_causes,2.3472692053088378,8.216634251342484,1.9692577615160056,2.72528064910167,53,Total number of causes supported,Average number of causes supported,11,PE,
358,Statut d'immigration,Né.e au Canada,2018,total_causes,2.7867655274164806,2.619131700959158,2.6437095998054905,2.9298214550274717,743,Total number of causes supported,Average number of causes supported,12,NS,
359,Statut d'immigration,Naturalisé.e,2018,total_causes,3.1521566541363963,8.039871038468268,2.6554442948610752,3.648869013411718,54,Total number of causes supported,Average number of causes supported,12,NS,
360,Statut d'immigration,Non canadien.ne,2018,total_causes,2.514167888101341,21.69594043348049,1.4450616934352245,3.5832740827674567,7,Total number of causes supported,Average number of causes supported,12,NS,...
361,Statut d'immigration,Unknown,2018,total_causes,2.995483254385696,7.451570961852782,2.557998595128796,3.4329679136425955,76,Total number of causes supported,Average number of causes supported,12,NS,
362,Statut d'immigration,Né.e au Canada,2018,total_causes,2.6343905729875985,2.447165449970512,2.5080358188264342,2.7607453271487628,750,Total number of causes supported,Average number of causes supported,13,NB,
363,Statut d'immigration,Naturalisé.e,2018,total_causes,1.853431165826487,27.641435984056727,0.8493122382339111,2.857550093419063,12,Total number of causes supported,Average number of causes supported,13,NB,...
364,Statut d'immigration,Non canadien.ne,2018,total_causes,1.0,0.0,1.0,1.0,5,Total number of causes supported,Average number of causes supported,13,NB,...
365,Statut d'immigration,Unknown,2018,total_causes,2.9973819248889146,7.816764942272589,2.538165696248101,3.4565981535297285,70,Total number of causes supported,Average number of causes supported,13,NB,
366,Statut d'immigration,Né.e au Canada,2018,total_causes,2.4962148139141367,1.9429012897740048,2.4011585405900293,2.591271087238244,1221,Total number of causes supported,Average number of causes supported,24,QC,
367,Statut d'immigration,Naturalisé.e,2018,total_causes,2.2769535390458504,6.07869752190625,2.0056766519421525,2.5482304261495483,148,Total number of causes supported,Average number of causes supported,24,QC,
368,Statut d'immigration,Non canadien.ne,2018,total_causes,1.760411712044931,11.856158602406325,1.3513335080057027,2.1694899160841588,32,Total number of causes supported,Average number of causes supported,24,QC,
369,Statut d'immigration,Unknown,2018,total_causes,2.360566202479582,7.073857333040728,2.033285369038056,2.687847035921108,108,Total number of causes supported,Average number of causes supported,24,QC,
370,Statut d'immigration,Né.e au Canada,2018,total_causes,2.5944303607591044,1.5934749925731642,2.5134023156589,2.6754584058593087,2190,Total number of causes supported,Average number of causes supported,35,ON,
371,Statut d'immigration,Naturalisé.e,2018,total_causes,2.363451033188821,2.4653924802643856,2.2492471774179745,2.4776548889596675,804,Total number of causes supported,Average number of causes supported,35,ON,
372,Statut d'immigration,Non canadien.ne,2018,total_causes,2.4703317561961424,11.926324249700075,1.8928876074998249,3.04777590489246,75,Total number of causes supported,Average number of causes supported,35,ON,
373,Statut d'immigration,Unknown,2018,total_causes,2.5916410125737794,4.483162430900308,2.363917743728932,2.8193642814186264,220,Total number of causes supported,Average number of causes supported,35,ON,
374,Statut d'immigration,Né.e au Canada,2018,total_causes,2.476174422407684,2.6677723066726906,2.3467017583504126,2.605647086464954,651,Total number of causes supported,Average number of causes supported,46,MB,
375,Statut d'immigration,Naturalisé.e,2018,total_causes,2.2789160712095393,6.776942300851682,1.9762176120947808,2.581614530324297,115,Total number of causes supported,Average number of causes supported,46,MB,
376,Statut d'immigration,Non canadien.ne,2018,total_causes,3.952407388603887,15.673631207841446,2.7382376141427387,5.1665771630650354,13,Total number of causes supported,Average number of causes supported,46,MB,...
377,Statut d'immigration,Unknown,2018,total_causes,2.6413880895239146,8.128198290238306,2.2205891893433054,3.062186989704524,71,Total number of causes supported,Average number of causes supported,46,MB,
378,Statut d'immigration,Né.e au Canada,2018,total_causes,2.7118942017917704,2.6887303459773393,2.5689824040632696,2.8548059995202717,610,Total number of causes supported,Average number of causes supported,47,SK,
379,Statut d'immigration,Naturalisé.e,2018,total_causes,2.477499063708773,8.712821234139799,2.0544211115913518,2.900577015826194,46,Total number of causes supported,Average number of causes supported,47,SK,
380,Statut d'immigration,Non canadien.ne,2018,total_causes,1.929641474766626,27.473192213784266,0.8905977094473898,2.9686852400858617,11,Total number of causes supported,Average number of causes supported,47,SK,...
381,Statut d'immigration,Unknown,2018,total_causes,3.1401012485976234,8.738339149474394,2.602301445367695,3.677901051827552,82,Total number of causes supported,Average number of causes supported,47,SK,
