,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
81,82,Compassion envers les personnes dans le besoin,Report motivation,2013,gs1datot,725.701887710944,8.80130658261442,600.516541957328,850.88723346456,1287,Total donation amount,Average Amount Donated by Donors Reporting Motivations,BC,
82,83,Compassion envers les personnes dans le besoin,Do not report motivation,2013,gs1datot,239.563695171981,14.8475792821014,169.848933459915,309.278456884046,186,Total donation amount,Average Amount Donated by Donors Reporting Motivations,ON,
83,84,Compassion envers les personnes dans le besoin,Report motivation,2013,gs1datot,566.028841478349,5.29834504173468,507.249205915571,624.808477041127,2342,Total donation amount,Average Amount Donated by Donors Reporting Motivations,ON,
84,85,Compassion envers les personnes dans le besoin,Do not report motivation,2013,gs1datot,225.39095233507,13.2565432555964,166.829092225387,283.952812444752,153,Total donation amount,Average Amount Donated by Donors Reporting Motivations,PR,
85,86,Compassion envers les personnes dans le besoin,Report motivation,2013,gs1datot,728.241532036804,8.76948087375002,603.072348433513,853.410715640095,1670,Total donation amount,Average Amount Donated by Donors Reporting Motivations,PR,
86,87,Compassion envers les personnes dans le besoin,Do not report motivation,2013,gs1datot,135.463843186781,16.8063681345066,90.8422208713914,180.08546550217,184,Total donation amount,Average Amount Donated by Donors Reporting Motivations,QC,*
87,88,Compassion envers les personnes dans le besoin,Report motivation,2013,gs1datot,282.972564857326,10.3921380744082,225.336100641114,340.609029073538,1886,Total donation amount,Average Amount Donated by Donors Reporting Motivations,QC,
88,89,Contribution à la communauté,Do not report motivation,2013,gs1datot,654.835161969744,43.4569633331702,97.0853175317498,1212.58500640774,163,Total donation amount,Average Amount Donated by Donors Reporting Motivations,AB,...
89,90,Contribution à la communauté,Report motivation,2013,gs1datot,925.506758841745,8.60559527031123,769.404710210249,1081.60880747324,687,Total donation amount,Average Amount Donated by Donors Reporting Motivations,AB,
90,91,Contribution à la communauté,Do not report motivation,2013,gs1datot,268.891499753671,11.9314217130636,206.010800801567,331.772198705776,592,Total donation amount,Average Amount Donated by Donors Reporting Motivations,AT,
91,92,Contribution à la communauté,Report motivation,2013,gs1datot,410.605715460862,4.1473981490004,377.228599252756,443.982831668969,2740,Total donation amount,Average Amount Donated by Donors Reporting Motivations,AT,
92,93,Contribution à la communauté,Do not report motivation,2013,gs1datot,458.233027961717,18.7741973366779,289.618163410876,626.847892512559,265,Total donation amount,Average Amount Donated by Donors Reporting Motivations,BC,*
93,94,Contribution à la communauté,Report motivation,2013,gs1datot,725.19524031238,9.55677651894413,589.359371026579,861.031109598181,1138,Total donation amount,Average Amount Donated by Donors Reporting Motivations,BC,
94,95,Contribution à la communauté,Do not report motivation,2013,gs1datot,371.779135018072,11.8370904524961,285.52536828903,458.032901747113,434,Total donation amount,Average Amount Donated by Donors Reporting Motivations,ON,
95,96,Contribution à la communauté,Report motivation,2013,gs1datot,573.906356130965,5.6885336983622,509.919693250033,637.893019011896,2089,Total donation amount,Average Amount Donated by Donors Reporting Motivations,ON,
96,97,Contribution à la communauté,Do not report motivation,2013,gs1datot,424.902143002622,12.8126796099885,318.199057264644,531.605228740599,298,Total donation amount,Average Amount Donated by Donors Reporting Motivations,PR,
97,98,Contribution à la communauté,Report motivation,2013,gs1datot,740.707862695016,9.4871968831098,602.976463593702,878.43926179633,1518,Total donation amount,Average Amount Donated by Donors Reporting Motivations,PR,
98,99,Contribution à la communauté,Do not report motivation,2013,gs1datot,204.883650777634,31.9288811853089,76.6685742502141,333.098727305055,368,Total donation amount,Average Amount Donated by Donors Reporting Motivations,QC,*
99,100,Contribution à la communauté,Report motivation,2013,gs1datot,286.09635863824,10.4272394134173,227.626806603897,344.565910672584,1698,Total donation amount,Average Amount Donated by Donors Reporting Motivations,QC,
100,101,Sollicitation par une connaissance,Do not report motivation,2013,gs1datot,817.596194799817,11.6421664331793,631.035239854264,1004.15714974537,452,Total donation amount,Average Amount Donated by Donors Reporting Motivations,AB,
101,102,Sollicitation par une connaissance,Report motivation,2013,gs1datot,926.936991071761,16.3633141414526,629.654334795606,1224.21964734792,395,Total donation amount,Average Amount Donated by Donors Reporting Motivations,AB,
102,103,Sollicitation par une connaissance,Do not report motivation,2013,gs1datot,383.890724142568,6.23591581243687,336.970945676552,430.810502608584,1756,Total donation amount,Average Amount Donated by Donors Reporting Motivations,AT,
103,104,Sollicitation par une connaissance,Report motivation,2013,gs1datot,386.283801016894,4.97533015804717,348.615460076834,423.952141956954,1578,Total donation amount,Average Amount Donated by Donors Reporting Motivations,AT,
104,105,Sollicitation par une connaissance,Do not report motivation,2013,gs1datot,677.161159926965,12.9960593670001,504.67596738652,849.646352467409,820,Total donation amount,Average Amount Donated by Donors Reporting Motivations,BC,
105,106,Sollicitation par une connaissance,Report motivation,2013,gs1datot,680.458960394823,10.3801269815876,542.021796129663,818.896124659983,576,Total donation amount,Average Amount Donated by Donors Reporting Motivations,BC,
106,107,Sollicitation par une connaissance,Do not report motivation,2013,gs1datot,475.250444120473,6.84952852361173,411.44888364256,539.052004598385,1286,Total donation amount,Average Amount Donated by Donors Reporting Motivations,ON,
107,108,Sollicitation par une connaissance,Report motivation,2013,gs1datot,608.309628968217,7.80767569887204,515.221447090129,701.397810846305,1236,Total donation amount,Average Amount Donated by Donors Reporting Motivations,ON,
108,109,Sollicitation par une connaissance,Do not report motivation,2013,gs1datot,707.611596142318,13.4480440202204,521.101582245417,894.12161003922,993,Total donation amount,Average Amount Donated by Donors Reporting Motivations,PR,
109,110,Sollicitation par une connaissance,Report motivation,2013,gs1datot,666.06144575965,10.602265671156,527.65348522048,804.46940629882,825,Total donation amount,Average Amount Donated by Donors Reporting Motivations,PR,
110,111,Sollicitation par une connaissance,Do not report motivation,2013,gs1datot,219.167152759759,11.2582032755833,170.806445616267,267.52785990325,1265,Total donation amount,Average Amount Donated by Donors Reporting Motivations,QC,
111,112,Sollicitation par une connaissance,Report motivation,2013,gs1datot,353.83634604818,17.1555881129093,234.861228285345,472.811463811016,804,Total donation amount,Average Amount Donated by Donors Reporting Motivations,QC,*
