refDate,geo,valNormP_TotNPOs,valNormP_BusNPOs,valNormP_CommNPOs,valNormP_GovNPOs,valNorm_TotNPOs,valNorm_BusNPOs,valNorm_CommNPOs,valNorm_GovNPOs,label_TotNPOs,label_BusNPOs,label_CommNPOs,label_GovNPOs
2017-01-01,NB,1.439499709133217,1.6660649819494584,1.4,1.3948191156766414,4949000000,923000000,903000000,3123000000,$4.9B,$923.0M,$903.0M,$3.1B
2017-01-01,NL,1.44596698847711,1.766016713091922,1.6137724550898203,1.3780778395552025,4643000000,634000000,539000000,3470000000,$4.6B,$634.0M,$539.0M,$3.5B
2017-01-01,NS,1.4357142857142857,1.8622540250447228,1.4307692307692308,1.3709273182957393,7638000000,1041000000,1674000000,4923000000,$7.6B,$1.0B,$1.7B,$4.9B
2017-01-01,NT,1.4382284382284383,1.3932584269662922,1.4285714285714286,1.45703125,617000000,124000000,120000000,373000000,$617.0M,$124.0M,$120.0M,$373.0M
2017-01-01,NU,1.5616438356164384,1.5555555555555556,1.696969696969697,1.3142857142857143,228000000,70000000,112000000,46000000,$228.0M,$70.0M,$112.0M,$46.0M
2017-01-01,ON,1.4784865026546026,1.5484376632877,1.4180882437980686,1.4878634102442316,98859000000,14817000000,24523000000,59519000000,$98.9B,$14.8B,$24.5B,$59.5B
2017-01-01,PE,1.525982256020279,1.3636363636363635,1.4736842105263157,1.5604770017035776,1204000000,120000000,168000000,916000000,$1.2B,$120.0M,$168.0M,$916.0M
2017-01-01,QC,1.441064076329479,1.6182022051952907,1.4524836929252383,1.3990097048920578,58451000000,8659000000,14474000000,35318000000,$58.5B,$8.7B,$14.5B,$35.3B
2017-01-01,SK,1.4784401305617592,1.4188562596599692,1.7575452716297786,1.4212918660287082,8606000000,918000000,1747000000,5941000000,$8.6B,$918.0M,$1.7B,$5.9B
2017-01-01,YT,1.5423728813559323,1.4583333333333333,1.728813559322034,1.446808510638298,273000000,35000000,102000000,136000000,$273.0M,$35.0M,$102.0M,$136.0M
2018-01-01,AB,1.4910009063835297,1.7946977044940187,1.4092685650474595,1.4568824809575627,34545000000,5551000000,7572000000,21422000000,$34.5B,$5.6B,$7.6B,$21.4B
2018-01-01,BC,1.6319854251653532,1.934833204034135,1.5971290082028338,1.5705456361593209,41206000000,7482000000,8567000000,25157000000,$41.2B,$7.5B,$8.6B,$25.2B
2018-01-01,CA,1.5604240671898664,1.771660145332588,1.545027133233533,1.5197096073898944,283334000000,44373000000,66053000000,172908000000,$283.3B,$44.4B,$66.1B,$172.9B
2018-01-01,MB,1.5362341524495227,1.6097256857855362,1.771272443403591,1.452624245239201,9815000000,1291000000,2269000000,6255000000,$9.8B,$1.3B,$2.3B,$6.3B
