geoAbb,busGroup,busChar,item2,valNorm,status
ON,Emploi,20 < 100 employés,Réduction du personnel,0.052000000000000005,A
SK,Emploi,20 < 100 employés,Réduction du personnel,0.16699999999999998,D
AB,Emploi,20 < 100 employés,Réduction du personnel,0.07200000000000001,B
YT,Emploi,20 < 100 employés,Réduction du personnel,0,A
NT,Emploi,20 < 100 employés,Réduction du personnel,0.133,D
NU,Emploi,20 < 100 employés,Réduction du personnel,0,A
CA,Emploi,>= 100 employés,Réduction du personnel,0.271,C
NL,Emploi,>= 100 employés,Réduction du personnel,0,A
NS,Emploi,>= 100 employés,Réduction du personnel,0.125,E
QC,Emploi,>= 100 employés,Réduction du personnel,0.14800000000000002,D
ON,Emploi,>= 100 employés,Réduction du personnel,0.214,D
MB,Emploi,>= 100 employés,Réduction du personnel,0,A
SK,Emploi,>= 100 employés,Réduction du personnel,0,A
AB,Emploi,>= 100 employés,Réduction du personnel,0.215,E
BC,Emploi,>= 100 employés,Réduction du personnel,0.6509999999999999,E
NT,Emploi,>= 100 employés,Réduction du personnel,0,A
NS,Âge de l'entreprise,<= 2 ans,Réduction du personnel,0,A
ON,Âge de l'entreprise,<= 2 ans,Réduction du personnel,0,A
CA,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0.14800000000000002,C
NL,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0,A
MB,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0,A
SK,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0,A
AB,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0.12300000000000001,D
BC,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0.028999999999999998,B
YT,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0,A
NT,Âge de l'entreprise,De 3 à 10 ans,Réduction du personnel,0,A
CA,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0.10300000000000001,B
NL,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0.24,E
PE,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0.043,B
NB,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0.141,E
QC,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0.139,E
ON,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0.053,B
AB,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0.013000000000000001,A
BC,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0.018000000000000002,A
YT,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0,A
NT,Âge de l'entreprise,De 11 à 20 ans,Réduction du personnel,0,A
CA,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.17600000000000002,B
NL,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.11900000000000001,D
PE,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.128,C
NS,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.179,D
NB,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.15,D
QC,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.085,B
ON,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.161,C
MB,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.273,D
SK,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.158,D
AB,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.223,E
BC,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.262,D
YT,Âge de l'entreprise,> 20 ans,Réduction du personnel,0,A
NT,Âge de l'entreprise,> 20 ans,Réduction du personnel,0.048,B
NU,Âge de l'entreprise,> 20 ans,Réduction du personnel,0,A
CA,Lieu,Milieu urbain,Réduction du personnel,0.19699999999999998,B
NL,Lieu,Milieu urbain,Réduction du personnel,0.18899999999999997,E
PE,Lieu,Milieu urbain,Réduction du personnel,0.17800000000000002,D
NS,Lieu,Milieu urbain,Réduction du personnel,0.303,E
NB,Lieu,Milieu urbain,Réduction du personnel,0.222,E
QC,Lieu,Milieu urbain,Réduction du personnel,0.153,C
ON,Lieu,Milieu urbain,Réduction du personnel,0.16399999999999998,C
MB,Lieu,Milieu urbain,Réduction du personnel,0.344,E
SK,Lieu,Milieu urbain,Réduction du personnel,0.19899999999999998,E
AB,Lieu,Milieu urbain,Réduction du personnel,0.242,E
BC,Lieu,Milieu urbain,Réduction du personnel,0.201,D
YT,Lieu,Milieu urbain,Réduction du personnel,0,A
NT,Lieu,Milieu urbain,Réduction du personnel,0.055999999999999994,B
CA,Lieu,Milieu rural,Réduction du personnel,0.049,A
NL,Lieu,Milieu rural,Réduction du personnel,0.025,A
PE,Lieu,Milieu rural,Réduction du personnel,0.065,C
NS,Lieu,Milieu rural,Réduction du personnel,0.043,A
NB,Lieu,Milieu rural,Réduction du personnel,0.064,B
QC,Lieu,Milieu rural,Réduction du personnel,0,A
ON,Lieu,Milieu rural,Réduction du personnel,0.128,D
MB,Lieu,Milieu rural,Réduction du personnel,0.128,D
SK,Lieu,Milieu rural,Réduction du personnel,0.077,C
AB,Lieu,Milieu rural,Réduction du personnel,0.006,A
BC,Lieu,Milieu rural,Réduction du personnel,0.172,E
YT,Lieu,Milieu rural,Réduction du personnel,0,A
NT,Lieu,Milieu rural,Réduction du personnel,0,A
NU,Lieu,Milieu rural,Réduction du personnel,0.13,E
CA,Emploi,< 5 employés,Annulation de programmes,0.121,B
NL,Emploi,< 5 employés,Annulation de programmes,0,A
PE,Emploi,< 5 employés,Annulation de programmes,0.16699999999999998,D
NS,Emploi,< 5 employés,Annulation de programmes,0.044000000000000004,B
QC,Emploi,< 5 employés,Annulation de programmes,0.075,C
ON,Emploi,< 5 employés,Annulation de programmes,0.055999999999999994,B
MB,Emploi,< 5 employés,Annulation de programmes,0.23800000000000002,E
SK,Emploi,< 5 employés,Annulation de programmes,0.008,A
BC,Emploi,< 5 employés,Annulation de programmes,0.159,E
YT,Emploi,< 5 employés,Annulation de programmes,0,A
NT,Emploi,< 5 employés,Annulation de programmes,0,A
CA,Emploi,5 < 20 employés,Annulation de programmes,0.114,B
NL,Emploi,5 < 20 employés,Annulation de programmes,0.37799999999999995,E
PE,Emploi,5 < 20 employés,Annulation de programmes,0.105,C
NS,Emploi,5 < 20 employés,Annulation de programmes,0.051,B
NB,Emploi,5 < 20 employés,Annulation de programmes,0.114,D
QC,Emploi,5 < 20 employés,Annulation de programmes,0.102,C
ON,Emploi,5 < 20 employés,Annulation de programmes,0.054000000000000006,B
SK,Emploi,5 < 20 employés,Annulation de programmes,0.165,C
AB,Emploi,5 < 20 employés,Annulation de programmes,0.177,E
BC,Emploi,5 < 20 employés,Annulation de programmes,0.049,B
YT,Emploi,5 < 20 employés,Annulation de programmes,0.147,E
NT,Emploi,5 < 20 employés,Annulation de programmes,0,A
NU,Emploi,5 < 20 employés,Annulation de programmes,0.156,E
CA,Emploi,20 < 100 employés,Annulation de programmes,0.106,B
NL,Emploi,20 < 100 employés,Annulation de programmes,0,A
PE,Emploi,20 < 100 employés,Annulation de programmes,0.036000000000000004,A
NS,Emploi,20 < 100 employés,Annulation de programmes,0.179,E
NB,Emploi,20 < 100 employés,Annulation de programmes,0.059000000000000004,B
QC,Emploi,20 < 100 employés,Annulation de programmes,0.006,A
ON,Emploi,20 < 100 employés,Annulation de programmes,0.12300000000000001,C
MB,Emploi,20 < 100 employés,Annulation de programmes,0.111,D
SK,Emploi,20 < 100 employés,Annulation de programmes,0.018000000000000002,A
AB,Emploi,20 < 100 employés,Annulation de programmes,0.14800000000000002,E
BC,Emploi,20 < 100 employés,Annulation de programmes,0.213,E
YT,Emploi,20 < 100 employés,Annulation de programmes,0,A
NT,Emploi,20 < 100 employés,Annulation de programmes,0.217,D
NU,Emploi,20 < 100 employés,Annulation de programmes,0,A
CA,Emploi,>= 100 employés,Annulation de programmes,0.239,C
NL,Emploi,>= 100 employés,Annulation de programmes,0.14800000000000002,D
NS,Emploi,>= 100 employés,Annulation de programmes,0,A
QC,Emploi,>= 100 employés,Annulation de programmes,0.09699999999999999,C
ON,Emploi,>= 100 employés,Annulation de programmes,0.153,D
MB,Emploi,>= 100 employés,Annulation de programmes,0,A
SK,Emploi,>= 100 employés,Annulation de programmes,0.08199999999999999,B
AB,Emploi,>= 100 employés,Annulation de programmes,0.179,E
BC,Emploi,>= 100 employés,Annulation de programmes,0.6890000000000001,E
NT,Emploi,>= 100 employés,Annulation de programmes,0,A
CA,Âge de l'entreprise,<= 2 ans,Annulation de programmes,0.04,A
NS,Âge de l'entreprise,<= 2 ans,Annulation de programmes,0,A
QC,Âge de l'entreprise,<= 2 ans,Annulation de programmes,0,A
CA,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0.125,D
NL,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0,A
QC,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0,A
ON,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0.122,D
MB,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0.005,A
SK,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0,A
AB,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0.163,E
YT,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0,A
NT,Âge de l'entreprise,De 3 à 10 ans,Annulation de programmes,0.174,E
CA,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.128,B
NL,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.13699999999999998,E
PE,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.11,C
NS,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0,A
NB,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.105,D
QC,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.135,E
ON,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.203,E
SK,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.053,B
AB,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.081,D
BC,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0.013000000000000001,A
YT,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0,A
NT,Âge de l'entreprise,De 11 à 20 ans,Annulation de programmes,0,A
CA,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.11800000000000001,B
NL,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.214,E
PE,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.124,C
NS,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.046,B
NB,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.174,E
QC,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.079,B
ON,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.061,A
MB,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.271,E
SK,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.078,B
AB,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.21899999999999997,E
BC,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.111,B
YT,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.055999999999999994,B
NT,Âge de l'entreprise,> 20 ans,Annulation de programmes,0.048,B
NU,Âge de l'entreprise,> 20 ans,Annulation de programmes,0,A
CA,Lieu,Milieu urbain,Annulation de programmes,0.133,B
NL,Lieu,Milieu urbain,Annulation de programmes,0.284,E
PE,Lieu,Milieu urbain,Annulation de programmes,0.1,C
NS,Lieu,Milieu urbain,Annulation de programmes,0.106,C
QC,Lieu,Milieu urbain,Annulation de programmes,0.102,B
ON,Lieu,Milieu urbain,Annulation de programmes,0.068,A
MB,Lieu,Milieu urbain,Annulation de programmes,0.215,D
SK,Lieu,Milieu urbain,Annulation de programmes,0.092,B
AB,Lieu,Milieu urbain,Annulation de programmes,0.252,E
BC,Lieu,Milieu urbain,Annulation de programmes,0.124,C
YT,Lieu,Milieu urbain,Annulation de programmes,0.043,B
NT,Lieu,Milieu urbain,Annulation de programmes,0.055999999999999994,B
CA,Lieu,Milieu rural,Annulation de programmes,0.066,B
NL,Lieu,Milieu rural,Annulation de programmes,0,A
PE,Lieu,Milieu rural,Annulation de programmes,0.129,C
NS,Lieu,Milieu rural,Annulation de programmes,0,A
NB,Lieu,Milieu rural,Annulation de programmes,0.057999999999999996,B
QC,Lieu,Milieu rural,Annulation de programmes,0.009000000000000001,A
ON,Lieu,Milieu rural,Annulation de programmes,0.11199999999999999,D
SK,Lieu,Milieu rural,Annulation de programmes,0.034,A
AB,Lieu,Milieu rural,Annulation de programmes,0.013000000000000001,A
BC,Lieu,Milieu rural,Annulation de programmes,0.071,C
YT,Lieu,Milieu rural,Annulation de programmes,0,A
NT,Lieu,Milieu rural,Annulation de programmes,0.076,B
NU,Lieu,Milieu rural,Annulation de programmes,0.13,E
CA,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.034,A
NL,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0,A
PE,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0,A
NS,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.054000000000000006,C
NB,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.059000000000000004,B
QC,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.067,B
ON,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.01,A
MB,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.14800000000000002,D
SK,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.002,A
AB,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.012,A
BC,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0.038,B
YT,Emploi,< 5 employés,Incapacité d'accepter de nouveaux clients,0,A
CA,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.16,B
PE,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.17,D
QC,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.059000000000000004,B
ON,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.149,C
MB,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.48200000000000004,E
SK,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.079,B
AB,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.127,C
BC,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.149,E
YT,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0,A
NU,Emploi,5 < 20 employés,Incapacité d'accepter de nouveaux clients,0.156,E
CA,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.16399999999999998,B
NL,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0,A
PE,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0,A
NS,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.18899999999999997,E
NB,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0,A
QC,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.132,D
ON,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.187,D
SK,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.19899999999999998,D
AB,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.09,D
BC,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.203,E
YT,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0,A
NT,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.29600000000000004,E
NU,Emploi,20 < 100 employés,Incapacité d'accepter de nouveaux clients,0.33299999999999996,E
CA,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.21100000000000002,C
NL,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.187,E
NS,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0,A
NB,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0,A
ON,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.040999999999999995,A
MB,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.055999999999999994,B
SK,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.08199999999999999,B
AB,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.121,C
BC,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.6579999999999999,E
NT,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0,A
NS,Âge de l'entreprise,<= 2 ans,Incapacité d'accepter de nouveaux clients,0,A
CA,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.177,D
NL,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
QC,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.057,C
ON,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.239,E
MB,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.903,D
SK,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
BC,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.034,B
YT,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
CA,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.113,B
NL,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.13699999999999998,E
NS,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0,A
QC,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.221,E
ON,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.05,B
SK,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.098,D
AB,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.002,A
BC,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.012,A
YT,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0,A
CA,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.094,A
NL,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.126,D
PE,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.052000000000000005,B
NS,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.133,D
NB,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.174,D
QC,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.062,B
ON,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.078,B
MB,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.20600000000000002,D
SK,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.055,A
AB,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.04,A
BC,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.17300000000000001,D
YT,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0,A
NT,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.127,C
NU,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.18899999999999997,E
CA,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.122,A
NL,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.174,E
PE,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.105,D
NS,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.243,E
NB,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.28300000000000003,E
QC,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.09699999999999999,B
ON,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.091,B
MB,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.47100000000000003,E
SK,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.084,B
AB,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.054000000000000006,B
BC,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.135,C
YT,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0,A
NT,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.127,E
CA,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.032,A
NL,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.015,A
PE,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.049,B
NS,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.012,A
NB,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.067,C
QC,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.036000000000000004,B
ON,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.018000000000000002,A
MB,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.065,C
SK,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.002,A
AB,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.009000000000000001,A
BC,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.084,C
YT,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0,A
NU,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.18600000000000003,E
CA,Emploi,< 5 employés,Risque de fermeture,0.095,B
NL,Emploi,< 5 employés,Risque de fermeture,0.015,A
PE,Emploi,< 5 employés,Risque de fermeture,0.078,C
NS,Emploi,< 5 employés,Risque de fermeture,0.008,A
NB,Emploi,< 5 employés,Risque de fermeture,0,A
QC,Emploi,< 5 employés,Risque de fermeture,0.09300000000000001,C
ON,Emploi,< 5 employés,Risque de fermeture,0.203,E
MB,Emploi,< 5 employés,Risque de fermeture,0.153,D
SK,Emploi,< 5 employés,Risque de fermeture,0.073,C
AB,Emploi,< 5 employés,Risque de fermeture,0.054000000000000006,B
BC,Emploi,< 5 employés,Risque de fermeture,0.013000000000000001,A
YT,Emploi,< 5 employés,Risque de fermeture,0,A
NT,Emploi,< 5 employés,Risque de fermeture,0,A
CA,Emploi,5 < 20 employés,Risque de fermeture,0.02,A
NL,Emploi,5 < 20 employés,Risque de fermeture,0,A
PE,Emploi,5 < 20 employés,Risque de fermeture,0.031,B
NS,Emploi,5 < 20 employés,Risque de fermeture,0.113,C
NB,Emploi,5 < 20 employés,Risque de fermeture,0.013000000000000001,A
QC,Emploi,5 < 20 employés,Risque de fermeture,0.003,A
ON,Emploi,5 < 20 employés,Risque de fermeture,0.017,A
MB,Emploi,5 < 20 employés,Risque de fermeture,0.051,C
SK,Emploi,5 < 20 employés,Risque de fermeture,0.013999999999999999,A
AB,Emploi,5 < 20 employés,Risque de fermeture,0.066,C
BC,Emploi,5 < 20 employés,Risque de fermeture,0,A
YT,Emploi,5 < 20 employés,Risque de fermeture,0,A
NT,Emploi,5 < 20 employés,Risque de fermeture,0,A
NU,Emploi,5 < 20 employés,Risque de fermeture,0,A
CA,Emploi,20 < 100 employés,Risque de fermeture,0.024,A
NL,Emploi,20 < 100 employés,Risque de fermeture,0,A
PE,Emploi,20 < 100 employés,Risque de fermeture,0.036000000000000004,A
NS,Emploi,20 < 100 employés,Risque de fermeture,0.035,A
NB,Emploi,20 < 100 employés,Risque de fermeture,0,A
QC,Emploi,20 < 100 employés,Risque de fermeture,0.003,A
ON,Emploi,20 < 100 employés,Risque de fermeture,0.013999999999999999,A
MB,Emploi,20 < 100 employés,Risque de fermeture,0.01,A
SK,Emploi,20 < 100 employés,Risque de fermeture,0,A
AB,Emploi,20 < 100 employés,Risque de fermeture,0.002,A
BC,Emploi,20 < 100 employés,Risque de fermeture,0.10300000000000001,D
YT,Emploi,20 < 100 employés,Risque de fermeture,0,A
NT,Emploi,20 < 100 employés,Risque de fermeture,0.126,D
NU,Emploi,20 < 100 employés,Risque de fermeture,0,A
CA,Emploi,>= 100 employés,Risque de fermeture,0.01,A
NL,Emploi,>= 100 employés,Risque de fermeture,0,A
NS,Emploi,>= 100 employés,Risque de fermeture,0,A
NB,Emploi,>= 100 employés,Risque de fermeture,0,A
QC,Emploi,>= 100 employés,Risque de fermeture,0.028999999999999998,A
ON,Emploi,>= 100 employés,Risque de fermeture,0,A
MB,Emploi,>= 100 employés,Risque de fermeture,0,A
SK,Emploi,>= 100 employés,Risque de fermeture,0.08199999999999999,B
AB,Emploi,>= 100 employés,Risque de fermeture,0.026000000000000002,A
BC,Emploi,>= 100 employés,Risque de fermeture,0.009000000000000001,A
NT,Emploi,>= 100 employés,Risque de fermeture,0,A
CA,Âge de l'entreprise,<= 2 ans,Risque de fermeture,0.152,E
NS,Âge de l'entreprise,<= 2 ans,Risque de fermeture,1,A
QC,Âge de l'entreprise,<= 2 ans,Risque de fermeture,0,A
ON,Âge de l'entreprise,<= 2 ans,Risque de fermeture,0,A
CA,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.055,B
NL,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
QC,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.013000000000000001,A
ON,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.057999999999999996,C
MB,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
SK,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
AB,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.065,C
BC,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.105,E
YT,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
NT,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
CA,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.09,C
NL,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.039,B
PE,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.043,B
NS,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.067,B
NB,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0,A
QC,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.138,E
ON,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.006,A
MB,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0,A
SK,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.026000000000000002,A
BC,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.012,A
