,Unnamed: 0,Unnamed: 0.1,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
95,95,96,Améliorer ses possibilités d'emploi,Report motivation,2013,vd1dhrs,182.546117829111,19.9722551116231,111.088621257086,254.003614401135,283,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,*
96,96,97,Améliorer ses possibilités d'emploi,Do not report motivation,2013,vd1dhrs,147.479154796095,6.24089099175182,129.439620241559,165.51868935063,846,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
97,97,98,Améliorer ses possibilités d'emploi,Report motivation,2013,vd1dhrs,135.376810763155,10.2401828714222,108.206157383675,162.547464142636,159,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
98,98,99,Améliorer ses possibilités d'emploi,Do not report motivation,2013,vd1dhrs,157.542649869555,6.82272348618527,136.475586217026,178.609713522084,1369,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
99,99,100,Améliorer ses possibilités d'emploi,Report motivation,2013,vd1dhrs,184.64722581857,12.3695090047611,139.88173616971,229.41271546743,334,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
100,100,101,Améliorer ses possibilités d'emploi,Do not report motivation,2013,vd1dhrs,151.154974869627,7.48425301318448,128.982253614003,173.32769612525,946,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
101,101,102,Améliorer ses possibilités d'emploi,Report motivation,2013,vd1dhrs,131.264456641607,15.1967271410725,92.1672885087364,170.361624774478,152,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
102,102,103,Améliorer ses possibilités d'emploi,Do not report motivation,2013,vd1dhrs,115.199679394607,6.53169571218521,100.451945054507,129.947413734706,1097,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
103,103,104,Améliorer ses possibilités d'emploi,Report motivation,2013,vd1dhrs,138.338187157481,15.2228355364991,97.0633159651524,179.613058349809,141,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
104,104,105,Raisons religieuses,Do not report motivation,2013,vd1dhrs,148.460461067056,12.4016516579667,112.374487674028,184.546434460083,430,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
105,105,106,Raisons religieuses,Report motivation,2013,vd1dhrs,209.067545212228,16.0712751286065,143.213107349679,274.921983074778,103,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
106,106,107,Raisons religieuses,Do not report motivation,2013,vd1dhrs,166.963003919911,7.57765067996665,142.165788107357,191.760219732465,1463,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
107,107,108,Raisons religieuses,Report motivation,2013,vd1dhrs,194.512390092408,10.2324934069403,155.502310640844,233.522469543971,465,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
108,108,109,Raisons religieuses,Do not report motivation,2013,vd1dhrs,137.065778426635,6.18287623475154,120.455853060497,153.675703792772,822,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
109,109,110,Raisons religieuses,Report motivation,2013,vd1dhrs,176.737374518521,9.56261842950785,143.612570540581,209.862178496461,180,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
110,110,111,Raisons religieuses,Do not report motivation,2013,vd1dhrs,152.387126058492,7.09812555859942,131.186921720546,173.587330396439,1325,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
111,111,112,Raisons religieuses,Report motivation,2013,vd1dhrs,211.507447955968,11.4963902696347,163.849509231797,259.165386680139,374,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
112,112,113,Raisons religieuses,Do not report motivation,2013,vd1dhrs,135.834543978259,8.36901135413226,113.553656921897,158.115431034621,820,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
113,113,114,Raisons religieuses,Report motivation,2013,vd1dhrs,180.936502222387,11.677730774241,139.523879103394,222.349125341379,275,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
114,114,115,Raisons religieuses,Do not report motivation,2013,vd1dhrs,115.827561841606,6.5850767571905,100.878262191169,130.776861492043,1111,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
115,115,116,Raisons religieuses,Report motivation,2013,vd1dhrs,152.078463090996,17.4735906101864,99.9952267785745,204.161699403417,125,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,*
116,116,117,Découvrir ses points forts,Do not report motivation,2013,vd1dhrs,142.708212935518,17.2814656105187,94.3714424973378,191.044983373699,264,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,*
117,117,118,Découvrir ses points forts,Report motivation,2013,vd1dhrs,162.276968547293,11.7662691648179,124.853524197409,199.700412897176,271,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
118,118,119,Découvrir ses points forts,Do not report motivation,2013,vd1dhrs,138.612973314574,9.07522527002651,113.957724788589,163.26822184056,983,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
119,119,120,Découvrir ses points forts,Report motivation,2013,vd1dhrs,204.919438475435,8.69078796407829,170.014216644506,239.824660306363,945,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
120,120,121,Découvrir ses points forts,Do not report motivation,2013,vd1dhrs,130.975595571536,8.80435039274232,108.374172173952,153.57701896912,494,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
121,121,122,Découvrir ses points forts,Report motivation,2013,vd1dhrs,157.955635376742,6.28784607736326,138.489258925449,177.422011828034,507,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
122,122,123,Découvrir ses points forts,Do not report motivation,2013,vd1dhrs,126.022267751131,6.99478146742162,108.745220056989,143.299315445274,849,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
123,123,124,Découvrir ses points forts,Report motivation,2013,vd1dhrs,198.252912053926,8.28365248628374,166.06524225495,230.440581852902,849,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
124,124,125,Découvrir ses points forts,Do not report motivation,2013,vd1dhrs,117.091009073501,11.9986475415258,89.5548136030236,144.627204543979,529,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
