,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
127,128,Croyances spirituelles,Report motivation,2018,vd1dhrs,152.127893980363,7.6609436436542495,129.285626560837,174.97016139988898,554,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
128,129,Croyances spirituelles,Do not report motivation,2018,vd1dhrs,123.47904070420401,7.828288580696781,104.533449380005,142.42463202840298,628,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
129,130,Croyances spirituelles,Report motivation,2018,vd1dhrs,174.968000840327,14.640236488913601,124.762094360814,225.17390731983997,280,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
130,131,Croyances spirituelles,Do not report motivation,2018,vd1dhrs,129.008424181285,9.239629721080961,105.645848103421,152.37100025914899,679,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
131,132,Croyances spirituelles,Report motivation,2018,vd1dhrs,192.431314947755,15.4850511146666,134.028136678223,250.834493217288,131,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
132,133,Découvrir ses points forts,Do not report motivation,2018,vd1dhrs,141.480988513856,9.57598752800327,114.927000901994,168.034976125719,372,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
133,134,Découvrir ses points forts,Report motivation,2018,vd1dhrs,184.790815145853,12.675013039073901,138.884029276411,230.697601015294,261,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
134,135,Découvrir ses points forts,Do not report motivation,2018,vd1dhrs,132.16786896406,10.8700914144997,104.009520762924,160.326217165195,1011,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
135,136,Découvrir ses points forts,Report motivation,2018,vd1dhrs,176.589143966367,8.17499291404052,148.29480987876698,204.88347805396702,698,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
136,137,Découvrir ses points forts,Do not report motivation,2018,vd1dhrs,147.367053335707,10.2448994825335,117.776288373104,176.95781829831,568,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
137,138,Découvrir ses points forts,Report motivation,2018,vd1dhrs,183.265424000543,8.98043193270233,151.00828449319098,215.522563507895,404,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
138,139,Découvrir ses points forts,Do not report motivation,2018,vd1dhrs,114.976803150972,8.14771260195261,96.61590076293949,133.337705539004,1104,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
139,140,Découvrir ses points forts,Report motivation,2018,vd1dhrs,161.113186827618,6.95178719099216,139.161108275257,183.06526537997897,828,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
140,141,Découvrir ses points forts,Do not report motivation,2018,vd1dhrs,125.42365582549,10.0859502527781,100.62978306481399,150.217528586166,508,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
141,142,Découvrir ses points forts,Report motivation,2018,vd1dhrs,148.918221061695,11.321018637803302,115.87507150798001,181.961370615411,398,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
142,143,Découvrir ses points forts,Do not report motivation,2018,vd1dhrs,126.559682226192,9.51585678915997,102.95536926657,150.163995185815,610,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
143,144,Découvrir ses points forts,Report motivation,2018,vd1dhrs,162.131351853587,14.7578882684573,115.234972642199,209.027731064975,195,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
144,145,Contribuer à la communauté,Do not report motivation,2018,vd1dhrs,73.4793311291545,24.1420073453,38.7107744050666,108.24788785324199,59,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,*
145,146,Contribuer à la communauté,Report motivation,2018,vd1dhrs,163.754269433202,7.9275753017940795,138.310520658977,189.198018207427,596,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
146,147,Contribuer à la communauté,Do not report motivation,2018,vd1dhrs,65.5842003143908,14.5670041381345,46.859384173035004,84.3090164557467,163,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
147,148,Contribuer à la communauté,Report motivation,2018,vd1dhrs,160.145410768766,6.9174036094780496,138.433117071723,181.85770446581,1594,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
148,149,Contribuer à la communauté,Do not report motivation,2018,vd1dhrs,79.1627335725509,33.4364231654559,27.284081162625604,131.04138598247602,85,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,...
149,150,Contribuer à la communauté,Report motivation,2018,vd1dhrs,172.084120153977,6.97977490364645,148.54282764463002,195.62541266332298,928,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
150,151,Contribuer à la communauté,Do not report motivation,2018,vd1dhrs,109.38835833243999,18.6620285071499,69.3774837887725,149.399232876108,193,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,*
151,152,Contribuer à la communauté,Report motivation,2018,vd1dhrs,138.040604498147,5.26962556750535,123.783389425814,152.29781957048002,1819,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
152,153,Contribuer à la communauté,Do not report motivation,2018,vd1dhrs,129.16423102236,28.158547186478895,57.8788298890555,200.44963215566398,83,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,*
153,154,Contribuer à la communauté,Report motivation,2018,vd1dhrs,137.63389864985,8.06215996105178,115.885618750166,159.382178549534,843,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
154,155,Contribuer à la communauté,Do not report motivation,2018,vd1dhrs,105.208754253442,23.1673416201516,57.4364519329248,152.981056573959,104,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,*
155,156,Contribuer à la communauté,Report motivation,2018,vd1dhrs,145.286296596756,8.42305109507614,121.30116090423401,169.27143228927798,732,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
156,157,Utiliser ses compétences et son expérience,Do not report motivation,2018,vd1dhrs,77.6899695826109,17.3299929868986,51.3016685735719,104.07827059165001,158,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,*
157,158,Utiliser ses compétences et son expérience,Report motivation,2018,vd1dhrs,184.009307047538,8.03805873738246,155.019918425992,212.998695669085,489,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
158,159,Utiliser ses compétences et son expérience,Do not report motivation,2018,vd1dhrs,81.9173593428512,12.0986124770406,62.4924231248715,101.34229556083099,455,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
159,160,Utiliser ses compétences et son expérience,Report motivation,2018,vd1dhrs,179.02038234216,7.39652083708838,153.067950663102,204.972814021219,1282,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
160,161,Utiliser ses compétences et son expérience,Do not report motivation,2018,vd1dhrs,104.739840390058,14.2289287541266,75.529796899402,133.94988388071502,259,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
161,162,Utiliser ses compétences et son expérience,Report motivation,2018,vd1dhrs,185.44928006456,7.68521456207692,157.515530212695,213.383029916424,742,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
162,163,Utiliser ses compétences et son expérience,Do not report motivation,2018,vd1dhrs,96.6597941629741,17.2732079120689,63.9357509482261,129.383837377722,504,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,*
163,164,Utiliser ses compétences et son expérience,Report motivation,2018,vd1dhrs,149.127358104142,4.9932847257901205,134.532773243382,163.72194296490102,1478,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
164,165,Utiliser ses compétences et son expérience,Do not report motivation,2018,vd1dhrs,120.35533551313401,19.4611760590946,74.4479541557192,166.26271687054899,220,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,*
165,166,Utiliser ses compétences et son expérience,Report motivation,2018,vd1dhrs,142.409126145269,8.2102549443386,119.49292869527099,165.32532359526698,701,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
166,167,Utiliser ses compétences et son expérience,Do not report motivation,2018,vd1dhrs,75.3142603738829,16.7606100525798,50.5733811910054,100.05513955676001,235,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,*
167,168,Utiliser ses compétences et son expérience,Report motivation,2018,vd1dhrs,166.58259317654802,8.813781555193039,137.805959255415,195.359227097682,590,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
168,169,"Soutenir une cause politique, environnementale ou sociale",Do not report motivation,2018,vd1dhrs,142.576590514011,9.69286587933153,115.490363159001,169.66281786902098,476,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
169,170,"Soutenir une cause politique, environnementale ou sociale",Report motivation,2018,vd1dhrs,194.853561962795,10.923531675952301,153.135943044973,236.571180880616,157,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
170,171,"Soutenir une cause politique, environnementale ou sociale",Do not report motivation,2018,vd1dhrs,150.63137559694098,8.67794074936636,125.011311392738,176.251439801144,1173,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
171,172,"Soutenir une cause politique, environnementale ou sociale",Report motivation,2018,vd1dhrs,152.035988909418,10.4429664544568,120.917508781097,183.15446903773997,524,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
172,173,"Soutenir une cause politique, environnementale ou sociale",Do not report motivation,2018,vd1dhrs,150.910814826748,8.6058549988939,125.456437398289,176.36519225520803,662,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
173,174,"Soutenir une cause politique, environnementale ou sociale",Report motivation,2018,vd1dhrs,190.533346886538,11.797666665146501,146.47631772248698,234.590376050589,311,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
174,175,"Soutenir une cause politique, environnementale ou sociale",Do not report motivation,2018,vd1dhrs,123.881741624914,5.5182515514507005,110.48321981722601,137.280263432602,1335,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
175,176,"Soutenir une cause politique, environnementale ou sociale",Report motivation,2018,vd1dhrs,164.50423382250202,9.95236119819119,132.415594618401,196.592873026604,594,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
176,177,"Soutenir une cause politique, environnementale ou sociale",Do not report motivation,2018,vd1dhrs,140.71897572503,9.48380579850004,114.56224818624399,166.875703263815,639,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
177,178,"Soutenir une cause politique, environnementale ou sociale",Report motivation,2018,vd1dhrs,132.390772857552,9.939385084308439,106.599942467229,158.18160324787502,266,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
178,179,"Soutenir une cause politique, environnementale ou sociale",Do not report motivation,2018,vd1dhrs,134.55920301108299,10.1455773802676,107.80215088225799,161.31625513990699,520,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
179,180,"Soutenir une cause politique, environnementale ou sociale",Report motivation,2018,vd1dhrs,143.803261562292,13.0127481015715,107.12693338048099,180.479589744104,293,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
180,181,Améliorer le bien-être ou la santé,Do not report motivation,2018,vd1dhrs,118.16025718981199,10.1435034870097,94.6689328320577,141.651581547567,325,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
181,182,Améliorer le bien-être ou la santé,Report motivation,2018,vd1dhrs,189.604241382789,10.5296532157019,150.474208983784,228.734273781794,314,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AB,
182,183,Améliorer le bien-être ou la santé,Do not report motivation,2018,vd1dhrs,128.971917632936,10.1035760621006,103.432066380605,154.511768885268,802,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
183,184,Améliorer le bien-être ou la santé,Report motivation,2018,vd1dhrs,174.125092195257,8.65057721735529,144.60249660176902,203.647687788744,922,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,AT,
184,185,Améliorer le bien-être ou la santé,Do not report motivation,2018,vd1dhrs,156.88818810400298,11.5785578162748,121.28467878846901,192.491697419538,435,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
185,186,Améliorer le bien-être ou la santé,Report motivation,2018,vd1dhrs,172.10763017657902,8.741572252813409,142.62014285083401,201.59511750232497,552,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,BC,
186,187,Améliorer le bien-être ou la santé,Do not report motivation,2018,vd1dhrs,102.238941235056,8.6553994477626,84.8948499827469,119.58303248736601,925,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
187,188,Améliorer le bien-être ou la santé,Report motivation,2018,vd1dhrs,169.526452745692,6.33031179290571,148.49299530821,190.55991018317403,1024,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,ON,
188,189,Améliorer le bien-être ou la santé,Do not report motivation,2018,vd1dhrs,143.634462185046,12.922832572692,107.25431420395999,180.01461016613098,413,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
189,190,Améliorer le bien-être ou la santé,Report motivation,2018,vd1dhrs,132.516357393703,7.559108037819329,112.88329110111401,152.149423686292,503,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,PR,
190,191,Améliorer le bien-être ou la santé,Do not report motivation,2018,vd1dhrs,129.74577619500602,13.099007766090901,96.4353860645698,163.056166325442,424,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
191,192,Améliorer le bien-être ou la santé,Report motivation,2018,vd1dhrs,154.628840459021,9.79882544398293,124.931838239669,184.325842678372,391,Total hours volunteered,Average Hours Volunteered by Volunteers Reporting Motivations,QC,
