,Unnamed: 0,Unnamed: 0.1,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
445,445,445,Age group,35 à 44 ans,2018,gs1datot,388.0629815678918,13.08456758647329,288.5431386233484,487.58282451243537,461,Total amount of donations,Average total amount of donations,AT,,
446,446,446,Age group,45 à 54 ans,2018,gs1datot,429.9058888924561,11.068569824610913,336.64211302305023,523.169664761862,548,Total amount of donations,Average total amount of donations,AT,,
447,447,447,Age group,55 à 64 ans,2018,gs1datot,612.5718712367152,12.906926623830055,457.60888297037206,767.5348595030583,755,Total amount of donations,Average total amount of donations,AT,,
448,448,448,Age group,65 à 74 ans,2018,gs1datot,646.2801770541241,8.153382541162506,543.0024324008572,749.5579217073912,700,Total amount of donations,Average total amount of donations,AT,,
449,449,449,Age group,75 ans et plus,2018,gs1datot,783.2033031014073,10.872361734366748,616.3070853066878,950.0995208961267,380,Total amount of donations,Average total amount of donations,AT,,
450,450,450,Age group,15 à 24 ans,2018,gs1datot,131.27087016075816,25.12454067883413,66.62889977488156,195.91284054663475,49,Total amount of donations,Average total amount of donations,BC,,*
451,451,451,Age group,25 à 34 ans,2018,gs1datot,382.73803164056886,19.03520419722845,239.944922453733,525.5311408274048,162,Total amount of donations,Average total amount of donations,BC,,*
452,452,452,Age group,35 à 44 ans,2018,gs1datot,474.9887182431935,15.413580750300545,331.494326537951,618.483109948436,228,Total amount of donations,Average total amount of donations,BC,,
453,453,453,Age group,45 à 54 ans,2018,gs1datot,647.1380848808748,22.99835284388009,355.43448881125846,938.8416809504907,247,Total amount of donations,Average total amount of donations,BC,,*
454,454,454,Age group,55 à 64 ans,2018,gs1datot,1093.4691339176657,13.323474305509588,807.9257459122941,1379.0125219230372,314,Total amount of donations,Average total amount of donations,BC,,
455,455,455,Age group,65 à 74 ans,2018,gs1datot,734.3209413740642,11.180644263387249,573.4043463836762,895.2375363644528,333,Total amount of donations,Average total amount of donations,BC,,
456,456,456,Age group,75 ans et plus,2018,gs1datot,855.8884644996755,13.603633360895133,627.6860776192268,1084.0908513801237,199,Total amount of donations,Average total amount of donations,BC,,
457,457,457,Age group,15 à 24 ans,2018,gs1datot,184.09126852751305,23.25453036976517,100.18607283578436,267.99646421924166,99,Total amount of donations,Average total amount of donations,ON,,*
458,458,458,Age group,25 à 34 ans,2018,gs1datot,441.44632825572745,19.94950713191378,268.8394211980936,614.0532353133615,375,Total amount of donations,Average total amount of donations,ON,,*
459,459,459,Age group,35 à 44 ans,2018,gs1datot,690.732984075176,11.733664252465479,531.8812561710531,849.5847119792985,510,Total amount of donations,Average total amount of donations,ON,,
460,460,460,Age group,45 à 54 ans,2018,gs1datot,660.6956730598953,10.30141257227574,527.2985895346662,794.0927565851241,552,Total amount of donations,Average total amount of donations,ON,,
461,461,461,Age group,55 à 64 ans,2018,gs1datot,705.7504989426376,8.652567982800875,586.0642364946718,825.4367613906035,687,Total amount of donations,Average total amount of donations,ON,,
462,462,462,Age group,65 à 74 ans,2018,gs1datot,662.7162598946808,7.772813660447652,561.7551831532091,763.6773366361522,648,Total amount of donations,Average total amount of donations,ON,,
463,463,463,Age group,75 ans et plus,2018,gs1datot,890.0387900034247,11.770225367386146,684.7138029440767,1095.363777062773,418,Total amount of donations,Average total amount of donations,ON,,
464,464,464,Age group,15 à 24 ans,2018,gs1datot,418.62187581484136,31.691213379342717,158.6006040970317,678.643147532651,65,Total amount of donations,Average total amount of donations,PR,,*
465,465,465,Age group,25 à 34 ans,2018,gs1datot,571.3105287829392,18.082902594643013,368.82757771484324,773.7934798510353,209,Total amount of donations,Average total amount of donations,PR,,*
466,466,466,Age group,35 à 44 ans,2018,gs1datot,792.1352971245449,17.451728688415766,521.1873222659232,1063.0832719831667,234,Total amount of donations,Average total amount of donations,PR,,*
467,467,467,Age group,45 à 54 ans,2018,gs1datot,734.2841894247208,16.866248780638145,491.55010143778884,977.0182774116527,230,Total amount of donations,Average total amount of donations,PR,,*
468,468,468,Age group,55 à 64 ans,2018,gs1datot,744.8783685272972,11.928832090866067,570.725200560335,919.03153649426,339,Total amount of donations,Average total amount of donations,PR,,
469,469,469,Age group,65 à 74 ans,2018,gs1datot,811.4643973633815,12.055484870818427,619.7290240044094,1003.1997707223537,319,Total amount of donations,Average total amount of donations,PR,,
470,470,470,Age group,75 ans et plus,2018,gs1datot,1614.7793490845145,18.253059529214426,1037.0865582466113,2192.4721399224177,203,Total amount of donations,Average total amount of donations,PR,,*
471,471,471,Age group,15 à 24 ans,2018,gs1datot,52.93515531980664,24.339126990669712,27.683068176408085,78.18724246320521,44,Total amount of donations,Average total amount of donations,QC,,*
472,472,472,Age group,25 à 34 ans,2018,gs1datot,213.86394903184856,20.15523695135972,129.3801215359584,298.3477765277387,154,Total amount of donations,Average total amount of donations,QC,,*
473,473,473,Age group,35 à 44 ans,2018,gs1datot,193.8904601272559,10.954658517004647,152.26075100116643,235.52016925334541,254,Total amount of donations,Average total amount of donations,QC,,
474,474,474,Age group,45 à 54 ans,2018,gs1datot,215.13698035656282,14.349299998868,154.63161676630423,275.64234394682137,204,Total amount of donations,Average total amount of donations,QC,,
475,475,475,Age group,55 à 64 ans,2018,gs1datot,261.65821174388907,11.79049270727624,201.1917697970069,322.12465369077125,354,Total amount of donations,Average total amount of donations,QC,,
476,476,476,Age group,65 à 74 ans,2018,gs1datot,407.0039494497135,25.54276351153953,203.24598328944703,610.7619156099798,300,Total amount of donations,Average total amount of donations,QC,,*
477,477,477,Age group,75 ans et plus,2018,gs1datot,398.5822730371113,18.789625578743134,251.7964215263845,545.3681245478381,199,Total amount of donations,Average total amount of donations,QC,,*
478,478,478,Gender,Hommes,2018,gs1datot,913.8347892706313,12.5396542878456,689.2391386045183,1138.4304399367445,455,Total amount of donations,Average total amount of donations,AB,,
479,479,479,Gender,Femmes,2018,gs1datot,934.5058578114822,13.809478872038506,681.5717431954179,1187.4399724275465,558,Total amount of donations,Average total amount of donations,AB,,
480,480,480,Gender,Hommes,2018,gs1datot,503.2182380275617,7.682030383887143,427.45116952343255,578.9853065316908,1334,Total amount of donations,Average total amount of donations,AT,,
481,481,481,Gender,Femmes,2018,gs1datot,464.4519787679417,6.231892247101612,407.7224933662587,521.1814641696247,1878,Total amount of donations,Average total amount of donations,AT,,
482,482,482,Gender,Hommes,2018,gs1datot,641.3846937250478,10.46580507810144,509.82001048315834,772.9493769669369,609,Total amount of donations,Average total amount of donations,BC,,
483,483,483,Gender,Femmes,2018,gs1datot,645.2609452770123,8.851250926170101,533.3202180776515,757.2016724763727,923,Total amount of donations,Average total amount of donations,BC,,
484,484,484,Gender,Hommes,2018,gs1datot,624.1270145581984,6.430408863751657,545.4659790239166,702.7880500924803,1400,Total amount of donations,Average total amount of donations,ON,,
485,485,485,Gender,Femmes,2018,gs1datot,602.8182982695573,7.248775302817156,517.1738619404714,688.4627345986432,1889,Total amount of donations,Average total amount of donations,ON,,
486,486,486,Gender,Hommes,2018,gs1datot,776.4450065344289,9.584851699188526,630.5823261365854,922.3076869322723,678,Total amount of donations,Average total amount of donations,PR,,
487,487,487,Gender,Femmes,2018,gs1datot,762.7011264844632,8.549943911657763,634.8908587563943,890.5113942125319,921,Total amount of donations,Average total amount of donations,PR,,
488,488,488,Gender,Hommes,2018,gs1datot,270.19177936443197,11.926389270868535,207.03365809667577,333.34990063218817,673,Total amount of donations,Average total amount of donations,QC,,
489,489,489,Gender,Femmes,2018,gs1datot,234.63941411877602,10.652621762909334,185.6496257203276,283.6292025172245,836,Total amount of donations,Average total amount of donations,QC,,
490,490,490,Education,Sans diplôme d'études secondaires,2018,gs1datot,372.1841709566402,27.60583662985361,170.80854512394492,573.5597967893358,60,Total amount of donations,Average total amount of donations,AB,,*
491,491,491,Education,Diplôme d'études secondaires,2018,gs1datot,549.8451080718074,14.733953396162155,391.06073875568944,708.6294773879256,202,Total amount of donations,Average total amount of donations,AB,,
492,492,492,Education,Diplôme post-secondaire,2018,gs1datot,1014.1964753066884,19.986110806489748,616.9148501373197,1411.4781004760569,361,Total amount of donations,Average total amount of donations,AB,,*
493,493,493,Education,Diplôme universtaire,2018,gs1datot,1400.575190311085,13.938175258163431,1017.9615567456664,1783.1888238765036,302,Total amount of donations,Average total amount of donations,AB,,
494,494,494,Education,Sans diplôme d'études secondaires,2018,gs1datot,235.91978092477245,13.828429644234982,171.9779140860207,299.8616477635244,269,Total amount of donations,Average total amount of donations,AT,,
495,495,495,Education,Diplôme d'études secondaires,2018,gs1datot,344.72272891571663,12.688913326103687,258.99083044492767,430.45462738650536,670,Total amount of donations,Average total amount of donations,AT,,
496,496,496,Education,Diplôme post-secondaire,2018,gs1datot,403.4230076856897,8.414270426415836,336.89182868923467,469.9541866821447,1045,Total amount of donations,Average total amount of donations,AT,,
497,497,497,Education,Diplôme universtaire,2018,gs1datot,837.104189370865,8.759222385257557,693.3921477770077,980.8162309647224,843,Total amount of donations,Average total amount of donations,AT,,
498,498,498,Education,Sans diplôme d'études secondaires,2018,gs1datot,605.2081074643381,42.21962783181432,104.40475327694763,1106.0114616517283,98,Total amount of donations,Average total amount of donations,BC,,...
499,499,499,Education,Diplôme d'études secondaires,2018,gs1datot,384.340530371712,15.724688563288273,265.88745822475937,502.79360251866433,289,Total amount of donations,Average total amount of donations,BC,,
500,500,500,Education,Diplôme post-secondaire,2018,gs1datot,659.0226695338124,13.885357326201738,479.67096627413736,838.3743727934874,469,Total amount of donations,Average total amount of donations,BC,,
501,501,501,Education,Diplôme universtaire,2018,gs1datot,818.4824313764423,8.174073365441604,687.3542662605611,949.6105964923233,569,Total amount of donations,Average total amount of donations,BC,,
502,502,502,Education,Sans diplôme d'études secondaires,2018,gs1datot,321.73748644217886,13.678348043284005,235.4826599886817,407.9923128956762,239,Total amount of donations,Average total amount of donations,ON,,
503,503,503,Education,Diplôme d'études secondaires,2018,gs1datot,381.62681859705424,11.905513930644645,292.5765722060465,470.6770649880619,609,Total amount of donations,Average total amount of donations,ON,,
504,504,504,Education,Diplôme post-secondaire,2018,gs1datot,511.30047103778185,6.945067185320648,441.70183393699904,580.8991081385648,1011,Total amount of donations,Average total amount of donations,ON,,
505,505,505,Education,Diplôme universtaire,2018,gs1datot,882.8772204418126,6.57031216804839,769.1840423095429,996.5703985740823,1212,Total amount of donations,Average total amount of donations,ON,,
506,506,506,Education,Sans diplôme d'études secondaires,2018,gs1datot,709.28790083683,29.202331018222235,303.32330334649214,1115.2524983271678,132,Total amount of donations,Average total amount of donations,PR,,*
507,507,507,Education,Diplôme d'études secondaires,2018,gs1datot,590.588350413079,15.780385434438744,407.9253556190383,773.2513452071196,385,Total amount of donations,Average total amount of donations,PR,,
508,508,508,Education,Diplôme post-secondaire,2018,gs1datot,747.1257473268097,11.124161006286883,584.2302573626317,910.0212372909872,497,Total amount of donations,Average total amount of donations,PR,,
509,509,509,Education,Diplôme universtaire,2018,gs1datot,881.2561818752846,11.350184056915472,685.2123549274554,1077.3000088231138,395,Total amount of donations,Average total amount of donations,PR,,
510,510,510,Education,Sans diplôme d'études secondaires,2018,gs1datot,149.53508505109522,15.47539877241317,104.17926308628657,194.8909070159039,166,Total amount of donations,Average total amount of donations,QC,,
511,511,511,Education,Diplôme d'études secondaires,2018,gs1datot,207.82471617413125,20.808588942078377,123.06530749569193,292.5841248525706,283,Total amount of donations,Average total amount of donations,QC,,*
512,512,512,Education,Diplôme post-secondaire,2018,gs1datot,227.19112495065826,17.91310920308964,147.4264818198339,306.95576808148263,502,Total amount of donations,Average total amount of donations,QC,,*
513,513,513,Education,Diplôme universtaire,2018,gs1datot,383.5757874613816,10.345170817700193,305.8013385720835,461.3502363506794,446,Total amount of donations,Average total amount of donations,QC,,
514,514,514,Marital status (original),Marié.e,2018,gs1datot,1042.1086707086788,12.262944050912724,791.6385948917889,1292.5787465255687,600,Total amount of donations,Average total amount of donations,AB,,
515,515,515,Marital status (original),Union de fait,2018,gs1datot,378.4367249586878,23.202038300085587,206.34202091901975,550.5314289983559,64,Total amount of donations,Average total amount of donations,AB,,*
516,516,516,Marital status (original),Veuf.ve,2018,gs1datot,1896.4685155289008,28.39739170157721,840.9346295785768,2952.0024014792257,66,Total amount of donations,Average total amount of donations,AB,,*
517,517,517,Marital status (original),Séparé.e,2018,gs1datot,634.689727236222,35.024642497388356,198.99402984703303,1070.3854246254111,29,Total amount of donations,Average total amount of donations,AB,,...
518,518,518,Marital status (original),divorcé.e,2018,gs1datot,1092.1464328733675,23.342829582930133,592.477368559902,1591.8154971868328,89,Total amount of donations,Average total amount of donations,AB,,*
519,519,519,Marital status (original),"Célibataire, jamais marié.e",2018,gs1datot,598.6255885210777,18.806928050359872,377.9667991531834,819.2843778889717,165,Total amount of donations,Average total amount of donations,AB,,*
520,520,520,Marital status (original),Marié.e,2018,gs1datot,574.5209908925917,6.316860236443104,503.3905894279506,645.6513923572329,1772,Total amount of donations,Average total amount of donations,AT,,
521,521,521,Marital status (original),Union de fait,2018,gs1datot,189.31019556276212,11.251109802707212,147.56394665182538,231.0564444736989,256,Total amount of donations,Average total amount of donations,AT,,
522,522,522,Marital status (original),Veuf.ve,2018,gs1datot,754.6638332553978,14.331991516016453,542.6773497774042,966.6503167333913,349,Total amount of donations,Average total amount of donations,AT,,
523,523,523,Marital status (original),Séparé.e,2018,gs1datot,502.3544867301784,32.5685708312543,181.6854126119252,823.0235608484315,95,Total amount of donations,Average total amount of donations,AT,,*
524,524,524,Marital status (original),divorcé.e,2018,gs1datot,548.4526885847058,15.191878559201458,385.14796724967397,711.7574099197376,241,Total amount of donations,Average total amount of donations,AT,,
525,525,525,Marital status (original),"Célibataire, jamais marié.e",2018,gs1datot,258.5946000870124,14.000370678105323,187.635666969158,329.5535332048668,499,Total amount of donations,Average total amount of donations,AT,,
526,526,526,Marital status (original),Marié.e,2018,gs1datot,762.156045079369,8.377373514263455,637.0149736488172,887.2971165099208,807,Total amount of donations,Average total amount of donations,BC,,
527,527,527,Marital status (original),Union de fait,2018,gs1datot,346.29311891782686,16.173252743450288,236.5216877734151,456.0645500622388,131,Total amount of donations,Average total amount of donations,BC,,
528,528,528,Marital status (original),Veuf.ve,2018,gs1datot,1338.4462346914156,26.13881129875575,652.7451210240913,2024.14734835874,138,Total amount of donations,Average total amount of donations,BC,,*
529,529,529,Marital status (original),Séparé.e,2018,gs1datot,820.9973740365097,54.54632401127852,-56.72131740164138,1698.7160654746606,38,Total amount of donations,Average total amount of donations,BC,,...
530,530,530,Marital status (original),divorcé.e,2018,gs1datot,587.4868145958433,15.18754480760294,412.60937458610397,762.3642546055825,154,Total amount of donations,Average total amount of donations,BC,,
531,531,531,Marital status (original),"Célibataire, jamais marié.e",2018,gs1datot,295.9642718853911,14.292791030295446,213.05474778171524,378.8737959890668,264,Total amount of donations,Average total amount of donations,BC,,
532,532,532,Marital status (original),Marié.e,2018,gs1datot,713.5920482061424,6.170976618717741,627.2838612107274,799.9002352015573,1864,Total amount of donations,Average total amount of donations,ON,,
533,533,533,Marital status (original),Union de fait,2018,gs1datot,344.55567068251406,22.683111765002717,191.37282767272822,497.73851369229965,207,Total amount of donations,Average total amount of donations,ON,,*
534,534,534,Marital status (original),Veuf.ve,2018,gs1datot,855.3889483964866,10.64901716844315,676.85481775877,1033.9230790342033,285,Total amount of donations,Average total amount of donations,ON,,
535,535,535,Marital status (original),Séparé.e,2018,gs1datot,511.98237980772035,23.86812816767241,272.4735841264413,751.4911754889995,117,Total amount of donations,Average total amount of donations,ON,,*
536,536,536,Marital status (original),divorcé.e,2018,gs1datot,592.6503870736358,13.689320155937994,433.6388835728634,751.661890574408,271,Total amount of donations,Average total amount of donations,ON,,
537,537,537,Marital status (original),"Célibataire, jamais marié.e",2018,gs1datot,411.9073964686164,13.637730648566027,301.80676997689585,522.0080229603368,545,Total amount of donations,Average total amount of donations,ON,,
538,538,538,Marital status (original),Marié.e,2018,gs1datot,874.6180465457991,8.351828043542351,731.4493505933489,1017.7867424982492,853,Total amount of donations,Average total amount of donations,PR,,
539,539,539,Marital status (original),Union de fait,2018,gs1datot,329.4778275303362,17.237159702205478,218.1663390857105,440.78931597496194,104,Total amount of donations,Average total amount of donations,PR,,*
540,540,540,Marital status (original),Veuf.ve,2018,gs1datot,1410.8856793853124,17.651797673635745,922.7631452747032,1899.0082134959216,170,Total amount of donations,Average total amount of donations,PR,,*
541,541,541,Marital status (original),Séparé.e,2018,gs1datot,657.2502895335936,25.60295444644324,327.43638528517545,987.0641937820116,50,Total amount of donations,Average total amount of donations,PR,,*
542,542,542,Marital status (original),divorcé.e,2018,gs1datot,497.7394144248458,25.45130613024945,249.44885999737568,746.029968852316,128,Total amount of donations,Average total amount of donations,PR,,*
543,543,543,Marital status (original),"Célibataire, jamais marié.e",2018,gs1datot,591.6360572243484,17.216367536916326,391.99757903402036,791.2745354146764,294,Total amount of donations,Average total amount of donations,PR,,*
544,544,544,Marital status (original),Marié.e,2018,gs1datot,329.8493623523422,12.80770526273537,247.04846094973828,412.6502637549461,567,Total amount of donations,Average total amount of donations,QC,,
545,545,545,Marital status (original),Union de fait,2018,gs1datot,162.94138737427784,9.218208178078287,133.50218679547376,192.38058795308189,340,Total amount of donations,Average total amount of donations,QC,,
546,546,546,Marital status (original),Veuf.ve,2018,gs1datot,321.3357896780688,13.501046443300199,236.3053115231419,406.3662678329957,135,Total amount of donations,Average total amount of donations,QC,,
547,547,547,Marital status (original),Séparé.e,2018,gs1datot,158.5861683344481,30.774404091075397,62.93218741053207,254.2401492583641,46,Total amount of donations,Average total amount of donations,QC,,*
548,548,548,Marital status (original),divorcé.e,2018,gs1datot,272.08057377131684,14.503338745054213,194.73889111285928,349.4222564297744,148,Total amount of donations,Average total amount of donations,QC,,
549,549,549,Marital status (original),"Célibataire, jamais marié.e",2018,gs1datot,184.45066882023568,22.434717652833648,103.34542512868386,265.5559125117875,273,Total amount of donations,Average total amount of donations,QC,,*
550,550,550,Situation d'activité,Employé.e,2018,gs1datot,970.6365629959712,13.361122113124305,716.4528783118643,1224.8202476800782,601,Total amount of donations,Average total amount of donations,AB,,
551,551,551,Situation d'activité,Au chômage,2018,gs1datot,517.9346987912503,57.549379735529975,-66.26825106051604,1102.1376486430167,28,Total amount of donations,Average total amount of donations,AB,,...
552,552,552,Situation d'activité,Pas dans la population active,2018,gs1datot,1014.4939187952016,12.54814843862243,764.9901060213672,1263.997731569036,295,Total amount of donations,Average total amount of donations,AB,,
553,553,553,Situation d'activité,Unable to determine,2018,gs1datot,539.8030460454557,21.11725597925811,316.3836331112235,763.222458979688,89,Total amount of donations,Average total amount of donations,AB,,*
554,554,554,Situation d'activité,Employé.e,2018,gs1datot,437.1277076006107,7.856505053200298,369.8167420224288,504.4386731787927,1568,Total amount of donations,Average total amount of donations,AT,,
555,555,555,Situation d'activité,Au chômage,2018,gs1datot,145.12421664374406,26.779868891464965,68.9520294552366,221.2964038322515,49,Total amount of donations,Average total amount of donations,AT,,*
556,556,556,Situation d'activité,Pas dans la population active,2018,gs1datot,558.1617006469248,6.915097089207983,482.5121406624473,633.8112606314023,1242,Total amount of donations,Average total amount of donations,AT,,
557,557,557,Situation d'activité,Unable to determine,2018,gs1datot,528.1472317343901,13.013376282768204,393.4393253477312,662.855138121049,353,Total amount of donations,Average total amount of donations,AT,,
558,558,558,Situation d'activité,Employé.e,2018,gs1datot,670.9106281457969,9.712057938914569,543.2008861946397,798.620370096954,845,Total amount of donations,Average total amount of donations,BC,,
559,559,559,Situation d'activité,Au chômage,2018,gs1datot,615.5536547655414,48.57569105181825,29.50591819782165,1201.6013913332613,26,Total amount of donations,Average total amount of donations,BC,,...
560,560,560,Situation d'activité,Pas dans la population active,2018,gs1datot,627.0731435524328,8.806185417599767,518.8415338688144,735.304753236051,548,Total amount of donations,Average total amount of donations,BC,,
561,561,561,Situation d'activité,Unable to determine,2018,gs1datot,529.8511633540314,18.7325093693712,335.3160771623052,724.3862495457578,113,Total amount of donations,Average total amount of donations,BC,,*
562,562,562,Situation d'activité,Employé.e,2018,gs1datot,602.2216694951803,5.8259968812955725,533.4555183733439,670.9878206170167,1799,Total amount of donations,Average total amount of donations,ON,,
563,563,563,Situation d'activité,Au chômage,2018,gs1datot,250.04758376558132,22.750183771386656,138.55251429903365,361.5426532321289,65,Total amount of donations,Average total amount of donations,ON,,*
564,564,564,Situation d'activité,Pas dans la population active,2018,gs1datot,626.8132021711989,6.9685938167064965,541.2018458732159,712.4245584691819,1199,Total amount of donations,Average total amount of donations,ON,,
565,565,565,Situation d'activité,Unable to determine,2018,gs1datot,845.9429543050958,27.34697609244312,392.5252438747634,1299.3606647354275,226,Total amount of donations,Average total amount of donations,ON,,*
566,566,566,Situation d'activité,Employé.e,2018,gs1datot,726.2739678766952,8.662453405208371,602.966471362021,849.5814643913698,857,Total amount of donations,Average total amount of donations,PR,,
567,567,567,Situation d'activité,Au chômage,2018,gs1datot,617.3540264698726,68.44067077598301,-210.7723803193478,1445.4804332590927,18,Total amount of donations,Average total amount of donations,PR,,...
568,568,568,Situation d'activité,Pas dans la population active,2018,gs1datot,847.397887534959,11.555238191677391,655.4804792287974,1039.3152958411206,552,Total amount of donations,Average total amount of donations,PR,,
569,569,569,Situation d'activité,Unable to determine,2018,gs1datot,810.0367776299735,16.447711415046562,548.9058534411282,1071.1677018188186,172,Total amount of donations,Average total amount of donations,PR,,
570,570,570,Situation d'activité,Employé.e,2018,gs1datot,232.5579088003404,8.531596004560742,193.6704569187451,271.4453606819356,763,Total amount of donations,Average total amount of donations,QC,,
571,571,571,Situation d'activité,Au chômage,2018,gs1datot,182.5147078039795,36.004027607865744,53.720288734267655,311.30912687369135,34,Total amount of donations,Average total amount of donations,QC,,...
572,572,572,Situation d'activité,Pas dans la population active,2018,gs1datot,300.414742104749,16.175746550658413,205.17161077578743,395.65787343371056,587,Total amount of donations,Average total amount of donations,QC,,
573,573,573,Situation d'activité,Unable to determine,2018,gs1datot,209.92120446007348,16.51286831402878,141.98098927120978,277.8614196489372,125,Total amount of donations,Average total amount of donations,QC,,*
574,574,574,Personal income category,Moins de 25 000 $,2018,gs1datot,649.6075643285203,14.687339143520672,462.60727105914117,836.6078575978993,220,Total amount of donations,Average total amount of donations,AB,,
575,575,575,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,969.5815500853427,24.64514544559782,501.2387810166266,1437.924319154059,250,Total amount of donations,Average total amount of donations,AB,,*
576,576,576,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,1001.4561896519148,20.301754920461885,602.9696768021524,1399.9427025016766,221,Total amount of donations,Average total amount of donations,AB,,*
577,577,577,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,1479.0347302149564,25.173849333898946,749.281389672753,2208.7880707571594,113,Total amount of donations,Average total amount of donations,AB,,*
578,578,578,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,741.3437005191628,22.235046628717075,418.26692696037554,1064.4204740779496,93,Total amount of donations,Average total amount of donations,AB,,*
579,579,579,Personal income category,125 000 $ et plus,2018,gs1datot,1181.2506686966235,22.932016205562512,650.3266189731994,1712.1747184200476,116,Total amount of donations,Average total amount of donations,AB,,*
580,580,580,Personal income category,Moins de 25 000 $,2018,gs1datot,354.0875689922048,9.105378460536338,290.8963442197579,417.2787937646517,892,Total amount of donations,Average total amount of donations,AT,,
581,581,581,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,398.0234489280469,7.645797309665338,338.3776952989499,457.6692025571439,1045,Total amount of donations,Average total amount of donations,AT,,
582,582,582,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,624.1899199257726,12.275913225700526,474.0076542608883,774.3721855906572,636,Total amount of donations,Average total amount of donations,AT,,
583,583,583,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,673.151944868095,15.040638868628955,474.7127392951341,871.591150441056,388,Total amount of donations,Average total amount of donations,AT,,
584,584,584,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,809.6722894127603,31.76861053987623,305.5271462735337,1313.817432551987,111,Total amount of donations,Average total amount of donations,AT,,*
585,585,585,Personal income category,125 000 $ et plus,2018,gs1datot,1117.1172367401202,15.740982383722866,772.4669241029097,1461.7675493773306,140,Total amount of donations,Average total amount of donations,AT,,
586,586,586,Personal income category,Moins de 25 000 $,2018,gs1datot,454.83067345891976,14.352244503141696,326.8873402438764,582.7740066739631,362,Total amount of donations,Average total amount of donations,BC,,
587,587,587,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,453.38541969753294,9.14587500236739,372.11342813848114,534.6574112565847,435,Total amount of donations,Average total amount of donations,BC,,
588,588,588,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,709.1559534099547,11.619946375425966,547.6479798628234,870.6639269570862,354,Total amount of donations,Average total amount of donations,BC,,
589,589,589,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,1014.2448874587636,25.3847034810058,509.6265678939605,1518.8632070235672,182,Total amount of donations,Average total amount of donations,BC,,*
590,590,590,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,939.5205896591324,23.887083488847342,499.65749980744766,1379.3836795108173,80,Total amount of donations,Average total amount of donations,BC,,*
591,591,591,Personal income category,125 000 $ et plus,2018,gs1datot,1603.4823876177634,20.85160854183748,948.1647632675678,2258.800011967959,119,Total amount of donations,Average total amount of donations,BC,,*
592,592,592,Personal income category,Moins de 25 000 $,2018,gs1datot,383.09300488872566,7.558776022172707,326.3380490890666,439.8479606883844,800,Total amount of donations,Average total amount of donations,ON,,
593,593,593,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,552.5032538181515,7.995554370648893,465.9204766313117,639.0860310049912,873,Total amount of donations,Average total amount of donations,ON,,
594,594,594,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,546.4713114152751,8.071923967838497,460.015832507738,632.9267903228119,699,Total amount of donations,Average total amount of donations,ON,,
595,595,595,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,923.8154413224428,20.232701600395483,557.4730427746348,1290.1578398702507,433,Total amount of donations,Average total amount of donations,ON,,*
596,596,596,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,991.7448785684836,17.57025584481342,650.2170138535209,1333.2727432834467,224,Total amount of donations,Average total amount of donations,ON,,*
597,597,597,Personal income category,125 000 $ et plus,2018,gs1datot,1842.04623134422,11.832695792123554,1414.8451766738297,2269.247286014611,260,Total amount of donations,Average total amount of donations,ON,,
598,598,598,Personal income category,Moins de 25 000 $,2018,gs1datot,612.201853209263,13.579423763304572,449.2632187891082,775.140487629418,379,Total amount of donations,Average total amount of donations,PR,,
599,599,599,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,714.0166502465038,12.863408660597953,534.0000740873147,894.0332264056929,517,Total amount of donations,Average total amount of donations,PR,,
600,600,600,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,820.423723876996,13.038481459616378,610.7648180285104,1030.0826297254814,333,Total amount of donations,Average total amount of donations,PR,,
601,601,601,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,907.5590892368738,14.007574635806575,658.3947148686083,1156.7234636051394,212,Total amount of donations,Average total amount of donations,PR,,
602,602,602,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,1233.710250884304,27.257592069112572,574.6141354509373,1892.8063663176708,71,Total amount of donations,Average total amount of donations,PR,,*
603,603,603,Personal income category,125 000 $ et plus,2018,gs1datot,1124.8616244822654,26.64775337155995,537.3617312608629,1712.3615177036672,87,Total amount of donations,Average total amount of donations,PR,,*
604,604,604,Personal income category,Moins de 25 000 $,2018,gs1datot,164.22207666705037,15.00977761312692,115.91020216660348,212.53395116749732,393,Total amount of donations,Average total amount of donations,QC,,
