,Unnamed: 0,Unnamed: 0.1,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
227,227,227,Situation d'activité,Unable to determine,2018,gs1datot,890.4056029257769,24.390231413301702,464.75632981640024,1316.0548760351535,79,Total amount of donations,Average total amount of donations,46,MB,*
228,228,228,Situation d'activité,Employé.e,2018,gs1datot,793.5124854973187,12.862418502297,593.4689637763378,993.5560072183,398,Total amount of donations,Average total amount of donations,47,SK,
229,229,229,Situation d'activité,Au chômage,2018,gs1datot,124.6681405209658,73.63867652969844,-55.26433183517018,304.60061287710175,4,Total amount of donations,Average total amount of donations,47,SK,...
230,230,230,Situation d'activité,Pas dans la population active,2018,gs1datot,848.3309646816715,14.580117559910438,605.9076215318344,1090.7543078315084,254,Total amount of donations,Average total amount of donations,47,SK,
231,231,231,Situation d'activité,Unable to determine,2018,gs1datot,729.0691093161741,22.475523430543642,407.9052978461625,1050.2329207861858,93,Total amount of donations,Average total amount of donations,47,SK,*
232,232,232,Situation d'activité,Employé.e,2018,gs1datot,970.6365629959712,13.361122113124305,716.4528783118643,1224.8202476800782,601,Total amount of donations,Average total amount of donations,48,AB,
233,233,233,Situation d'activité,Au chômage,2018,gs1datot,517.9346987912503,57.549379735529975,-66.26825106051604,1102.1376486430167,28,Total amount of donations,Average total amount of donations,48,AB,...
234,234,234,Situation d'activité,Pas dans la population active,2018,gs1datot,1014.4939187952016,12.54814843862243,764.9901060213672,1263.997731569036,295,Total amount of donations,Average total amount of donations,48,AB,
235,235,235,Situation d'activité,Unable to determine,2018,gs1datot,539.8030460454557,21.11725597925811,316.3836331112235,763.222458979688,89,Total amount of donations,Average total amount of donations,48,AB,*
236,236,236,Situation d'activité,Employé.e,2018,gs1datot,670.9106281457969,9.712057938914569,543.2008861946397,798.620370096954,845,Total amount of donations,Average total amount of donations,59,BC,
237,237,237,Situation d'activité,Au chômage,2018,gs1datot,615.5536547655414,48.57569105181825,29.50591819782165,1201.6013913332613,26,Total amount of donations,Average total amount of donations,59,BC,...
238,238,238,Situation d'activité,Pas dans la population active,2018,gs1datot,627.0731435524328,8.806185417599767,518.8415338688144,735.304753236051,548,Total amount of donations,Average total amount of donations,59,BC,
239,239,239,Situation d'activité,Unable to determine,2018,gs1datot,529.8511633540314,18.7325093693712,335.3160771623052,724.3862495457578,113,Total amount of donations,Average total amount of donations,59,BC,*
240,240,240,Personal income category,Moins de 25 000 $,2018,gs1datot,277.0563830213773,14.574536362027635,197.91365807217576,356.19910797057884,234,Total amount of donations,Average total amount of donations,10,NL,
241,241,241,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,390.2297959049367,15.06822106151222,274.9825645808769,505.4770272289965,274,Total amount of donations,Average total amount of donations,10,NL,
242,242,242,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,376.0456332835642,17.714871719982078,245.48066946173543,506.61059710539286,182,Total amount of donations,Average total amount of donations,10,NL,*
243,243,243,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,563.3359206259862,19.462459697654406,348.447377358038,778.2244638939343,116,Total amount of donations,Average total amount of donations,10,NL,*
244,244,244,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,376.63413613745047,36.57141599113732,106.66784100738238,646.6004312675186,39,Total amount of donations,Average total amount of donations,10,NL,...
245,245,245,Personal income category,125 000 $ et plus,2018,gs1datot,1151.6601025035236,33.96948805710596,384.8966319034898,1918.423573103557,52,Total amount of donations,Average total amount of donations,10,NL,...
246,246,246,Personal income category,Moins de 25 000 $,2018,gs1datot,433.6494016255712,17.67148986091471,283.45283389471086,583.8459693564313,172,Total amount of donations,Average total amount of donations,11,PE,*
247,247,247,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,492.5516887352751,15.026837245611635,347.48507080855194,637.6183066619982,210,Total amount of donations,Average total amount of donations,11,PE,
248,248,248,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,512.0787082062138,17.42396844393995,337.2020339142572,686.9553824981706,124,Total amount of donations,Average total amount of donations,11,PE,*
249,249,249,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,780.1139527946982,33.10903793706072,273.8783349810281,1286.3495706083686,69,Total amount of donations,Average total amount of donations,11,PE,*
250,250,250,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,538.9943795602951,103.86393661393141,-558.2341884855482,1636.2229476061386,14,Total amount of donations,Average total amount of donations,11,PE,...
251,251,251,Personal income category,125 000 $ et plus,2018,gs1datot,560.2181768768669,30.408874247867466,226.32647212447827,894.1098816292557,9,Total amount of donations,Average total amount of donations,11,PE,...
252,252,252,Personal income category,Moins de 25 000 $,2018,gs1datot,364.5149192607376,17.98653256424899,236.0126350411729,493.0172034803021,240,Total amount of donations,Average total amount of donations,12,NS,*
253,253,253,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,400.85047679218314,13.667006177610805,293.47530139719083,508.2256521871753,283,Total amount of donations,Average total amount of donations,12,NS,
254,254,254,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,602.5073455707812,22.618011060718604,335.4129045808295,869.601786560733,174,Total amount of donations,Average total amount of donations,12,NS,*
255,255,255,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,488.6082369429925,20.93773209217716,288.0970935323992,689.1193803535858,105,Total amount of donations,Average total amount of donations,12,NS,*
256,256,256,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,923.8713907861304,32.67651072379161,332.1799526497698,1515.5628289224912,27,Total amount of donations,Average total amount of donations,12,NS,*
257,257,257,Personal income category,125 000 $ et plus,2018,gs1datot,1438.0320862721067,21.188527411221173,840.8353274517734,2035.2288450924384,51,Total amount of donations,Average total amount of donations,12,NS,*
258,258,258,Personal income category,Moins de 25 000 $,2018,gs1datot,380.15141911540087,13.291741947181007,281.1168974821789,479.1859407486229,246,Total amount of donations,Average total amount of donations,13,NB,
259,259,259,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,379.2028435462933,14.386777303035641,272.276873861726,486.1288132308608,278,Total amount of donations,Average total amount of donations,13,NB,
260,260,260,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,881.5943694635492,19.724978234515373,540.7678092595952,1222.420929667503,156,Total amount of donations,Average total amount of donations,13,NB,*
261,261,261,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,975.7703629434246,32.060484660455806,362.6216831371434,1588.9190427497065,98,Total amount of donations,Average total amount of donations,13,NB,*
262,262,262,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,1123.5351431140973,67.10159987342696,-354.10141456119436,2601.171700789389,31,Total amount of donations,Average total amount of donations,13,NB,...
263,263,263,Personal income category,125 000 $ et plus,2018,gs1datot,518.2105260345191,21.88730998504569,295.9068163441242,740.5142357249141,28,Total amount of donations,Average total amount of donations,13,NB,*
264,264,264,Personal income category,Moins de 25 000 $,2018,gs1datot,164.22207666705037,15.00977761312692,115.91020216660348,212.53395116749732,393,Total amount of donations,Average total amount of donations,24,QC,
265,265,265,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,252.54239049214425,12.075637596149786,192.7711252724809,312.31365571180766,505,Total amount of donations,Average total amount of donations,24,QC,
266,266,266,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,239.52819723059352,14.085834455012007,173.39990351928398,305.6564909419031,327,Total amount of donations,Average total amount of donations,24,QC,
267,267,267,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,421.2891161045012,39.20023298546103,97.60828641650272,744.9699457924997,150,Total amount of donations,Average total amount of donations,24,QC,...
268,268,268,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,310.2472034553566,20.436692487882823,185.9771238212347,434.51728308947855,64,Total amount of donations,Average total amount of donations,24,QC,*
269,269,269,Personal income category,125 000 $ et plus,2018,gs1datot,752.3039990829751,20.96333270187844,443.2020181044723,1061.4059800614777,70,Total amount of donations,Average total amount of donations,24,QC,*
270,270,270,Personal income category,Moins de 25 000 $,2018,gs1datot,383.09300488872566,7.558776022172707,326.3380490890666,439.8479606883844,800,Total amount of donations,Average total amount of donations,35,ON,
271,271,271,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,552.5032538181515,7.995554370648893,465.9204766313117,639.0860310049912,873,Total amount of donations,Average total amount of donations,35,ON,
272,272,272,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,546.4713114152751,8.071923967838497,460.015832507738,632.9267903228119,699,Total amount of donations,Average total amount of donations,35,ON,
273,273,273,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,923.8154413224428,20.232701600395483,557.4730427746348,1290.1578398702507,433,Total amount of donations,Average total amount of donations,35,ON,*
274,274,274,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,991.7448785684836,17.57025584481342,650.2170138535209,1333.2727432834467,224,Total amount of donations,Average total amount of donations,35,ON,*
275,275,275,Personal income category,125 000 $ et plus,2018,gs1datot,1842.04623134422,11.832695792123554,1414.8451766738297,2269.247286014611,260,Total amount of donations,Average total amount of donations,35,ON,
276,276,276,Personal income category,Moins de 25 000 $,2018,gs1datot,526.7097374127796,15.689789161420428,364.7390050239237,688.6804698016357,204,Total amount of donations,Average total amount of donations,46,MB,
277,277,277,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,791.2995430573662,18.85992646928264,498.79743448513466,1083.801651629598,305,Total amount of donations,Average total amount of donations,46,MB,*
278,278,278,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,874.6873662337995,17.4210067967489,576.0293370231022,1173.3453954444967,190,Total amount of donations,Average total amount of donations,46,MB,*
279,279,279,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,1014.1154299615613,21.949466638037357,577.8413079258627,1450.3895519972596,86,Total amount of donations,Average total amount of donations,46,MB,*
280,280,280,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,746.7925506053392,35.89097096522851,221.46125275242264,1272.1238484582561,37,Total amount of donations,Average total amount of donations,46,MB,...
281,281,281,Personal income category,125 000 $ et plus,2018,gs1datot,758.8743090796721,32.29615709894691,278.5121474832324,1239.2364706761118,28,Total amount of donations,Average total amount of donations,46,MB,*
282,282,282,Personal income category,Moins de 25 000 $,2018,gs1datot,710.2225410722136,22.521631887595746,396.7190375638112,1023.726044580616,175,Total amount of donations,Average total amount of donations,47,SK,*
283,283,283,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,613.3140917513177,15.031238756825767,432.6275492675669,794.0006342350688,212,Total amount of donations,Average total amount of donations,47,SK,
284,284,284,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,746.5324750300871,18.30292232338025,478.72836839762937,1014.3365816625447,143,Total amount of donations,Average total amount of donations,47,SK,*
285,285,285,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,811.7309390364721,17.241299710121528,537.4281699902813,1086.033708082663,126,Total amount of donations,Average total amount of donations,47,SK,*
286,286,286,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,1673.7812402279833,35.551727157502725,507.4887176315177,2840.0737628244497,34,Total amount of donations,Average total amount of donations,47,SK,...
287,287,287,Personal income category,125 000 $ et plus,2018,gs1datot,1350.3119884423336,34.29625348011038,442.640079669275,2257.983897215392,59,Total amount of donations,Average total amount of donations,47,SK,...
288,288,288,Personal income category,Moins de 25 000 $,2018,gs1datot,649.6075643285203,14.687339143520672,462.60727105914117,836.6078575978993,220,Total amount of donations,Average total amount of donations,48,AB,
289,289,289,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,969.5815500853427,24.64514544559782,501.2387810166266,1437.924319154059,250,Total amount of donations,Average total amount of donations,48,AB,*
290,290,290,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,1001.4561896519148,20.301754920461885,602.9696768021524,1399.9427025016766,221,Total amount of donations,Average total amount of donations,48,AB,*
291,291,291,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,1479.0347302149564,25.173849333898946,749.281389672753,2208.7880707571594,113,Total amount of donations,Average total amount of donations,48,AB,*
292,292,292,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,741.3437005191628,22.235046628717075,418.26692696037554,1064.4204740779496,93,Total amount of donations,Average total amount of donations,48,AB,*
293,293,293,Personal income category,125 000 $ et plus,2018,gs1datot,1181.2506686966235,22.932016205562512,650.3266189731994,1712.1747184200476,116,Total amount of donations,Average total amount of donations,48,AB,*
294,294,294,Personal income category,Moins de 25 000 $,2018,gs1datot,454.83067345891976,14.352244503141696,326.8873402438764,582.7740066739631,362,Total amount of donations,Average total amount of donations,59,BC,
295,295,295,Personal income category,25 000 $ à 49 999 $,2018,gs1datot,453.38541969753294,9.14587500236739,372.11342813848114,534.6574112565847,435,Total amount of donations,Average total amount of donations,59,BC,
296,296,296,Personal income category,"50,000 $ a 74,999 $",2018,gs1datot,709.1559534099547,11.619946375425966,547.6479798628234,870.6639269570862,354,Total amount of donations,Average total amount of donations,59,BC,
297,297,297,Personal income category,75 000 $ à 99 999 $,2018,gs1datot,1014.2448874587636,25.3847034810058,509.6265678939605,1518.8632070235672,182,Total amount of donations,Average total amount of donations,59,BC,*
298,298,298,Personal income category,100 000 $ à 124 999 $,2018,gs1datot,939.5205896591324,23.887083488847342,499.65749980744766,1379.3836795108173,80,Total amount of donations,Average total amount of donations,59,BC,*
299,299,299,Personal income category,125 000 $ et plus,2018,gs1datot,1603.4823876177634,20.85160854183748,948.1647632675678,2258.800011967959,119,Total amount of donations,Average total amount of donations,59,BC,*
300,300,300,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,981.8338455529558,15.83889927643884,677.0365656135442,1286.6311254923676,144,Total amount of donations,Average total amount of donations,10,NL,
301,301,301,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,437.8194957153962,17.96843949231012,283.6304399281519,592.0085515026406,87,Total amount of donations,Average total amount of donations,10,NL,*
302,302,302,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,210.65006826119182,12.385699069754207,159.51366017363335,261.78647634875017,105,Total amount of donations,Average total amount of donations,10,NL,
303,303,303,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,228.13673248965614,13.397743061248539,168.23009374373655,288.04337123557576,156,Total amount of donations,Average total amount of donations,10,NL,
304,304,304,Frequency of religious attendance,Pas du tout,2018,gs1datot,214.7677009919637,15.218413095212464,150.7077757029402,278.8276262809872,295,Total amount of donations,Average total amount of donations,10,NL,
305,305,305,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,1159.7556029643388,13.539767596597722,851.9859602810782,1467.5252456475994,154,Total amount of donations,Average total amount of donations,11,PE,
306,306,306,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,794.4061509220145,32.58534027092488,287.0499769563352,1301.762324887694,59,Total amount of donations,Average total amount of donations,11,PE,*
307,307,307,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,355.05140005145086,37.031488482397435,97.35373149297465,612.7490686099272,64,Total amount of donations,Average total amount of donations,11,PE,...
308,308,308,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,311.9030258062903,20.245095195290773,188.14097360153875,435.66507801104194,71,Total amount of donations,Average total amount of donations,11,PE,*
309,309,309,Frequency of religious attendance,Pas du tout,2018,gs1datot,167.4930567594735,16.163774276401462,114.43056055164743,220.55555296729958,208,Total amount of donations,Average total amount of donations,11,PE,
310,310,310,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,1191.6650253170176,12.54396332718282,898.6856424139412,1484.644408220094,154,Total amount of donations,Average total amount of donations,12,NS,
311,311,311,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,509.6062867089077,22.61259034141149,283.74948030056254,735.4630931172528,74,Total amount of donations,Average total amount of donations,12,NS,*
312,312,312,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,402.6542406183123,22.63071058155129,224.0554314298473,581.2530498067773,73,Total amount of donations,Average total amount of donations,12,NS,*
313,313,313,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,351.4223287321437,29.26382340406805,149.86039757001654,552.9842598942707,119,Total amount of donations,Average total amount of donations,12,NS,*
314,314,314,Frequency of religious attendance,Pas du tout,2018,gs1datot,285.0965304321112,14.461289495491851,204.2898914698639,365.9031693943586,386,Total amount of donations,Average total amount of donations,12,NS,
315,315,315,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,1590.143822686282,16.424618117276392,1078.2501302581506,2102.037515114413,178,Total amount of donations,Average total amount of donations,13,NB,
316,316,316,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,570.5028867114147,19.66741294348123,350.58873693510964,790.4170364877202,74,Total amount of donations,Average total amount of donations,13,NB,*
317,317,317,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,373.83092063056,19.51619516098561,230.8367070280299,516.8251342330901,70,Total amount of donations,Average total amount of donations,13,NB,*
318,318,318,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,274.0391358982268,24.009564695320098,145.0821224541512,402.9961493423024,124,Total amount of donations,Average total amount of donations,13,NB,*
319,319,319,Frequency of religious attendance,Pas du tout,2018,gs1datot,197.11336360511157,14.744183211990896,140.15140960171635,254.07531760850685,335,Total amount of donations,Average total amount of donations,13,NB,
320,320,320,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,659.8809209952523,17.043932938754846,439.444434807712,880.3174071827922,141,Total amount of donations,Average total amount of donations,24,QC,*
321,321,321,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,355.0121807583803,26.31910915441259,171.8809009045507,538.1434606122099,90,Total amount of donations,Average total amount of donations,24,QC,*
322,322,322,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,277.88036389549626,18.660966000495176,176.24611743490445,379.51461035608804,146,Total amount of donations,Average total amount of donations,24,QC,*
323,323,323,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,294.830057680785,27.990324558806705,133.08620533477472,456.57391002679526,273,Total amount of donations,Average total amount of donations,24,QC,*
324,324,324,Frequency of religious attendance,Pas du tout,2018,gs1datot,162.09119519361548,7.074045616934121,139.61745418696972,184.56493620026126,747,Total amount of donations,Average total amount of donations,24,QC,
325,325,325,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,1285.2313135205761,7.109253171619938,1106.148722344218,1464.3139046969338,614,Total amount of donations,Average total amount of donations,35,ON,
326,326,326,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,766.7018125420402,14.256392686322265,552.4698677635134,980.9337573205667,319,Total amount of donations,Average total amount of donations,35,ON,
327,327,327,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,585.5482247199941,14.502255165759196,419.1125956416986,751.9838537982896,321,Total amount of donations,Average total amount of donations,35,ON,
328,328,328,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,389.40846615254907,14.381903974597444,279.6419538998492,499.17497840524885,434,Total amount of donations,Average total amount of donations,35,ON,
329,329,329,Frequency of religious attendance,Pas du tout,2018,gs1datot,345.6072578378037,6.822546607327904,299.39284321530937,391.82167246029775,1355,Total amount of donations,Average total amount of donations,35,ON,
330,330,330,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,1645.5735661807614,14.553638239275068,1176.180176938085,2114.9669554234383,179,Total amount of donations,Average total amount of donations,46,MB,
331,331,331,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,999.2859658354604,20.53341617986531,597.1257652230273,1401.4461664478933,81,Total amount of donations,Average total amount of donations,46,MB,*
332,332,332,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,849.7458316889987,31.93720160281033,317.8409285651485,1381.6507348128491,65,Total amount of donations,Average total amount of donations,46,MB,*
333,333,333,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,413.19544559701654,25.01685503785845,210.59689739113517,615.7939938028977,104,Total amount of donations,Average total amount of donations,46,MB,*
334,334,334,Frequency of religious attendance,Pas du tout,2018,gs1datot,259.57135186181966,11.553438044099837,200.79317792193402,318.3495258017055,353,Total amount of donations,Average total amount of donations,46,MB,
335,335,335,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,1902.452032560889,14.419116245807336,1364.801042818004,2440.103022303773,135,Total amount of donations,Average total amount of donations,47,SK,
336,336,336,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,819.7106640421804,20.826845355562373,485.1058627651937,1154.315465319167,76,Total amount of donations,Average total amount of donations,47,SK,*
337,337,337,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,491.644813943056,27.153856082391,229.98859260518736,753.3010352809247,60,Total amount of donations,Average total amount of donations,47,SK,*
338,338,338,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,491.3993173631848,31.945398282463078,183.7252116365768,799.0734230897922,92,Total amount of donations,Average total amount of donations,47,SK,*
339,339,339,Frequency of religious attendance,Pas du tout,2018,gs1datot,334.87038844684463,10.62256684024322,265.15088113443505,404.58989575925415,311,Total amount of donations,Average total amount of donations,47,SK,
340,340,340,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,2357.249425614297,15.49729864377348,1641.2550152198455,3073.243836008749,193,Total amount of donations,Average total amount of donations,48,AB,
341,341,341,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,1037.769278413796,20.60180024145036,618.7306372249889,1456.807919602603,93,Total amount of donations,Average total amount of donations,48,AB,*
342,342,342,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,696.871158534317,31.35774974890925,268.5737253723645,1125.1685916962697,66,Total amount of donations,Average total amount of donations,48,AB,*
343,343,343,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,477.2983513684425,29.68163503237109,199.63034252635825,754.966360210527,108,Total amount of donations,Average total amount of donations,48,AB,*
344,344,344,Frequency of religious attendance,Pas du tout,2018,gs1datot,427.0826030402535,9.899686000364397,344.2156459082084,509.9495601722985,462,Total amount of donations,Average total amount of donations,48,AB,
345,345,345,Frequency of religious attendance,Au moins 1 fois par semaine,2018,gs1datot,1930.8508394064745,11.598453100274241,1491.9192000987268,2369.782478714222,243,Total amount of donations,Average total amount of donations,59,BC,
346,346,346,Frequency of religious attendance,Au moins 1 fois par mois,2018,gs1datot,781.3459635467378,22.40279540699571,438.2673260500311,1124.4246010434445,87,Total amount of donations,Average total amount of donations,59,BC,*
347,347,347,Frequency of religious attendance,Au moins 3 fois par mois,2018,gs1datot,541.8349802858423,19.843955634851838,331.0967262418904,752.5732343297948,99,Total amount of donations,Average total amount of donations,59,BC,*
348,348,348,Frequency of religious attendance,1 ou 2 fois par an,2018,gs1datot,428.18735843318274,17.165432923171608,284.12958653438596,572.2451303319796,158,Total amount of donations,Average total amount of donations,59,BC,*
349,349,349,Frequency of religious attendance,Pas du tout,2018,gs1datot,353.14425451308205,9.240888901347905,289.1834401164003,417.1050689097638,825,Total amount of donations,Average total amount of donations,59,BC,
350,350,350,Statut d'immigration,Né.e au Canada,2018,gs1datot,372.1971045896245,8.740127205219482,308.4384954158156,435.9557137634333,766,Total amount of donations,Average total amount of donations,10,NL,
351,351,351,Statut d'immigration,Naturalisé.e,2018,gs1datot,131.15390012070165,37.96110099364311,33.572262854568656,228.73553738683464,9,Total amount of donations,Average total amount of donations,10,NL,...
352,352,352,Statut d'immigration,Non canadien.ne,2018,gs1datot,2931.9558430232237,52.40785748357792,-79.67628631114758,5943.587972357594,3,Total amount of donations,Average total amount of donations,10,NL,...
353,353,353,Statut d'immigration,Unknown,2018,gs1datot,474.1153991212662,21.009296647769172,278.8866976782714,669.344100564261,119,Total amount of donations,Average total amount of donations,10,NL,*
354,354,354,Statut d'immigration,Né.e au Canada,2018,gs1datot,517.4036535456812,11.02344165274974,405.6157555909897,629.1915515003725,523,Total amount of donations,Average total amount of donations,11,PE,
355,355,355,Statut d'immigration,Naturalisé.e,2018,gs1datot,618.9382162033149,48.4372157453638,31.347992848664376,1206.5284395579656,15,Total amount of donations,Average total amount of donations,11,PE,...
356,356,356,Statut d'immigration,Non canadien.ne,2018,gs1datot,433.4802365379854,94.94647384736516,-373.1903712872692,1240.1508443632401,7,Total amount of donations,Average total amount of donations,11,PE,...
357,357,357,Statut d'immigration,Unknown,2018,gs1datot,363.2396072044692,20.77023906071037,215.36868424938325,511.1105301595552,53,Total amount of donations,Average total amount of donations,11,PE,*
358,358,358,Statut d'immigration,Né.e au Canada,2018,gs1datot,443.6605943720893,9.04312041268541,365.0253462652785,522.2958424789001,743,Total amount of donations,Average total amount of donations,12,NS,
359,359,359,Statut d'immigration,Naturalisé.e,2018,gs1datot,510.8899507964493,24.32900020141261,267.2773696868528,754.502531906046,54,Total amount of donations,Average total amount of donations,12,NS,*
360,360,360,Statut d'immigration,Non canadien.ne,2018,gs1datot,867.4056531767329,54.889558808541075,-65.76286609139606,1800.5741724448621,7,Total amount of donations,Average total amount of donations,12,NS,...
361,361,361,Statut d'immigration,Unknown,2018,gs1datot,876.0472088327748,27.87556364066813,397.41793336750686,1354.6764842980433,76,Total amount of donations,Average total amount of donations,12,NS,*
362,362,362,Statut d'immigration,Né.e au Canada,2018,gs1datot,512.325988760708,10.553597605911614,406.3530424369937,618.2989350844223,750,Total amount of donations,Average total amount of donations,13,NB,
363,363,363,Statut d'immigration,Naturalisé.e,2018,gs1datot,427.3617545088862,39.58222163355433,95.81566423840886,758.9078447793636,12,Total amount of donations,Average total amount of donations,13,NB,...
364,364,364,Statut d'immigration,Non canadien.ne,2018,gs1datot,11.563682400621051,72.90777849188515,-4.960428901670469,28.08779370291257,5,Total amount of donations,Average total amount of donations,13,NB,...
365,365,365,Statut d'immigration,Unknown,2018,gs1datot,943.1204853797806,31.156803743704177,367.19251894074114,1519.0484518188198,70,Total amount of donations,Average total amount of donations,13,NB,*
366,366,366,Statut d'immigration,Né.e au Canada,2018,gs1datot,248.37555714302502,9.490168215419262,202.17674004216838,294.5743742438816,1221,Total amount of donations,Average total amount of donations,24,QC,
367,367,367,Statut d'immigration,Naturalisé.e,2018,gs1datot,305.4780028168828,16.734775741272227,205.28256889309293,405.6734367406726,148,Total amount of donations,Average total amount of donations,24,QC,*
368,368,368,Statut d'immigration,Non canadien.ne,2018,gs1datot,175.7743712570291,36.45738132622698,50.17452293233772,301.3742195817204,32,Total amount of donations,Average total amount of donations,24,QC,...
369,369,369,Statut d'immigration,Unknown,2018,gs1datot,219.34713082534515,17.602110745864934,143.67346059626652,295.02080105442377,108,Total amount of donations,Average total amount of donations,24,QC,*
370,370,370,Statut d'immigration,Né.e au Canada,2018,gs1datot,613.0289635851515,5.52753088347632,546.6148680199926,679.4430591503103,2190,Total amount of donations,Average total amount of donations,35,ON,
371,371,371,Statut d'immigration,Naturalisé.e,2018,gs1datot,592.9869076682485,7.344987511831063,507.6210402574679,678.352775079029,804,Total amount of donations,Average total amount of donations,35,ON,
372,372,372,Statut d'immigration,Non canadien.ne,2018,gs1datot,433.29927356074603,27.307520371709828,201.3898917281441,665.2086553933477,75,Total amount of donations,Average total amount of donations,35,ON,*
373,373,373,Statut d'immigration,Unknown,2018,gs1datot,804.4609478973928,28.696397754024616,352.0006878801357,1256.9212079146496,220,Total amount of donations,Average total amount of donations,35,ON,*
374,374,374,Statut d'immigration,Né.e au Canada,2018,gs1datot,705.5593457888199,9.704878298859477,571.3534072630825,839.7652843145572,651,Total amount of donations,Average total amount of donations,46,MB,
375,375,375,Statut d'immigration,Naturalisé.e,2018,gs1datot,622.5925592282006,21.817207242983212,356.3661257959115,888.8189926604898,115,Total amount of donations,Average total amount of donations,46,MB,*
376,376,376,Statut d'immigration,Non canadien.ne,2018,gs1datot,2084.367895215266,77.11258423516604,-1065.9017167561585,5234.63750718669,13,Total amount of donations,Average total amount of donations,46,MB,...
