Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
Age group,25 to 34 years,2018,gs1dntot,3.145615464853187,9.694140825579268,2.547943277153324,3.74328765255305,67,Total number of donations,Average total number of donations,13,NB,NA
Age group,35 to 44 years,2018,gs1dntot,3.6855901666759494,7.439881598591305,3.148161094807099,4.2230192385448,122,Total number of donations,Average total number of donations,13,NB,NA
Age group,45 to 54 years,2018,gs1dntot,4.072381782934115,7.429711939271419,3.4793628583390865,4.665400707529144,135,Total number of donations,Average total number of donations,13,NB,NA
Age group,55 to 64 years,2018,gs1dntot,4.2168532772483065,5.836912608911087,3.734439422226574,4.699267132270038,191,Total number of donations,Average total number of donations,13,NB,NA
Age group,65 to 74 years,2018,gs1dntot,4.568847906324261,5.760279093204526,4.053027738948366,5.084668073700156,186,Total number of donations,Average total number of donations,13,NB,NA
Age group,75 years and over,2018,gs1dntot,4.564582900098615,9.084085587735556,3.75188262388984,5.377283176307389,109,Total number of donations,Average total number of donations,13,NB,NA
Age group,15 to 24 years,2018,gs1dntot,2.7779114059362744,16.9594032945015,1.8545386643853556,3.701284147487194,44,Total number of donations,Average total number of donations,24,QC,*
Age group,25 to 34 years,2018,gs1dntot,2.7496764425287217,5.08528436538356,2.475616900717778,3.0237359843396647,154,Total number of donations,Average total number of donations,24,QC,NA
Age group,35 to 44 years,2018,gs1dntot,3.07923594930485,4.284043103541237,2.8206857414700974,3.3377861571396026,254,Total number of donations,Average total number of donations,24,QC,NA
Age group,45 to 54 years,2018,gs1dntot,3.822958278120347,7.2589124137545795,3.2790580942721648,4.366858461968531,204,Total number of donations,Average total number of donations,24,QC,NA
Age group,55 to 64 years,2018,gs1dntot,3.817827739122277,4.426463287760503,3.486604128751803,4.149051349492751,354,Total number of donations,Average total number of donations,24,QC,NA
Age group,65 to 74 years,2018,gs1dntot,3.9307897383676464,4.764115946915778,3.5637524165885055,4.297827060146787,300,Total number of donations,Average total number of donations,24,QC,NA
Age group,75 years and over,2018,gs1dntot,3.9823985950405727,6.341103835147449,3.4874527510734112,4.477344439007735,199,Total number of donations,Average total number of donations,24,QC,NA
Age group,15 to 24 years,2018,gs1dntot,2.394930615504426,9.102316959183929,1.96766988253646,2.822191348472392,99,Total number of donations,Average total number of donations,35,ON,NA
Age group,25 to 34 years,2018,gs1dntot,2.9658861675296566,4.304426903559659,2.71566853725858,3.2161037978007334,375,Total number of donations,Average total number of donations,35,ON,NA
Age group,35 to 44 years,2018,gs1dntot,3.577998600941653,3.763754418031959,3.31405597341517,3.841941228468136,510,Total number of donations,Average total number of donations,35,ON,NA
Age group,45 to 54 years,2018,gs1dntot,3.933703282989266,3.1486382323028375,3.6909458961886226,4.17646066978991,552,Total number of donations,Average total number of donations,35,ON,NA
Age group,55 to 64 years,2018,gs1dntot,4.353278891722749,3.686046126504301,4.038775489692778,4.667782293752721,687,Total number of donations,Average total number of donations,35,ON,NA
Age group,65 to 74 years,2018,gs1dntot,4.538708164848682,4.012044598654771,4.181808531361741,4.895607798335623,648,Total number of donations,Average total number of donations,35,ON,NA
Age group,75 years and over,2018,gs1dntot,3.9902722072986694,4.392910682666174,3.646711896054726,4.333832518542613,418,Total number of donations,Average total number of donations,35,ON,NA
Age group,15 to 24 years,2018,gs1dntot,2.305656213001038,16.031015367779748,1.5812141254436556,3.030098300558421,39,Total number of donations,Average total number of donations,46,MB,NA
Age group,25 to 34 years,2018,gs1dntot,2.9329520235457474,6.207254770224683,2.5761292037649866,3.289774843326508,114,Total number of donations,Average total number of donations,46,MB,NA
Age group,35 to 44 years,2018,gs1dntot,3.2433396490973405,8.520503384731049,2.7017058273526646,3.784973470842016,125,Total number of donations,Average total number of donations,46,MB,NA
Age group,45 to 54 years,2018,gs1dntot,3.724716316791846,8.900273362160075,3.07496878532207,4.374463848261621,119,Total number of donations,Average total number of donations,46,MB,NA
Age group,55 to 64 years,2018,gs1dntot,4.424548041193014,6.686452813861406,3.8447018748762183,5.004394207509809,181,Total number of donations,Average total number of donations,46,MB,NA
Age group,65 to 74 years,2018,gs1dntot,4.683195905421132,6.916145616446401,4.04837013999603,5.3180216708462344,169,Total number of donations,Average total number of donations,46,MB,NA
Age group,75 years and over,2018,gs1dntot,5.157580606189709,7.865775353978075,4.362455156875791,5.9527060555036275,103,Total number of donations,Average total number of donations,46,MB,NA
Age group,15 to 24 years,2018,gs1dntot,1.939467447332964,12.914484477605535,1.448550912234564,2.430383982431364,26,Total number of donations,Average total number of donations,47,SK,NA
Age group,25 to 34 years,2018,gs1dntot,3.634479640061051,7.662120443293069,3.0886723828652336,4.180286897256869,95,Total number of donations,Average total number of donations,47,SK,NA
Age group,35 to 44 years,2018,gs1dntot,4.811484014397319,9.673078305537954,3.899280288575512,5.723687740219127,109,Total number of donations,Average total number of donations,47,SK,NA
Age group,45 to 54 years,2018,gs1dntot,4.538122871369163,7.352303758046906,3.884167994468035,5.192077748270291,111,Total number of donations,Average total number of donations,47,SK,NA
Age group,55 to 64 years,2018,gs1dntot,4.7305872659865065,6.826584177654797,4.097641353982313,5.3635331779907,158,Total number of donations,Average total number of donations,47,SK,NA
Age group,65 to 74 years,2018,gs1dntot,4.549417528097275,7.154544732776122,3.911468631001556,5.1873664251929945,150,Total number of donations,Average total number of donations,47,SK,NA
Age group,75 years and over,2018,gs1dntot,3.794417998624158,9.643746696813167,3.07722001915252,4.511615978095797,100,Total number of donations,Average total number of donations,47,SK,NA
Age group,15 to 24 years,2018,gs1dntot,2.1399141121332352,11.96535440989082,1.6380686509661415,2.641759573300329,42,Total number of donations,Average total number of donations,48,AB,NA
Age group,25 to 34 years,2018,gs1dntot,3.422680836118638,11.973984825567396,2.6194262798497094,4.225935392387567,132,Total number of donations,Average total number of donations,48,AB,NA
Age group,35 to 44 years,2018,gs1dntot,3.632812141274033,5.497061225870749,3.241411434537695,4.024212848010371,183,Total number of donations,Average total number of donations,48,AB,NA
Age group,45 to 54 years,2018,gs1dntot,3.371200823860013,6.27202414563683,2.956781080905972,3.785620566814054,173,Total number of donations,Average total number of donations,48,AB,NA
Age group,55 to 64 years,2018,gs1dntot,3.9988567965488433,5.180444637200838,3.592833475026087,4.4048801180716,252,Total number of donations,Average total number of donations,48,AB,NA
Age group,65 to 74 years,2018,gs1dntot,4.456792273130945,6.480999955355883,3.890667053751291,5.022917492510597,139,Total number of donations,Average total number of donations,48,AB,NA
Age group,75 years and over,2018,gs1dntot,3.475051343765202,8.26056788568916,2.9124260907102455,4.037676596820159,92,Total number of donations,Average total number of donations,48,AB,NA
Age group,15 to 24 years,2018,gs1dntot,2.20874092201222,11.036438011736314,1.7309677088808972,2.686514135143543,49,Total number of donations,Average total number of donations,59,BC,NA
Age group,25 to 34 years,2018,gs1dntot,2.769907232926455,6.239999824979544,2.4311427332040747,3.108671732648835,162,Total number of donations,Average total number of donations,59,BC,NA
Age group,35 to 44 years,2018,gs1dntot,3.5272246523831736,5.663216969178942,3.135713251921767,3.91873605284458,228,Total number of donations,Average total number of donations,59,BC,NA
Age group,45 to 54 years,2018,gs1dntot,3.6253991883518104,6.681304727938215,3.1506489360985586,4.100149440605063,247,Total number of donations,Average total number of donations,59,BC,NA
Age group,55 to 64 years,2018,gs1dntot,3.711833738567533,5.748847967775009,3.293601574067138,4.130065903067926,314,Total number of donations,Average total number of donations,59,BC,NA
Age group,65 to 74 years,2018,gs1dntot,3.7625424149323208,6.135991889989234,3.310046906818457,4.215037923046184,333,Total number of donations,Average total number of donations,59,BC,NA
Age group,75 years and over,2018,gs1dntot,4.487202180545193,7.294380353112966,3.8456793241410328,5.128725036949353,199,Total number of donations,Average total number of donations,59,BC,NA
Gender,Male gender,2018,gs1dntot,4.318802158114928,4.023136922447752,3.9782558203568263,4.65934849587303,377,Total number of donations,Average total number of donations,10,NL,NA
Gender,Female gender,2018,gs1dntot,5.070320274653716,3.8197778749239104,4.690724304750467,5.449916244556966,520,Total number of donations,Average total number of donations,10,NL,NA
Gender,Male gender,2018,gs1dntot,4.057511101485677,5.05288635918655,3.6556764924864744,4.459345710484879,252,Total number of donations,Average total number of donations,11,PE,NA
Gender,Female gender,2018,gs1dntot,4.777230247294924,4.449592281891501,4.3606060569940945,5.193854437595754,346,Total number of donations,Average total number of donations,11,PE,NA
Gender,Male gender,2018,gs1dntot,3.882034635357151,4.363950193998608,3.5499970230568167,4.2140722476574854,345,Total number of donations,Average total number of donations,12,NS,NA
Gender,Female gender,2018,gs1dntot,4.350021803294319,3.794983116151135,4.026465866571366,4.673577740017272,535,Total number of donations,Average total number of donations,12,NS,NA
Gender,Male gender,2018,gs1dntot,3.655858800228673,4.680236366806213,3.320503409724625,3.991214190732721,360,Total number of donations,Average total number of donations,13,NB,NA
Gender,Female gender,2018,gs1dntot,4.062160720765817,3.639855723512576,3.772366738489671,4.351954703041963,477,Total number of donations,Average total number of donations,13,NB,NA
Gender,Male gender,2018,gs1dntot,3.402126940840794,3.502495224682151,3.1685789384834777,3.6356749431981106,673,Total number of donations,Average total number of donations,24,QC,NA
Gender,Female gender,2018,gs1dntot,3.5279146395729173,3.4515686340453113,3.2892529706523077,3.766576308493527,836,Total number of donations,Average total number of donations,24,QC,NA
Gender,Male gender,2018,gs1dntot,3.515487664277374,2.3837071823553333,3.3512447757159878,3.67973055283876,1400,Total number of donations,Average total number of donations,35,ON,NA
Gender,Female gender,2018,gs1dntot,3.900109186961892,2.138472689075143,3.736642761928718,4.063575611995066,1889,Total number of donations,Average total number of donations,35,ON,NA
Gender,Male gender,2018,gs1dntot,3.444505481398094,4.79985512497527,3.120462141037207,3.7685488217589818,360,Total number of donations,Average total number of donations,46,MB,NA
Gender,Female gender,2018,gs1dntot,3.956939321805554,4.189413547550223,3.632031090228776,4.281847553382332,490,Total number of donations,Average total number of donations,46,MB,NA
Gender,Male gender,2018,gs1dntot,3.978259102537566,5.473998413042751,3.551438058944836,4.405080146130296,318,Total number of donations,Average total number of donations,47,SK,NA
Gender,Female gender,2018,gs1dntot,4.334451780019863,4.431582108280031,3.957972510474153,4.710931049565574,431,Total number of donations,Average total number of donations,47,SK,NA
Gender,Male gender,2018,gs1dntot,3.193437848462019,3.944870727827301,2.9465274755865742,3.440348221337464,455,Total number of donations,Average total number of donations,48,AB,NA
Gender,Female gender,2018,gs1dntot,3.770593229826373,4.1374870064778175,3.4648235508148746,4.076362908837871,558,Total number of donations,Average total number of donations,48,AB,NA
Gender,Male gender,2018,gs1dntot,3.3061345943566582,3.735890753595511,3.0640524325954237,3.548216756117893,609,Total number of donations,Average total number of donations,59,BC,NA
Gender,Female gender,2018,gs1dntot,3.5985424198736364,3.336224451907911,3.363238057562722,3.8338467821845503,923,Total number of donations,Average total number of donations,59,BC,NA
Education,Less than High School,2018,gs1dntot,3.3949398205859924,8.326137771570446,2.84092196220238,3.9489576789696046,80,Total number of donations,Average total number of donations,10,NL,NA
Education,Graduated from High school,2018,gs1dntot,4.49255876870105,6.498305127956538,3.920366536448592,5.064751000953509,161,Total number of donations,Average total number of donations,10,NL,NA
Education,Post-secondary diploma,2018,gs1dntot,5.1872571385750215,4.383744783192872,4.741568944512623,5.63294533263742,316,Total number of donations,Average total number of donations,10,NL,NA
Education,University Diploma,2018,gs1dntot,5.521750933763403,5.880674675811209,4.885318859273557,6.15818300825325,194,Total number of donations,Average total number of donations,10,NL,NA
Education,Less than High School,2018,gs1dntot,3.3818508995311567,10.829672230448963,2.6640270891807383,4.099674709881575,49,Total number of donations,Average total number of donations,11,PE,NA
Education,Graduated from High school,2018,gs1dntot,3.5832337028835832,8.335204429164197,2.9978515451680474,4.168615860599119,121,Total number of donations,Average total number of donations,11,PE,NA
Education,Post-secondary diploma,2018,gs1dntot,5.079040271837366,5.501618312023801,4.53136869266196,5.626711851012772,189,Total number of donations,Average total number of donations,11,PE,NA
Education,University Diploma,2018,gs1dntot,5.070507848805081,5.939305023772515,4.48025895727235,5.6607567403378125,178,Total number of donations,Average total number of donations,11,PE,NA
Education,Less than High School,2018,gs1dntot,3.397515822066271,11.215167726096638,2.65069683328042,4.144334810852121,71,Total number of donations,Average total number of donations,12,NS,NA
Education,Graduated from High school,2018,gs1dntot,3.7426613487598672,7.068209924877715,3.2241741208805115,4.261148576639223,179,Total number of donations,Average total number of donations,12,NS,NA
Education,Post-secondary diploma,2018,gs1dntot,3.959894288845711,5.1513641289110925,3.5600840306687673,4.359704547022655,280,Total number of donations,Average total number of donations,12,NS,NA
Education,University Diploma,2018,gs1dntot,4.885981995199284,5.297814889816899,4.3786447657665715,5.3933192246319965,255,Total number of donations,Average total number of donations,12,NS,NA
Education,Less than High School,2018,gs1dntot,3.3041859669204197,10.451320502309953,2.6273495160029774,3.981022417837862,69,Total number of donations,Average total number of donations,13,NB,NA
Education,Graduated from High school,2018,gs1dntot,3.278880045063914,6.031531269106441,2.891264484340421,3.6664956057874063,209,Total number of donations,Average total number of donations,13,NB,NA
Education,Post-secondary diploma,2018,gs1dntot,3.940193396510331,5.307144028202528,3.530341920222419,4.350044872798243,260,Total number of donations,Average total number of donations,13,NB,NA
Education,University Diploma,2018,gs1dntot,4.621331461834721,5.421208144878133,4.130297769542679,5.112365154126763,216,Total number of donations,Average total number of donations,13,NB,NA
Education,Less than High School,2018,gs1dntot,3.140723055119183,6.905163164729055,2.7156616449097113,3.5657844653286546,166,Total number of donations,Average total number of donations,24,QC,NA
Education,Graduated from High school,2018,gs1dntot,3.4226297697640793,5.9485838284984345,3.0235850204923533,3.821674519035805,283,Total number of donations,Average total number of donations,24,QC,NA
Education,Post-secondary diploma,2018,gs1dntot,3.3864063202773225,3.6542981189623513,3.1438619875421097,3.6289506530125353,502,Total number of donations,Average total number of donations,24,QC,NA
Education,University Diploma,2018,gs1dntot,3.711995291599204,3.953170932998857,3.424387199515,3.999603383683408,446,Total number of donations,Average total number of donations,24,QC,NA
Education,Less than High School,2018,gs1dntot,3.2256285628638866,8.691106067576673,2.676166772039445,3.775090353688328,239,Total number of donations,Average total number of donations,35,ON,NA
Education,Graduated from High school,2018,gs1dntot,3.2807319579205543,3.628796752551506,3.0473960998925653,3.5140678159485432,609,Total number of donations,Average total number of donations,35,ON,NA
Education,Post-secondary diploma,2018,gs1dntot,3.754256567123663,2.824603280071504,3.54641639219677,3.962096742050556,1011,Total number of donations,Average total number of donations,35,ON,NA
Education,University Diploma,2018,gs1dntot,4.0466547939348345,2.516286459177952,3.847080625030672,4.246228962838997,1212,Total number of donations,Average total number of donations,35,ON,NA
Education,Less than High School,2018,gs1dntot,2.6626893836549614,9.398523707660935,2.172201550400617,3.153177216909306,77,Total number of donations,Average total number of donations,46,MB,NA
Education,Graduated from High school,2018,gs1dntot,3.1618601560492845,6.6216647501258885,2.7515068488994316,3.572213463199138,205,Total number of donations,Average total number of donations,46,MB,NA
Education,Post-secondary diploma,2018,gs1dntot,3.560027222305496,6.118663934434586,3.133095908066508,3.986958536544484,254,Total number of donations,Average total number of donations,46,MB,NA
Education,University Diploma,2018,gs1dntot,4.424660491548384,5.22030542142029,3.9719464590491342,4.8773745240476325,215,Total number of donations,Average total number of donations,46,MB,NA
Education,Less than High School,2018,gs1dntot,2.7338683188337263,12.60059532894794,2.05869270555424,3.4090439321132124,55,Total number of donations,Average total number of donations,47,SK,NA
Education,Graduated from High school,2018,gs1dntot,3.5189814196549314,7.134136644145367,3.0269345330959534,4.01102830621391,180,Total number of donations,Average total number of donations,47,SK,NA
Education,Post-secondary diploma,2018,gs1dntot,4.072514950523885,6.686785236327027,3.538776914486437,4.6062529865613335,243,Total number of donations,Average total number of donations,47,SK,NA
Education,University Diploma,2018,gs1dntot,4.803254546336754,6.054998940852826,4.233224477627482,5.3732846150460265,180,Total number of donations,Average total number of donations,47,SK,NA
Education,Less than High School,2018,gs1dntot,2.1390055817928286,10.201621778864826,1.7113154526484375,2.5666957109372195,60,Total number of donations,Average total number of donations,48,AB,NA
Education,Graduated from High school,2018,gs1dntot,3.245461754388349,5.6034327188600015,2.8890280630473923,3.6018954457293053,202,Total number of donations,Average total number of donations,48,AB,NA
Education,Post-secondary diploma,2018,gs1dntot,3.6428921838373847,6.381495212864014,3.1872574153571205,4.098526952317649,361,Total number of donations,Average total number of donations,48,AB,NA
Education,University Diploma,2018,gs1dntot,3.9491857742152945,4.552112781354306,3.596840323605143,4.301531224825446,302,Total number of donations,Average total number of donations,48,AB,NA
Education,Less than High School,2018,gs1dntot,3.01973691084041,12.497807846237391,2.280044706613676,3.7594291150671455,98,Total number of donations,Average total number of donations,59,BC,NA
Education,Graduated from High school,2018,gs1dntot,2.985927497866209,6.205908541150476,2.62273846961209,3.3491165261203277,289,Total number of donations,Average total number of donations,59,BC,NA
Education,Post-secondary diploma,2018,gs1dntot,3.4841479488194063,4.406558153296903,3.183232707506394,3.7850631901324183,469,Total number of donations,Average total number of donations,59,BC,NA
Education,University Diploma,2018,gs1dntot,3.8165159536779014,4.134648923860023,3.5072345467176915,4.125797360638111,569,Total number of donations,Average total number of donations,59,BC,NA
Marital status (original),Married,2018,gs1dntot,5.220537529275138,3.5101708085264236,4.861374551674874,5.579700506875401,511,Total number of donations,Average total number of donations,10,NL,NA
Marital status (original),Living common-law,2018,gs1dntot,4.404904914920252,9.368290219810312,3.5960977955945888,5.213712034245915,78,Total number of donations,Average total number of donations,10,NL,NA
Marital status (original),Widowed,2018,gs1dntot,4.7362744971609185,9.15775019442273,3.8861671919037777,5.586381802418059,82,Total number of donations,Average total number of donations,10,NL,NA
Marital status (original),Separated,2018,gs1dntot,4.006995087631243,24.288745075152363,2.0994624484982936,5.914527726764192,17,Total number of donations,Average total number of donations,10,NL,*
Marital status (original),Divorced,2018,gs1dntot,4.580407538321708,12.805072972567311,3.43084058793513,5.729974488708287,56,Total number of donations,Average total number of donations,10,NL,NA
Marital status (original),"Single, never married",2018,gs1dntot,3.5703220230652453,6.601036772810909,3.1084011026119316,4.0322429435185585,153,Total number of donations,Average total number of donations,10,NL,NA
Marital status (original),Married,2018,gs1dntot,5.07037218118687,4.080557919282088,4.664856664556639,5.4758876978171,315,Total number of donations,Average total number of donations,11,PE,NA
Marital status (original),Living common-law,2018,gs1dntot,3.6020806925677036,11.543249157230562,2.787133255285607,4.4170281298498,41,Total number of donations,Average total number of donations,11,PE,NA
Marital status (original),Widowed,2018,gs1dntot,5.114016400490954,8.027006440316852,4.309446430305142,5.918586370676765,69,Total number of donations,Average total number of donations,11,PE,NA
Marital status (original),Separated,2018,gs1dntot,4.24072237991356,17.396231353609224,2.7948062319531783,5.686638527873942,22,Total number of donations,Average total number of donations,11,PE,*
Marital status (original),Divorced,2018,gs1dntot,4.202412361467215,16.991079071976667,2.8029290715294866,5.601895651404943,44,Total number of donations,Average total number of donations,11,PE,*
Marital status (original),"Single, never married",2018,gs1dntot,3.214057822267851,9.507542603094826,2.615136110986245,3.812979533549457,107,Total number of donations,Average total number of donations,11,PE,NA
Marital status (original),Married,2018,gs1dntot,4.53809435644201,3.576778602363717,4.219957730107861,4.856230982776159,485,Total number of donations,Average total number of donations,12,NS,NA
Marital status (original),Living common-law,2018,gs1dntot,3.657681947459203,10.917836262198277,2.8749904668725716,4.4403734280458345,61,Total number of donations,Average total number of donations,12,NS,NA
Marital status (original),Widowed,2018,gs1dntot,4.699913781746083,7.164635450341152,4.039931798965538,5.3598957645266285,97,Total number of donations,Average total number of donations,12,NS,NA
Marital status (original),Separated,2018,gs1dntot,3.8042927944454648,15.095865446578758,2.6787032717681223,4.929882317122807,31,Total number of donations,Average total number of donations,12,NS,NA
Marital status (original),Divorced,2018,gs1dntot,4.388704008042404,8.943801256077958,3.6193848948956,5.158023121189208,82,Total number of donations,Average total number of donations,12,NS,NA
Marital status (original),"Single, never married",2018,gs1dntot,3.1546052747261832,8.160884662016805,2.650024898575265,3.6591856508771015,124,Total number of donations,Average total number of donations,12,NS,NA
Marital status (original),Married,2018,gs1dntot,4.292316241813438,3.5140516635735337,3.996686621986385,4.587945861640492,461,Total number of donations,Average total number of donations,13,NB,NA
Marital status (original),Living common-law,2018,gs1dntot,2.765367921941764,9.374819848776712,2.2572506676448336,3.2734851762386947,76,Total number of donations,Average total number of donations,13,NB,NA
Marital status (original),Widowed,2018,gs1dntot,4.419120080633712,13.484201392847758,3.25121076076561,5.587029400501813,101,Total number of donations,Average total number of donations,13,NB,NA
Marital status (original),Separated,2018,gs1dntot,4.128241557852967,12.973902251221952,3.078496559674175,5.17798655603176,25,Total number of donations,Average total number of donations,13,NB,NA
Marital status (original),Divorced,2018,gs1dntot,4.627954682586709,9.021651934092144,3.809634511952423,5.446274853220995,59,Total number of donations,Average total number of donations,13,NB,NA
Marital status (original),"Single, never married",2018,gs1dntot,2.7083556492551417,8.717820120420413,2.245589388352354,3.1711219101579293,115,Total number of donations,Average total number of donations,13,NB,NA
Marital status (original),Married,2018,gs1dntot,3.7462737199635985,3.729998424553767,3.472396289179272,4.0201511507479255,567,Total number of donations,Average total number of donations,24,QC,NA
Marital status (original),Living common-law,2018,gs1dntot,3.3104613524764877,4.424510398788571,3.023382082417507,3.5975406225354685,340,Total number of donations,Average total number of donations,24,QC,NA
Marital status (original),Widowed,2018,gs1dntot,3.7216846352490514,7.9396729103917405,3.142535687324071,4.300833583174032,135,Total number of donations,Average total number of donations,24,QC,NA
Marital status (original),Separated,2018,gs1dntot,3.101945944032692,12.244920165605256,2.3574912471368297,3.8464006409285543,46,Total number of donations,Average total number of donations,24,QC,NA
Marital status (original),Divorced,2018,gs1dntot,3.49717599127724,6.298101201700805,3.065482784947815,3.9288691976066654,148,Total number of donations,Average total number of donations,24,QC,NA
Marital status (original),"Single, never married",2018,gs1dntot,3.063147483095351,7.64915218072116,2.60391848918723,3.522376477003472,273,Total number of donations,Average total number of donations,24,QC,NA
Marital status (original),Married,2018,gs1dntot,4.118353770636672,2.089324500634172,3.949707151883513,4.2870003893898305,1864,Total number of donations,Average total number of donations,35,ON,NA
Marital status (original),Living common-law,2018,gs1dntot,2.917894300439697,6.447693260443982,2.5491528029293473,3.286635797950047,207,Total number of donations,Average total number of donations,35,ON,NA
Marital status (original),Widowed,2018,gs1dntot,4.137241985074851,5.534019070578222,3.6884969405398498,4.5859870296098535,285,Total number of donations,Average total number of donations,35,ON,NA
Marital status (original),Separated,2018,gs1dntot,3.3429217887615152,7.715638454605762,2.8373926704278767,3.848450907095154,117,Total number of donations,Average total number of donations,35,ON,NA
Marital status (original),Divorced,2018,gs1dntot,4.100095906331219,5.544143240801791,3.654566320680125,4.545625491982312,271,Total number of donations,Average total number of donations,35,ON,NA
