Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
Education,Post-secondary diploma,2013,gs1dntot,5.170548773464774,4.155929926192421,4.74938312032809,5.591714426601459,234,Total number of donations,Average total number of donations,10,NL,
Education,University Diploma,2013,gs1dntot,5.891926254562861,4.995745423896268,5.315019408522667,6.468833100603056,153,Total number of donations,Average total number of donations,10,NL,
Education,Not stated,2013,gs1dntot,3.9474003458535987,8.73574414641966,3.2715365677259696,4.623264123981228,65,Total number of donations,Average total number of donations,10,NL,
Education,Less than High School,2013,gs1dntot,3.5236421931753887,7.142449361380171,3.030369513068592,4.016914873282185,119,Total number of donations,Average total number of donations,11,PE,
Education,Graduated from High school,2013,gs1dntot,3.9623990506464186,5.678958798422632,3.5213620563036176,4.40343604498922,183,Total number of donations,Average total number of donations,11,PE,
Education,Post-secondary diploma,2013,gs1dntot,5.2296555489804275,4.759238802352053,4.741836592544732,5.717474505416123,257,Total number of donations,Average total number of donations,11,PE,
Education,University Diploma,2013,gs1dntot,6.035138875395455,6.3850611762511305,5.279872027695237,6.790405723095672,183,Total number of donations,Average total number of donations,11,PE,
Education,Not stated,2013,gs1dntot,3.3233990045180493,10.927325156990902,2.611621197486363,4.035176811549736,40,Total number of donations,Average total number of donations,11,PE,
Education,Less than High School,2013,gs1dntot,3.4089173035273435,7.220710771738245,2.926475973149423,3.8913586339052637,128,Total number of donations,Average total number of donations,12,NS,
Education,Graduated from High school,2013,gs1dntot,3.7119489217623904,5.688837323078075,3.298069725106868,4.125828118417913,228,Total number of donations,Average total number of donations,12,NS,
Education,Post-secondary diploma,2013,gs1dntot,4.28117798591267,4.641547277864678,3.8917078581284548,4.670648113696886,294,Total number of donations,Average total number of donations,12,NS,
Education,University Diploma,2013,gs1dntot,4.880626792845656,4.830776074029668,4.418521867600051,5.342731718091262,264,Total number of donations,Average total number of donations,12,NS,
Education,Not stated,2013,gs1dntot,2.9789445844344726,9.351524866613708,2.432944200095,3.524944968773945,58,Total number of donations,Average total number of donations,12,NS,
Education,Less than High School,2013,gs1dntot,2.9185938007196515,7.532392946878212,2.4877154093135685,3.3494721921257344,137,Total number of donations,Average total number of donations,13,NB,
Education,Graduated from High school,2013,gs1dntot,3.3280880846958936,5.029897967211952,2.9999912212220186,3.6561849481697686,274,Total number of donations,Average total number of donations,13,NB,
Education,Post-secondary diploma,2013,gs1dntot,4.093250876558048,4.537812510273978,3.7291992275228867,4.457302525593208,292,Total number of donations,Average total number of donations,13,NB,
Education,University Diploma,2013,gs1dntot,4.760243580861254,4.216235745375116,4.366872750085939,5.153614411636569,251,Total number of donations,Average total number of donations,13,NB,
Education,Not stated,2013,gs1dntot,3.8094231122132065,8.476111062275415,3.176568510985268,4.442277713441145,44,Total number of donations,Average total number of donations,13,NB,
Education,Less than High School,2013,gs1dntot,2.676713040775516,5.330562476241065,2.397057812141863,2.9563682694091695,215,Total number of donations,Average total number of donations,24,QC,
Education,Graduated from High school,2013,gs1dntot,3.059371043304534,3.593203933516392,2.8439132987528963,3.2748287878561713,469,Total number of donations,Average total number of donations,24,QC,
Education,Post-secondary diploma,2013,gs1dntot,3.144991716182745,3.096029901024498,2.954150250525087,3.3358331818404032,726,Total number of donations,Average total number of donations,24,QC,
Education,University Diploma,2013,gs1dntot,3.477624160775808,3.2595911688775487,3.2554498364946274,3.6997984850569883,631,Total number of donations,Average total number of donations,24,QC,
Education,Not stated,2013,gs1dntot,2.536890326177393,7.326805547359881,2.172585899028091,2.9011947533266955,139,Total number of donations,Average total number of donations,24,QC,
Education,Less than High School,2013,gs1dntot,2.6191909219917004,5.003927153531847,2.362313326997693,2.876068516985708,201,Total number of donations,Average total number of donations,35,ON,
Education,Graduated from High school,2013,gs1dntot,3.2749957785713373,3.276802555277499,3.064661958675043,3.4853295984676316,664,Total number of donations,Average total number of donations,35,ON,
Education,Post-secondary diploma,2013,gs1dntot,3.8340421489626233,2.7707459618960586,3.625832101622648,4.042252196302599,788,Total number of donations,Average total number of donations,35,ON,
Education,University Diploma,2013,gs1dntot,4.623401596744568,2.5312938098635978,4.394023329991379,4.852779863497757,847,Total number of donations,Average total number of donations,35,ON,
Education,Not stated,2013,gs1dntot,3.2287779656462736,6.180892963633945,2.837633225378349,3.619922705914198,141,Total number of donations,Average total number of donations,35,ON,
Education,Less than High School,2013,gs1dntot,2.942908710985746,6.796442361125841,2.5508902497552444,3.3349271722162475,142,Total number of donations,Average total number of donations,46,MB,
Education,Graduated from High school,2013,gs1dntot,3.6116962817531677,4.792807161767522,3.2724233055040917,3.9509692580022437,286,Total number of donations,Average total number of donations,46,MB,
Education,Post-secondary diploma,2013,gs1dntot,3.870754190438104,4.315186232552767,3.5433809123428333,4.198127468533375,332,Total number of donations,Average total number of donations,46,MB,
Education,University Diploma,2013,gs1dntot,4.944917077789808,4.2593368449549995,4.532108140298618,5.357726015280997,241,Total number of donations,Average total number of donations,46,MB,
Education,Not stated,2013,gs1dntot,3.733971245575328,8.472794331923286,3.1138940999082902,4.354048391242366,55,Total number of donations,Average total number of donations,46,MB,
Education,Less than High School,2013,gs1dntot,2.9828986905750345,6.896441710209908,2.579706915293222,3.386090465856847,112,Total number of donations,Average total number of donations,47,SK,
Education,Graduated from High school,2013,gs1dntot,3.3880660510830194,5.364423771339831,3.031842164460146,3.7442899377058927,245,Total number of donations,Average total number of donations,47,SK,
Education,Post-secondary diploma,2013,gs1dntot,4.289908519477338,4.8316370190790146,3.883661280603941,4.696155758350735,270,Total number of donations,Average total number of donations,47,SK,
Education,University Diploma,2013,gs1dntot,4.641326990906915,5.3573018300032205,4.153982150339511,5.128671831474319,185,Total number of donations,Average total number of donations,47,SK,
Education,Not stated,2013,gs1dntot,3.9240497371714875,13.95804948972749,2.8505366871289786,4.9975627872139965,34,Total number of donations,Average total number of donations,47,SK,
Education,Less than High School,2013,gs1dntot,2.61338446608532,8.813838450126887,2.1619273714217297,3.0648415607489103,63,Total number of donations,Average total number of donations,48,AB,
Education,Graduated from High school,2013,gs1dntot,3.2113009638033283,5.444431864870978,2.868626558459221,3.5539753691474356,236,Total number of donations,Average total number of donations,48,AB,
Education,Post-secondary diploma,2013,gs1dntot,3.8616444052032968,4.850445447272047,3.494529518875084,4.22875929153151,301,Total number of donations,Average total number of donations,48,AB,
Education,University Diploma,2013,gs1dntot,4.594052944095421,4.648685354865066,4.175477025509939,5.012628862680903,235,Total number of donations,Average total number of donations,48,AB,
Education,Not stated,2013,gs1dntot,3.591586277492641,16.30170667966305,2.444047238375643,4.7391253166096385,53,Total number of donations,Average total number of donations,48,AB,
Education,Less than High School,2013,gs1dntot,2.378782005234747,7.270853881713924,2.0397910174085196,2.7177729930609744,113,Total number of donations,Average total number of donations,59,BC,
Education,Graduated from High school,2013,gs1dntot,3.1080742544264197,4.439749557188112,2.8376174268473844,3.378531082005455,366,Total number of donations,Average total number of donations,59,BC,
Education,Post-secondary diploma,2013,gs1dntot,3.5836681698261157,3.751360240363714,3.3201778579873205,3.847158481664911,463,Total number of donations,Average total number of donations,59,BC,
Education,University Diploma,2013,gs1dntot,3.7858508666391235,3.485952521898487,3.527188610734706,4.044513122543541,442,Total number of donations,Average total number of donations,59,BC,
Education,Not stated,2013,gs1dntot,3.5469102575649543,7.482754869226503,3.026722880295856,4.067097634834052,112,Total number of donations,Average total number of donations,59,BC,
Marital status,Married/common-law,2013,gs1dntot,4.867841858118539,2.8297597446031304,4.5978602896936955,5.137823426543383,483,Total number of donations,Average total number of donations,10,NL,
Marital status,Widowed,2013,gs1dntot,5.148188833494314,7.444830323756856,4.396985747416462,5.899391919572166,80,Total number of donations,Average total number of donations,10,NL,
Marital status,Separated/divorced,2013,gs1dntot,4.512488039421315,10.346233452496481,3.597434661784794,5.427541417057837,68,Total number of donations,Average total number of donations,10,NL,
Marital status,"Single, never married",2013,gs1dntot,3.3082768856172224,7.1906428907425894,2.842028154908332,3.774525616326113,123,Total number of donations,Average total number of donations,10,NL,
Marital status,Married/common-law,2013,gs1dntot,5.279642975810833,3.2200502931123225,4.946435066825816,5.61285088479585,456,Total number of donations,Average total number of donations,11,PE,
Marital status,Widowed,2013,gs1dntot,5.389004464003556,7.739319554191086,4.571557823586056,6.206451104421057,108,Total number of donations,Average total number of donations,11,PE,
Marital status,Separated/divorced,2013,gs1dntot,3.5964974489931794,6.457952775815843,3.1412760045425285,4.05171889344383,99,Total number of donations,Average total number of donations,11,PE,
Marital status,"Single, never married",2013,gs1dntot,3.061473196509849,8.241182947699158,2.5669711335107372,3.555975259508961,118,Total number of donations,Average total number of donations,11,PE,
Marital status,Married/common-law,2013,gs1dntot,4.516725008871983,3.1057109862053323,4.24178826835019,4.791661749393777,575,Total number of donations,Average total number of donations,12,NS,
Marital status,Widowed,2013,gs1dntot,4.2080604598984515,6.117617558971858,3.7035009621176704,4.712619957679232,97,Total number of donations,Average total number of donations,12,NS,
Marital status,Separated/divorced,2013,gs1dntot,3.844653544091575,6.490457097128592,3.3555727771580837,4.333734311025066,119,Total number of donations,Average total number of donations,12,NS,
Marital status,"Single, never married",2013,gs1dntot,2.8533944320591305,6.182988099847886,2.5076077112631876,3.1991811528550733,181,Total number of donations,Average total number of donations,12,NS,
Marital status,Married/common-law,2013,gs1dntot,4.093586039148405,2.8356535801082163,3.8660735784351936,4.321098499861615,601,Total number of donations,Average total number of donations,13,NB,
Marital status,Widowed,2013,gs1dntot,4.222181325129029,6.253340826526532,3.7046971525912933,4.739665497666766,126,Total number of donations,Average total number of donations,13,NB,
Marital status,Separated/divorced,2013,gs1dntot,3.922308629308823,6.97856685564798,3.3858254647309276,4.458791793886718,109,Total number of donations,Average total number of donations,13,NB,
Marital status,"Single, never married",2013,gs1dntot,2.706177940720174,6.953137541260425,2.337382739857195,3.074973141583153,162,Total number of donations,Average total number of donations,13,NB,
Marital status,Married/common-law,2013,gs1dntot,3.3820873531135,2.0662729252567655,3.245118885627082,3.519055820599918,1259,Total number of donations,Average total number of donations,24,QC,
Marital status,Widowed,2013,gs1dntot,3.2381556483987124,6.174547151110391,2.8462776126019236,3.630033684195501,165,Total number of donations,Average total number of donations,24,QC,
Marital status,Separated/divorced,2013,gs1dntot,3.2423623921907945,4.885992551532163,2.9318617912638434,3.5528629931177456,265,Total number of donations,Average total number of donations,24,QC,
Marital status,"Single, never married",2013,gs1dntot,2.313819990480051,3.9086373617659875,2.1365631357176547,2.491076845242447,490,Total number of donations,Average total number of donations,24,QC,
Marital status,Married/common-law,2013,gs1dntot,4.166505003076704,1.7201520252375961,4.026033952736231,4.306976053417177,1585,Total number of donations,Average total number of donations,35,ON,
Marital status,Widowed,2013,gs1dntot,4.313951636071115,5.118180438917323,3.8811997637222215,4.746703508420008,237,Total number of donations,Average total number of donations,35,ON,
Marital status,Separated/divorced,2013,gs1dntot,3.2796579122914724,4.902065506064863,2.964552583230916,3.594763241352029,302,Total number of donations,Average total number of donations,35,ON,
Marital status,"Single, never married",2013,gs1dntot,2.6457511726128957,3.7557631451755746,2.4509931823925006,2.840509162833291,516,Total number of donations,Average total number of donations,35,ON,
Marital status,Married/common-law,2013,gs1dntot,4.247473728616881,2.970076639491258,4.000217951118233,4.494729506115529,596,Total number of donations,Average total number of donations,46,MB,
Marital status,Widowed,2013,gs1dntot,4.914697038478083,7.469273346248635,4.19520963382085,5.634184443135316,118,Total number of donations,Average total number of donations,46,MB,
Marital status,Separated/divorced,2013,gs1dntot,4.223247818503114,7.052238464804048,3.6395048711577305,4.806990765848497,132,Total number of donations,Average total number of donations,46,MB,
Marital status,"Single, never married",2013,gs1dntot,2.651791432793786,5.5396688101285045,2.3638718161737353,2.9397110494138365,210,Total number of donations,Average total number of donations,46,MB,
Marital status,Married/common-law,2013,gs1dntot,4.314917187141486,3.01238102776166,4.060157644944087,4.569676729338885,513,Total number of donations,Average total number of donations,47,SK,
Marital status,Widowed,2013,gs1dntot,4.539764330254088,6.8174717639393645,3.933161060261998,5.146367600246178,96,Total number of donations,Average total number of donations,47,SK,
Marital status,Separated/divorced,2013,gs1dntot,3.525513167439814,11.156954004292208,2.754581164043808,4.2964451708358204,87,Total number of donations,Average total number of donations,47,SK,
Marital status,"Single, never married",2013,gs1dntot,2.565016331087034,6.89325261209153,2.21846911081381,2.9115635513602585,150,Total number of donations,Average total number of donations,47,SK,
Marital status,Married/common-law,2013,gs1dntot,4.185752732169649,3.268784261253963,3.917584135933712,4.4539213284055865,557,Total number of donations,Average total number of donations,48,AB,
Marital status,Widowed,2013,gs1dntot,4.227833323620957,11.397875093053242,3.2833596825818097,5.1723069646601045,71,Total number of donations,Average total number of donations,48,AB,
Marital status,Separated/divorced,2013,gs1dntot,3.039845240826235,9.509849699851387,2.4732496138642612,3.606440867788209,79,Total number of donations,Average total number of donations,48,AB,
Marital status,"Single, never married",2013,gs1dntot,2.513449492161259,5.606459204384903,2.2372601473128926,2.7896388370096252,181,Total number of donations,Average total number of donations,48,AB,
Marital status,Married/common-law,2013,gs1dntot,3.7074807788720827,2.477797775345936,3.527430889921708,3.8875306678224573,920,Total number of donations,Average total number of donations,59,BC,
Marital status,Widowed,2013,gs1dntot,3.5039399116146313,6.590570643678487,3.0513261436851224,3.95655367954414,136,Total number of donations,Average total number of donations,59,BC,
Marital status,Separated/divorced,2013,gs1dntot,3.2102129832479913,7.542979649023246,2.7356161086844555,3.684809857811527,164,Total number of donations,Average total number of donations,59,BC,
Marital status,"Single, never married",2013,gs1dntot,2.5403555810096483,5.037635574851192,2.2895314313526973,2.7911797306665993,274,Total number of donations,Average total number of donations,59,BC,
Labour force status,Employed,2013,gs1dntot,4.567922624403642,3.4843065200657093,4.255973922005624,4.87987132680166,364,Total number of donations,Average total number of donations,10,NL,
Labour force status,Unemployed,2013,gs1dntot,4.412696156593839,10.113727458934846,3.537987626640856,5.287404686546822,31,Total number of donations,Average total number of donations,10,NL,
Labour force status,Not in labour force,2013,gs1dntot,4.680056896950976,4.109273164060812,4.3031238319385725,5.05698996196338,295,Total number of donations,Average total number of donations,10,NL,
Labour force status,Unable to determine,2013,gs1dntot,3.9610685258929332,9.211535007525027,3.2459262477296074,4.676210804056259,64,Total number of donations,Average total number of donations,10,NL,
Labour force status,Employed,2013,gs1dntot,4.73583851118863,3.9067818811779222,4.373208168209875,5.098468854167385,407,Total number of donations,Average total number of donations,11,PE,
Labour force status,Unemployed,2013,gs1dntot,4.5793369828494415,13.23774302794965,3.391205125592308,5.7674688401065755,35,Total number of donations,Average total number of donations,11,PE,
Labour force status,Not in labour force,2013,gs1dntot,4.804629428605824,4.954676837796628,4.338052433800593,5.271206423411055,305,Total number of donations,Average total number of donations,11,PE,
Labour force status,Unable to determine,2013,gs1dntot,3.455380006120026,12.73319608432677,2.593034441403062,4.31772557083699,35,Total number of donations,Average total number of donations,11,PE,
Labour force status,Employed,2013,gs1dntot,4.096866826915731,3.5867223111981166,3.8088633755235017,4.38487027830796,493,Total number of donations,Average total number of donations,12,NS,
Labour force status,Unemployed,2013,gs1dntot,3.8233982952632974,12.758984338958356,2.867275356740559,4.779521233786036,38,Total number of donations,Average total number of donations,12,NS,
Labour force status,Not in labour force,2013,gs1dntot,4.272904310758943,3.9742424711532007,3.9400718941200465,4.605736727397838,392,Total number of donations,Average total number of donations,12,NS,
Labour force status,Unable to determine,2013,gs1dntot,3.0639753244884536,9.715815562953953,2.480513270751052,3.647437378225855,49,Total number of donations,Average total number of donations,12,NS,
Labour force status,Employed,2013,gs1dntot,3.811981095171017,3.2401135611790624,3.5699010113592373,4.054061178982797,528,Total number of donations,Average total number of donations,13,NB,
Labour force status,Unemployed,2013,gs1dntot,2.990711760993213,16.18980733238212,2.0417158742712433,3.9397076477151827,28,Total number of donations,Average total number of donations,13,NB,
Labour force status,Not in labour force,2013,gs1dntot,3.908465338943375,3.847221261324399,3.613750827848992,4.203179850037757,400,Total number of donations,Average total number of donations,13,NB,
Labour force status,Unable to determine,2013,gs1dntot,3.8074246699940906,8.958881982251716,3.1388756967782,4.475973643209981,42,Total number of donations,Average total number of donations,13,NB,
Labour force status,Employed,2013,gs1dntot,3.083669122950943,2.2244054439484686,2.949228717835544,3.2181095280663423,1268,Total number of donations,Average total number of donations,24,QC,
Labour force status,Unemployed,2013,gs1dntot,2.7003630546623345,8.763511717521116,2.2365441774862047,3.1641819318384643,61,Total number of donations,Average total number of donations,24,QC,
Labour force status,Not in labour force,2013,gs1dntot,3.3161298072965493,3.1104795863380863,3.1139643424063044,3.518295272186794,724,Total number of donations,Average total number of donations,24,QC,
Labour force status,Unable to determine,2013,gs1dntot,2.6887425815926727,7.53785522293261,2.291509775661946,3.0859753875233995,127,Total number of donations,Average total number of donations,24,QC,
Labour force status,Employed,2013,gs1dntot,3.8229756551973004,1.8910419906988725,3.681281872031067,3.9646694383635337,1515,Total number of donations,Average total number of donations,35,ON,
Labour force status,Unemployed,2013,gs1dntot,2.745405721813351,8.571782695560595,2.284166980671955,3.2066444629547473,76,Total number of donations,Average total number of donations,35,ON,
Labour force status,Not in labour force,2013,gs1dntot,3.806868139878609,2.800293085150823,3.597929187299055,4.015807092458163,920,Total number of donations,Average total number of donations,35,ON,
Labour force status,Unable to determine,2013,gs1dntot,3.298692703411622,6.000579696955401,2.9107360904697215,3.686649316353522,130,Total number of donations,Average total number of donations,35,ON,
Labour force status,Employed,2013,gs1dntot,3.764984393434705,3.1275584574844495,3.5341945422034273,3.9957742446659825,587,Total number of donations,Average total number of donations,46,MB,
Labour force status,Unemployed,2013,gs1dntot,4.262565138879166,12.257459636403569,3.2385188416238564,5.286611436134477,17,Total number of donations,Average total number of donations,46,MB,
Labour force status,Not in labour force,2013,gs1dntot,4.225220071541409,4.494053386335752,3.8530549647059664,4.597385178376852,402,Total number of donations,Average total number of donations,46,MB,
Labour force status,Unable to determine,2013,gs1dntot,3.325993482777189,10.579253581265336,2.6363501974741137,4.015636768080264,50,Total number of donations,Average total number of donations,46,MB,
Labour force status,Employed,2013,gs1dntot,3.8523697254175393,3.0628433366964742,3.621109558053338,4.083629892781741,514,Total number of donations,Average total number of donations,47,SK,
Labour force status,Unemployed,2013,gs1dntot,2.7613413193433654,19.33314651750197,1.7150063866373237,3.807676252049407,20,Total number of donations,Average total number of donations,47,SK,*
Labour force status,Not in labour force,2013,gs1dntot,4.002865640323128,5.2354201496816115,3.592122192744663,4.413609087901593,278,Total number of donations,Average total number of donations,47,SK,
Labour force status,Unable to determine,2013,gs1dntot,4.54703830224193,17.373388132995892,2.9987165124441804,6.095360092039679,34,Total number of donations,Average total number of donations,47,SK,*
Labour force status,Employed,2013,gs1dntot,3.6160657495024386,3.2865826784557925,3.3831338482525855,3.848997650752292,578,Total number of donations,Average total number of donations,48,AB,
Labour force status,Unemployed,2013,gs1dntot,2.886191618148216,13.141770103403088,2.142783810978714,3.6295994253177177,20,Total number of donations,Average total number of donations,48,AB,
Labour force status,Not in labour force,2013,gs1dntot,4.1953218049182,5.8319538367487596,3.715778924099955,4.674864685736446,240,Total number of donations,Average total number of donations,48,AB,
Labour force status,Unable to determine,2013,gs1dntot,3.3988398782472204,16.700323390970382,2.2863305088748387,4.511349247619602,50,Total number of donations,Average total number of donations,48,AB,*
Labour force status,Employed,2013,gs1dntot,3.271048410277564,2.64864644221666,3.1012400562129323,3.4408567643421955,785,Total number of donations,Average total number of donations,59,BC,
Labour force status,Unemployed,2013,gs1dntot,2.308591734156354,10.510420544627328,1.8330207812048522,2.784162687107856,37,Total number of donations,Average total number of donations,59,BC,
Labour force status,Not in labour force,2013,gs1dntot,3.772413234310411,3.7040862874023195,3.498540721894735,4.046285746726086,568,Total number of donations,Average total number of donations,59,BC,
Labour force status,Unable to determine,2013,gs1dntot,3.509015037395331,7.71590525521775,2.9783503283366066,4.0396797464540555,106,Total number of donations,Average total number of donations,59,BC,
Personal income category,"Less than $20,000",2013,gs1dntot,4.067094975148241,10.075324918305919,3.2639545876872496,4.8702353626092325,69,Total number of donations,Average total number of donations,10,NL,
Personal income category,"$20,000 to $39,999",2013,gs1dntot,4.276014885954487,6.9259458507727825,3.6955627799726445,4.856466991936329,134,Total number of donations,Average total number of donations,10,NL,
Personal income category,"$40,000 to $59,999",2013,gs1dntot,4.261911943226822,6.128616548414742,3.749976718691897,4.7738471677617476,130,Total number of donations,Average total number of donations,10,NL,
Personal income category,"$60,000 to $79,999",2013,gs1dntot,4.114135002656542,6.41119763269824,3.597164463529273,4.6311055417838105,100,Total number of donations,Average total number of donations,10,NL,
Personal income category,"$80,000 to $99,999",2013,gs1dntot,4.536391352011083,6.79583914579643,3.932162170827374,5.140620533194791,89,Total number of donations,Average total number of donations,10,NL,
Personal income category,"$100,000 to $119,999",2013,gs1dntot,5.09529483124822,8.41784980552057,4.25463831734865,5.935951345147789,62,Total number of donations,Average total number of donations,10,NL,
Personal income category,"$120,000 to $139,999",2013,gs1dntot,4.450996718870823,9.030524320221101,3.663192446493055,5.238800991248591,48,Total number of donations,Average total number of donations,10,NL,
Personal income category,"$140,000 or more",2013,gs1dntot,5.3459310785146,6.069980939102549,4.709928650355761,5.98193350667344,122,Total number of donations,Average total number of donations,10,NL,
Personal income category,"Less than $20,000",2013,gs1dntot,3.6199270434316397,8.034386288676211,3.0498932309355817,4.189960855927698,75,Total number of donations,Average total number of donations,11,PE,
Personal income category,"$20,000 to $39,999",2013,gs1dntot,3.758755341376696,7.011988679074273,3.242180375674929,4.275330307078463,146,Total number of donations,Average total number of donations,11,PE,
Personal income category,"$40,000 to $59,999",2013,gs1dntot,4.309862700553243,6.1482001005153775,3.7905134374337086,4.829211963672777,160,Total number of donations,Average total number of donations,11,PE,
Personal income category,"$60,000 to $79,999",2013,gs1dntot,5.139225419195806,6.66152489471963,4.4682302189534795,5.810220619438132,123,Total number of donations,Average total number of donations,11,PE,
Personal income category,"$80,000 to $99,999",2013,gs1dntot,4.740577719306679,7.045784462816607,4.085928407608926,5.395227031004432,103,Total number of donations,Average total number of donations,11,PE,
Personal income category,"$100,000 to $119,999",2013,gs1dntot,4.814207336367191,9.415644782916102,3.925777884432211,5.70263678830217,63,Total number of donations,Average total number of donations,11,PE,
Personal income category,"$120,000 to $139,999",2013,gs1dntot,6.323075499943818,10.277464096885462,5.049389348577462,7.596761651310175,45,Total number of donations,Average total number of donations,11,PE,
Personal income category,"$140,000 or more",2013,gs1dntot,5.2247296979225535,10.992222457031259,4.099095116200738,6.350364279644369,67,Total number of donations,Average total number of donations,11,PE,
Personal income category,"Less than $20,000",2013,gs1dntot,3.786265669473912,8.91423705201365,3.1247450987890053,4.447786240158819,90,Total number of donations,Average total number of donations,12,NS,
Personal income category,"$20,000 to $39,999",2013,gs1dntot,3.569558817816603,6.231866921798736,3.133564525226799,4.005553110406407,175,Total number of donations,Average total number of donations,12,NS,
Personal income category,"$40,000 to $59,999",2013,gs1dntot,3.687486018659247,5.544282829484261,3.286781859650072,4.088190177668422,201,Total number of donations,Average total number of donations,12,NS,
Personal income category,"$60,000 to $79,999",2013,gs1dntot,3.841181413198823,7.653154125918416,3.2650077944546796,4.417355031942966,136,Total number of donations,Average total number of donations,12,NS,
Personal income category,"$80,000 to $99,999",2013,gs1dntot,4.838088297181579,7.390140331788091,4.1373198057101055,5.538856788653052,105,Total number of donations,Average total number of donations,12,NS,
Personal income category,"$100,000 to $119,999",2013,gs1dntot,4.825051154033273,7.709544408822736,4.095965206926349,5.5541371011401965,91,Total number of donations,Average total number of donations,12,NS,
Personal income category,"$120,000 to $139,999",2013,gs1dntot,3.711881975250653,10.31659699412835,2.961333554610208,4.462430395891098,63,Total number of donations,Average total number of donations,12,NS,
Personal income category,"$140,000 or more",2013,gs1dntot,4.602216178692388,6.840529468308648,3.9851882472922733,5.219244110092504,111,Total number of donations,Average total number of donations,12,NS,
Personal income category,"Less than $20,000",2013,gs1dntot,2.6521156641703985,10.225168900069265,2.1206061510321277,3.1836251773086692,86,Total number of donations,Average total number of donations,13,NB,
Personal income category,"$20,000 to $39,999",2013,gs1dntot,3.222839356100759,5.766725541383519,2.8585755410570326,3.5871031711444856,191,Total number of donations,Average total number of donations,13,NB,
Personal income category,"$40,000 to $59,999",2013,gs1dntot,4.041075167500241,5.678623275925986,3.5913076595193183,4.490842675481165,197,Total number of donations,Average total number of donations,13,NB,
Personal income category,"$60,000 to $79,999",2013,gs1dntot,3.6588223819502956,7.330545532477591,3.133137226019656,4.184507537880935,147,Total number of donations,Average total number of donations,13,NB,
Personal income category,"$80,000 to $99,999",2013,gs1dntot,4.17264514714229,5.833202033281886,3.6955922229959044,4.649698071288674,136,Total number of donations,Average total number of donations,13,NB,
Personal income category,"$100,000 to $119,999",2013,gs1dntot,3.8193587460659164,8.188920409585448,3.206352084585276,4.432365407546556,79,Total number of donations,Average total number of donations,13,NB,
Personal income category,"$120,000 to $139,999",2013,gs1dntot,3.902672410922358,9.741022024194516,3.157572151569045,4.64777267027567,59,Total number of donations,Average total number of donations,13,NB,
Personal income category,"$140,000 or more",2013,gs1dntot,4.548610331815377,7.285603221094722,3.899090613446351,5.198130050184403,103,Total number of donations,Average total number of donations,13,NB,
Personal income category,"Less than $20,000",2013,gs1dntot,2.4666923032370316,6.946016438138273,2.130878242404767,2.802506364069296,148,Total number of donations,Average total number of donations,24,QC,
Personal income category,"$20,000 to $39,999",2013,gs1dntot,2.9233722561278994,4.404078777625552,2.6710315634712276,3.1757129487845712,364,Total number of donations,Average total number of donations,24,QC,
Personal income category,"$40,000 to $59,999",2013,gs1dntot,3.1146228455704885,3.9630458943707847,2.8726967827995806,3.3565489083413964,402,Total number of donations,Average total number of donations,24,QC,
Personal income category,"$60,000 to $79,999",2013,gs1dntot,3.104804522090383,5.022689520230431,2.799158543455007,3.410450500725759,342,Total number of donations,Average total number of donations,24,QC,
Personal income category,"$80,000 to $99,999",2013,gs1dntot,3.2055134728301877,4.2068621115748455,2.9412093273010855,3.46981761835929,289,Total number of donations,Average total number of donations,24,QC,
Personal income category,"$100,000 to $119,999",2013,gs1dntot,3.1021045002840584,5.560768308745779,2.7640090588275883,3.4401999417405285,200,Total number of donations,Average total number of donations,24,QC,
Personal income category,"$120,000 to $139,999",2013,gs1dntot,3.333538271585211,6.879011210222314,2.884090166508551,3.782986376661871,157,Total number of donations,Average total number of donations,24,QC,
Personal income category,"$140,000 or more",2013,gs1dntot,3.3735217439728746,4.529894105191203,3.0740060010156323,3.673037486930117,278,Total number of donations,Average total number of donations,24,QC,
Personal income category,"Less than $20,000",2013,gs1dntot,2.7577993320466363,6.897558103889321,2.384973392756134,3.1306252713371387,136,Total number of donations,Average total number of donations,35,ON,
Personal income category,"$20,000 to $39,999",2013,gs1dntot,3.4388468505398406,3.7886712157328724,3.1834898053437954,3.694203895735886,362,Total number of donations,Average total number of donations,35,ON,
Personal income category,"$40,000 to $59,999",2013,gs1dntot,3.2765634176632066,4.341675828924973,2.9977433277707335,3.5553835075556797,389,Total number of donations,Average total number of donations,35,ON,
Personal income category,"$60,000 to $79,999",2013,gs1dntot,3.6926538962933675,4.22542041314862,3.3868404188100607,3.9984673737766743,349,Total number of donations,Average total number of donations,35,ON,
Personal income category,"$80,000 to $99,999",2013,gs1dntot,3.945451313668692,4.403862458849912,3.604903162935547,4.285999464401837,316,Total number of donations,Average total number of donations,35,ON,
Personal income category,"$100,000 to $119,999",2013,gs1dntot,3.679329904959627,4.266112252317514,3.3716854441004833,3.9869743658187704,270,Total number of donations,Average total number of donations,35,ON,
Personal income category,"$120,000 to $139,999",2013,gs1dntot,3.6672852086817076,4.833047032567317,3.3198980189703517,4.0146723983930634,227,Total number of donations,Average total number of donations,35,ON,
