Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
Younger,15 to 24,2018,gs1datot,179.15871809015803,14.505976312892766,128.2217605169701,230.09567566334596,406,Total donation amount,Younger Canadians Average Donation Amounts,CA,
Younger,25 to 34,2018,gs1datot,464.7004786014567,11.95898217398528,355.7785232039155,573.622433998998,1293,Total donation amount,Younger Canadians Average Donation Amounts,CA,
Younger,>=35,2018,gs1datot,643.51249568198,2.799514002807377,608.2033085526946,678.8216828112654,10455,Total donation amount,Younger Canadians Average Donation Amounts,CA,
Younger,15 to 24,2018,SecDonAmt,117.04521266395493,14.029368653080047,84.86122348737642,149.22920184053345,364,Secular donation amount,Younger Canadians Average Donation Amounts,CA,
Younger,25 to 34,2018,SecDonAmt,265.9124152848086,10.345892693769372,211.9918203428383,319.8330102267789,1224,Secular donation amount,Younger Canadians Average Donation Amounts,CA,
Younger,>=35,2018,SecDonAmt,360.6530732373642,3.0515017158582753,339.08301355201377,382.2231329227146,9951,Secular donation amount,Younger Canadians Average Donation Amounts,CA,
Younger,15 to 24,2018,gs1dax13,255.05375257227004,25.09226242145488,129.61849397097984,380.48901117356024,115,Religious donation amount,Younger Canadians Average Donation Amounts,CA,*
Younger,25 to 34,2018,gs1dax13,729.6170504714861,18.547358624014404,464.3855300239828,994.8485709189894,361,Religious donation amount,Younger Canadians Average Donation Amounts,CA,*
Younger,>=35,2018,gs1dax13,755.1816428576022,4.439855498128103,689.4660619841272,820.8972237310772,4234,Religious donation amount,Younger Canadians Average Donation Amounts,CA,
Younger2,15 to 34,2018,gs1datot,360.7764401474955,10.238169444601253,288.3814400603934,433.17144023459764,1699,Total donation amount,Younger Canadians Average Donation Amounts,CA,
Younger2,>=35,2018,gs1datot,643.51249568198,2.799514002807377,608.2033085526946,678.8216828112654,10455,Total donation amount,Younger Canadians Average Donation Amounts,CA,
Younger2,15 to 34,2018,SecDonAmt,213.99660205323016,8.940542083329188,176.49767684105387,251.49552726540645,1588,Secular donation amount,Younger Canadians Average Donation Amounts,CA,
Younger2,>=35,2018,SecDonAmt,360.6530732373642,3.0515017158582753,339.08301355201377,382.2231329227146,9951,Secular donation amount,Younger Canadians Average Donation Amounts,CA,
Younger2,15 to 34,2018,gs1dax13,543.3042312943493,15.788064763321774,375.1839617592269,711.4245008294716,476,Religious donation amount,Younger Canadians Average Donation Amounts,CA,
Younger2,>=35,2018,gs1dax13,755.1816428576022,4.439855498128103,689.4660619841272,820.8972237310772,4234,Religious donation amount,Younger Canadians Average Donation Amounts,CA,
Younger,15 to 24,2018,gs1datot,217.5504789798409,15.32960677694939,152.1863994630114,282.9145584966704,362,Total donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger,25 to 34,2018,gs1datot,531.9735563075664,13.154421587392212,394.8191097119435,669.1280029031892,1139,Total donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger,>=35,2018,gs1datot,755.134593700633,2.9209114301277403,711.904035272795,798.365152128471,9144,Total donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger,15 to 24,2018,SecDonAmt,137.53319889397955,15.209241886202182,96.53514874512601,178.53124904283308,325,Secular donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger,25 to 34,2018,SecDonAmt,291.4749821379377,11.575162702020087,225.34833855328475,357.6016257225906,1077,Secular donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger,>=35,2018,SecDonAmt,410.9467800663419,3.2396923683402212,384.85297307035114,437.04058706233263,8698,Secular donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger,15 to 24,2018,gs1dax13,330.17786175949874,24.56104916578027,171.23429439442188,489.12142912457557,102,Religious donation amount,Younger Canadians Average Donation Amounts,CA (without QC),*
Younger,25 to 34,2018,gs1dax13,841.0004336630392,19.810316997770222,514.4609243653184,1167.53994296076,323,Religious donation amount,Younger Canadians Average Donation Amounts,CA (without QC),*
Younger,>=35,2018,gs1dax13,916.5655428033775,4.525338603454143,835.2707557461137,997.8603298606414,3705,Religious donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger2,15 to 34,2018,gs1datot,419.56546814752494,11.15613851956547,327.82483651280603,511.30609978224385,1501,Total donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger2,>=35,2018,gs1datot,755.134593700633,2.9209114301277403,711.904035272795,798.365152128471,9144,Total donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger2,15 to 34,2018,SecDonAmt,239.14423086107269,9.89244078580397,192.77696808209126,285.51149364005414,1402,Secular donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger2,>=35,2018,SecDonAmt,410.9467800663419,3.2396923683402212,384.85297307035114,437.04058706233263,8698,Secular donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
Younger2,15 to 34,2018,gs1dax13,649.4059953169564,16.459281386327707,439.9102271081523,858.9017635257604,425,Religious donation amount,Younger Canadians Average Donation Amounts,CA (without QC),
