,refDate,geo,subSector,valNorm_Goods,valNorm_Membership,valNorm_Investments,valNorm_HouseDons,valNorm_CorpDons,valNorm_Government,valNorm_Households,valNormP_Goods,valNormP_Membership,valNormP_Investments,valNormP_HouseDons,valNormP_CorpDons,valNormP_Government,valNormP_Households,label_Goods,label_Membership,label_Investments,label_HouseDons,label_CorpDons,label_Government,label_Households,label_Goods_FR,label_Membership_FR,label_Investments_FR,label_HouseDons_FR,label_CorpDons_FR,label_Government_FR,label_Households_FR
89,2009-01-01,BC,Institutions gouvernementales à but non lucratif,3447000000,,90000000,,423000000,13331000000,,1.1421471172962228,,0.5732484076433121,,1.2155172413793105,1.1047484876108395,,$3.4B,,$90.0M,,$423.0M,$13.3B,,3.4 G$,,90.0 M$,,423.0 M$,13.3 G$,
90,2009-01-01,CA,Organismes communautaires à but non lucratif,12781000000,5458000000.0,1092000000,7833000000.0,2321000000,17163000000,,1.1420784559020642,1.0807920792079209,0.7077122488658457,0.9210959548447788,0.862184249628529,1.2462242230612837,,$12.8B,$5.5B,$1.1B,$7.8B,$2.3B,$17.2B,,12.8 G$,5.5 G$,1.1 G$,7.8 G$,2.3 G$,17.2 G$,
91,2009-01-01,CA,institutions commerciales à but non lucratif,21900000000,7133000000.0,1310000000,,0,616000000,95000000.0,1.2398799750891694,1.239874847905441,1.240530303030303,,,1.2394366197183098,1.2337662337662338,$21.9B,$7.1B,$1.3B,,,$616.0M,$95.0M,21.9 G$,7.1 G$,1.3 G$,,,616.0 M$,95.0 M$
92,2009-01-01,CA,Institutions gouvernementales à but non lucratif,24298000000,,663000000,3543000000.0,3359000000,93355000000,,1.1166873477641437,,0.695697796432319,1.018688901667625,1.1773571678934456,1.101741921778743,,$24.3B,,$663.0M,$3.5B,$3.4B,$93.4B,,24.3 G$,,663.0 M$,3.5 G$,3.4 G$,93.4 G$,
93,2009-01-01,MB,Organismes communautaires à but non lucratif,523000000,,45000000,,95000000,324000000,,1.1648106904231623,,0.7258064516129032,,0.8796296296296297,1.3170731707317074,,$523.0M,,$45.0M,,$95.0M,$324.0M,,523.0 M$,,45.0 M$,,95.0 M$,324.0 M$,
94,2009-01-01,MB,institutions commerciales à but non lucratif,701000000,228000000.0,42000000,,0,20000000,3000000.0,1.2385159010600706,1.2391304347826086,1.2352941176470589,,,1.25,1.5,$701.0M,$228.0M,$42.0M,,,$20.0M,$3.0M,701.0 M$,228.0 M$,42.0 M$,,,20.0 M$,3.0 M$
95,2009-01-01,MB,Institutions gouvernementales à but non lucratif,754000000,,19000000,,85000000,3740000000,,1.132132132132132,,0.6129032258064516,,0.8854166666666666,1.1035703747418115,,$754.0M,,$19.0M,,$85.0M,$3.7B,,754.0 M$,,19.0 M$,,85.0 M$,3.7 G$,
96,2009-01-01,NB,Organismes communautaires à but non lucratif,181000000,,15000000,,33000000,221000000,,1.096969696969697,,0.6521739130434783,,0.825,1.2485875706214689,,$181.0M,,$15.0M,,$33.0M,$221.0M,,181.0 M$,,15.0 M$,,33.0 M$,221.0 M$,
97,2009-01-01,NB,institutions commerciales à but non lucratif,484000000,158000000.0,29000000,,0,14000000,2000000.0,1.237851662404092,1.2440944881889764,1.2608695652173914,,,1.2727272727272727,1.0,$484.0M,$158.0M,$29.0M,,,$14.0M,$2.0M,484.0 M$,158.0 M$,29.0 M$,,,14.0 M$,2.0 M$
98,2009-01-01,NB,Institutions gouvernementales à but non lucratif,544000000,,21000000,,82000000,1781000000,,1.0563106796116506,,1.75,,1.8222222222222224,1.1048387096774193,,$544.0M,,$21.0M,,$82.0M,$1.8B,,544.0 M$,,21.0 M$,,82.0 M$,1.8 G$,
99,2009-01-01,NL,Organismes communautaires à but non lucratif,124000000,,11000000,,22000000,74000000,,1.2525252525252526,,0.7857142857142857,,0.9166666666666666,1.681818181818182,,$124.0M,,$11.0M,,$22.0M,$74.0M,,124.0 M$,,11.0 M$,,22.0 M$,74.0 M$,
100,2009-01-01,NL,institutions commerciales à but non lucratif,314000000,102000000.0,19000000,,0,9000000,1000000.0,1.2411067193675889,1.2439024390243902,1.2666666666666666,,,1.2857142857142858,1.0,$314.0M,$102.0M,$19.0M,,,$9.0M,$1.0M,314.0 M$,102.0 M$,19.0 M$,,,9.0 M$,1.0 M$
101,2009-01-01,NL,Institutions gouvernementales à but non lucratif,484000000,,6000000,,10000000,2226000000,,1.043103448275862,,0.6,,2.5,1.0943952802359882,,$484.0M,,$6.0M,,$10.0M,$2.2B,,484.0 M$,,6.0 M$,,10.0 M$,2.2 G$,
102,2009-01-01,NS,Organismes communautaires à but non lucratif,310000000,,26000000,,56000000,608000000,,1.0801393728222997,,0.65,,0.8115942028985508,1.2908704883227176,,$310.0M,,$26.0M,,$56.0M,$608.0M,,310.0 M$,,26.0 M$,,56.0 M$,608.0 M$,
103,2009-01-01,NS,institutions commerciales à but non lucratif,489000000,159000000.0,29000000,,0,14000000,2000000.0,1.2411167512690355,1.2421875,1.2083333333333333,,,1.2727272727272727,1.0,$489.0M,$159.0M,$29.0M,,,$14.0M,$2.0M,489.0 M$,159.0 M$,29.0 M$,,,14.0 M$,2.0 M$
104,2009-01-01,NS,Institutions gouvernementales à but non lucratif,920000000,,25000000,,113000000,2698000000,,1.0611303344867358,,0.5681818181818182,,1.3452380952380951,1.0826645264847512,,$920.0M,,$25.0M,,$113.0M,$2.7B,,920.0 M$,,25.0 M$,,113.0 M$,2.7 G$,
105,2009-01-01,NT,Organismes communautaires à but non lucratif,28000000,,2000000,,5000000,23000000,,1.2727272727272727,,0.6666666666666666,,0.8333333333333334,1.2777777777777777,,$28.0M,,$2.0M,,$5.0M,$23.0M,,28.0 M$,,2.0 M$,,5.0 M$,23.0 M$,
106,2009-01-01,NT,institutions commerciales à but non lucratif,78000000,25000000.0,5000000,,0,2000000,0.0,1.238095238095238,1.1904761904761905,1.25,,,1.0,,$78.0M,$25.0M,$5.0M,,,$2.0M,,78.0 M$,25.0 M$,5.0 M$,,,2.0 M$,
107,2009-01-01,NT,Institutions gouvernementales à but non lucratif,67000000,,0,,3000000,221000000,,1.1964285714285714,,,,inf,1.105,,$67.0M,,,,$3.0M,$221.0M,,67.0 M$,,,,3.0 M$,221.0 M$,
108,2009-01-01,NU,Organismes communautaires à but non lucratif,25000000,,2000000,,5000000,28000000,,1.1904761904761905,,0.6666666666666666,,0.8333333333333334,1.2727272727272727,,$25.0M,,$2.0M,,$5.0M,$28.0M,,25.0 M$,,2.0 M$,,5.0 M$,28.0 M$,
109,2009-01-01,NU,institutions commerciales à but non lucratif,39000000,13000000.0,2000000,,0,1000000,0.0,1.21875,1.3,1.0,,,1.0,,$39.0M,$13.0M,$2.0M,,,$1.0M,,39.0 M$,13.0 M$,2.0 M$,,,1.0 M$,
110,2009-01-01,NU,Institutions gouvernementales à but non lucratif,5000000,,0,,0,30000000,,1.0,,,,,1.0,,$5.0M,,,,,$30.0M,,5.0 M$,,,,,30.0 M$,
111,2009-01-01,ON,Organismes communautaires à but non lucratif,5251000000,,449000000,,953000000,6819000000,,1.1132075471698113,,0.6918335901386748,,0.8403880070546738,1.2922114837976122,,$5.3B,,$449.0M,,$953.0M,$6.8B,,5.3 G$,,449.0 M$,,953.0 M$,6.8 G$,
112,2009-01-01,ON,institutions commerciales à but non lucratif,8367000000,2725000000.0,500000000,,0,235000000,36000000.0,1.239922940130409,1.2397634212920836,1.2376237623762376,,,1.236842105263158,1.2413793103448276,$8.4B,$2.7B,$500.0M,,,$235.0M,$36.0M,8.4 G$,2.7 G$,500.0 M$,,,235.0 M$,36.0 M$
113,2009-01-01,ON,Institutions gouvernementales à but non lucratif,10343000000,,321000000,,1698000000,30381000000,,1.1126290877796905,,0.8251928020565553,,1.3091750192752505,1.1054067821277835,,$10.3B,,$321.0M,,$1.7B,$30.4B,,10.3 G$,,321.0 M$,,1.7 G$,30.4 G$,
114,2009-01-01,PE,Organismes communautaires à but non lucratif,36000000,,3000000,,7000000,36000000,,1.0588235294117647,,0.6,,0.875,1.3333333333333333,,$36.0M,,$3.0M,,$7.0M,$36.0M,,36.0 M$,,3.0 M$,,7.0 M$,36.0 M$,
115,2009-01-01,PE,institutions commerciales à but non lucratif,77000000,25000000.0,5000000,,0,2000000,0.0,1.2419354838709675,1.25,1.25,,,1.0,,$77.0M,$25.0M,$5.0M,,,$2.0M,,77.0 M$,25.0 M$,5.0 M$,,,2.0 M$,
116,2009-01-01,PE,Institutions gouvernementales à but non lucratif,80000000,,1000000,,11000000,552000000,,1.1764705882352942,,0.5,,1.2222222222222223,1.1106639839034205,,$80.0M,,$1.0M,,$11.0M,$552.0M,,80.0 M$,,1.0 M$,,11.0 M$,552.0 M$,
117,2009-01-01,QC,Organismes communautaires à but non lucratif,2908000000,,248000000,,528000000,4842000000,,1.141287284144427,,0.7065527065527065,,0.8613376835236541,1.2967327262988753,,$2.9B,,$248.0M,,$528.0M,$4.8B,,2.9 G$,,248.0 M$,,528.0 M$,4.8 G$,
118,2009-01-01,QC,institutions commerciales à but non lucratif,4679000000,1524000000.0,280000000,,0,132000000,20000000.0,1.2397986221515631,1.240032546786005,1.238938053097345,,,1.2452830188679245,1.25,$4.7B,$1.5B,$280.0M,,,$132.0M,$20.0M,4.7 G$,1.5 G$,280.0 M$,,,132.0 M$,20.0 M$
119,2009-01-01,QC,Institutions gouvernementales à but non lucratif,4219000000,,103000000,,509000000,22094000000,,1.117024093195658,,0.5,,1.007920792079208,1.0978385093167702,,$4.2B,,$103.0M,,$509.0M,$22.1B,,4.2 G$,,103.0 M$,,509.0 M$,22.1 G$,
120,2009-01-01,SK,Organismes communautaires à but non lucratif,313000000,,27000000,,57000000,441000000,,1.227450980392157,,0.7714285714285715,,0.9344262295081968,1.5154639175257731,,$313.0M,,$27.0M,,$57.0M,$441.0M,,313.0 M$,,27.0 M$,,57.0 M$,441.0 M$,
121,2009-01-01,SK,institutions commerciales à but non lucratif,565000000,184000000.0,34000000,,0,16000000,2000000.0,1.2390350877192982,1.2348993288590604,1.2592592592592593,,,1.2307692307692308,1.0,$565.0M,$184.0M,$34.0M,,,$16.0M,$2.0M,565.0 M$,184.0 M$,34.0 M$,,,16.0 M$,2.0 M$
122,2009-01-01,SK,Institutions gouvernementales à but non lucratif,697000000,,11000000,,107000000,3610000000,,1.0907668231611891,,0.5789473684210527,,1.0388349514563109,1.0975980541197932,,$697.0M,,$11.0M,,$107.0M,$3.6B,,697.0 M$,,11.0 M$,,107.0 M$,3.6 G$,
123,2009-01-01,YT,Organismes communautaires à but non lucratif,20000000,,2000000,,4000000,24000000,,1.1111111111111112,,0.6666666666666666,,1.0,1.411764705882353,,$20.0M,,$2.0M,,$4.0M,$24.0M,,20.0 M$,,2.0 M$,,4.0 M$,24.0 M$,
124,2009-01-01,YT,institutions commerciales à but non lucratif,21000000,7000000.0,1000000,,0,1000000,0.0,1.2352941176470589,1.1666666666666667,1.0,,,inf,,$21.0M,$7.0M,$1.0M,,,$1.0M,,21.0 M$,7.0 M$,1.0 M$,,,1.0 M$,
125,2009-01-01,YT,Institutions gouvernementales à but non lucratif,7000000,,0,,1000000,92000000,,1.1666666666666667,,0.0,,1.0,1.0952380952380951,,$7.0M,,,,$1.0M,$92.0M,,7.0 M$,,,,1.0 M$,92.0 M$,
126,2010-01-01,AB,Organismes communautaires à but non lucratif,1373000000,,124000000,,266000000,2111000000,,1.2892018779342722,,0.8435374149659864,,1.0390625,1.130085653104925,,$1.4B,,$124.0M,,$266.0M,$2.1B,,1.4 G$,,124.0 M$,,266.0 M$,2.1 G$,
127,2010-01-01,AB,institutions commerciales à but non lucratif,2767000000,901000000.0,165000000,,0,78000000,12000000.0,1.2686840898670335,1.2690140845070423,1.2692307692307692,,,1.278688524590164,1.3333333333333333,$2.8B,$901.0M,$165.0M,,,$78.0M,$12.0M,2.8 G$,901.0 M$,165.0 M$,,,78.0 M$,12.0 M$
128,2010-01-01,AB,Institutions gouvernementales à but non lucratif,2866000000,,127000000,,306000000,12994000000,,1.2031905961376994,,1.548780487804878,,0.8476454293628809,1.136832895888014,,$2.9B,,$127.0M,,$306.0M,$13.0B,,2.9 G$,,127.0 M$,,306.0 M$,13.0 G$,
129,2010-01-01,BC,Organismes communautaires à but non lucratif,1884000000,,170000000,,366000000,1824000000,,1.2468563864990072,,0.8173076923076923,,1.008264462809917,1.1544303797468354,,$1.9B,,$170.0M,,$366.0M,$1.8B,,1.9 G$,,170.0 M$,,366.0 M$,1.8 G$,
130,2010-01-01,BC,institutions commerciales à but non lucratif,3460000000,1127000000.0,207000000,,0,97000000,15000000.0,1.2687935460212687,1.2691441441441442,1.2699386503067485,,,1.2597402597402598,1.25,$3.5B,$1.1B,$207.0M,,,$97.0M,$15.0M,3.5 G$,1.1 G$,207.0 M$,,,97.0 M$,15.0 M$
131,2010-01-01,BC,Institutions gouvernementales à but non lucratif,3637000000,,104000000,,437000000,13700000000,,1.2051027170311464,,0.6624203821656051,,1.2557471264367817,1.1353277533769786,,$3.6B,,$104.0M,,$437.0M,$13.7B,,3.6 G$,,104.0 M$,,437.0 M$,13.7 G$,
132,2010-01-01,CA,Organismes communautaires à but non lucratif,13613000000,5657000000.0,1228000000,8842000000.0,2643000000,17208000000,,1.216423912072201,1.1201980198019803,0.7958522359040829,1.0397460018814677,0.9817979197622584,1.249491722335173,,$13.6B,$5.7B,$1.2B,$8.8B,$2.6B,$17.2B,,13.6 G$,5.7 G$,1.2 G$,8.8 G$,2.6 G$,17.2 G$,
133,2010-01-01,CA,institutions commerciales à but non lucratif,22411000000,7299000000.0,1340000000,,0,630000000,98000000.0,1.2688105078412502,1.2687293585955153,1.268939393939394,,,1.267605633802817,1.2727272727272727,$22.4B,$7.3B,$1.3B,,,$630.0M,$98.0M,22.4 G$,7.3 G$,1.3 G$,,,630.0 M$,98.0 M$
134,2010-01-01,CA,Institutions gouvernementales à but non lucratif,25406000000,,729000000,3701000000.0,3388000000,96192000000,,1.1676088055517255,,0.7649527806925498,1.06411730879816,1.187521906764809,1.1352231689758538,,$25.4B,,$729.0M,$3.7B,$3.4B,$96.2B,,25.4 G$,,729.0 M$,3.7 G$,3.4 G$,96.2 G$,
135,2010-01-01,MB,Organismes communautaires à but non lucratif,573000000,,52000000,,111000000,330000000,,1.2761692650334076,,0.8387096774193549,,1.0277777777777777,1.3414634146341464,,$573.0M,,$52.0M,,$111.0M,$330.0M,,573.0 M$,,52.0 M$,,111.0 M$,330.0 M$,
136,2010-01-01,MB,institutions commerciales à but non lucratif,718000000,234000000.0,43000000,,0,20000000,3000000.0,1.2685512367491163,1.2717391304347827,1.2647058823529411,,,1.25,1.5,$718.0M,$234.0M,$43.0M,,,$20.0M,$3.0M,718.0 M$,234.0 M$,43.0 M$,,,20.0 M$,3.0 M$
137,2010-01-01,MB,Institutions gouvernementales à but non lucratif,762000000,,23000000,,89000000,3852000000,,1.1441441441441442,,0.7419354838709677,,0.9270833333333334,1.1366184715255236,,$762.0M,,$23.0M,,$89.0M,$3.9B,,762.0 M$,,23.0 M$,,89.0 M$,3.9 G$,
138,2010-01-01,NB,Organismes communautaires à but non lucratif,198000000,,18000000,,39000000,219000000,,1.2,,0.782608695652174,,0.975,1.2372881355932204,,$198.0M,,$18.0M,,$39.0M,$219.0M,,198.0 M$,,18.0 M$,,39.0 M$,219.0 M$,
139,2010-01-01,NB,institutions commerciales à but non lucratif,495000000,161000000.0,30000000,,0,14000000,2000000.0,1.2659846547314575,1.2677165354330708,1.3043478260869563,,,1.2727272727272727,1.0,$495.0M,$161.0M,$30.0M,,,$14.0M,$2.0M,495.0 M$,161.0 M$,30.0 M$,,,14.0 M$,2.0 M$
140,2010-01-01,NB,Institutions gouvernementales à but non lucratif,571000000,,22000000,,81000000,1837000000,,1.10873786407767,,1.8333333333333333,,1.8,1.1395781637717122,,$571.0M,,$22.0M,,$81.0M,$1.8B,,571.0 M$,,22.0 M$,,81.0 M$,1.8 G$,
141,2010-01-01,NL,Organismes communautaires à but non lucratif,138000000,,12000000,,27000000,64000000,,1.393939393939394,,0.8571428571428571,,1.125,1.4545454545454546,,$138.0M,,$12.0M,,$27.0M,$64.0M,,138.0 M$,,12.0 M$,,27.0 M$,64.0 M$,
142,2010-01-01,NL,institutions commerciales à but non lucratif,321000000,105000000.0,19000000,,0,9000000,1000000.0,1.2687747035573125,1.2804878048780488,1.2666666666666666,,,1.2857142857142858,1.0,$321.0M,$105.0M,$19.0M,,,$9.0M,$1.0M,321.0 M$,105.0 M$,19.0 M$,,,9.0 M$,1.0 M$
143,2010-01-01,NL,Institutions gouvernementales à but non lucratif,521000000,,11000000,,11000000,2292000000,,1.1228448275862069,,1.1,,2.75,1.126843657817109,,$521.0M,,$11.0M,,$11.0M,$2.3B,,521.0 M$,,11.0 M$,,11.0 M$,2.3 G$,
144,2010-01-01,NS,Organismes communautaires à but non lucratif,329000000,,30000000,,64000000,596000000,,1.146341463414634,,0.75,,0.927536231884058,1.265392781316348,,$329.0M,,$30.0M,,$64.0M,$596.0M,,329.0 M$,,30.0 M$,,64.0 M$,596.0 M$,
145,2010-01-01,NS,institutions commerciales à but non lucratif,500000000,163000000.0,30000000,,0,14000000,2000000.0,1.269035532994924,1.2734375,1.25,,,1.2727272727272727,1.0,$500.0M,$163.0M,$30.0M,,,$14.0M,$2.0M,500.0 M$,163.0 M$,30.0 M$,,,14.0 M$,2.0 M$
146,2010-01-01,NS,Institutions gouvernementales à but non lucratif,947000000,,31000000,,125000000,2776000000,,1.0922722029988463,,0.7045454545454546,,1.488095238095238,1.1139646869983948,,$947.0M,,$31.0M,,$125.0M,$2.8B,,947.0 M$,,31.0 M$,,125.0 M$,2.8 G$,
147,2010-01-01,NT,Organismes communautaires à but non lucratif,30000000,,3000000,,6000000,25000000,,1.3636363636363635,,1.0,,1.0,1.3888888888888888,,$30.0M,,$3.0M,,$6.0M,$25.0M,,30.0 M$,,3.0 M$,,6.0 M$,25.0 M$,
148,2010-01-01,NT,institutions commerciales à but non lucratif,80000000,26000000.0,5000000,,0,2000000,0.0,1.2698412698412698,1.238095238095238,1.25,,,1.0,,$80.0M,$26.0M,$5.0M,,,$2.0M,,80.0 M$,26.0 M$,5.0 M$,,,2.0 M$,
149,2010-01-01,NT,Institutions gouvernementales à but non lucratif,65000000,,1000000,,3000000,228000000,,1.1607142857142858,,inf,,inf,1.14,,$65.0M,,$1.0M,,$3.0M,$228.0M,,65.0 M$,,1.0 M$,,3.0 M$,228.0 M$,
150,2010-01-01,NU,Organismes communautaires à but non lucratif,27000000,,2000000,,6000000,28000000,,1.2857142857142858,,0.6666666666666666,,1.0,1.2727272727272727,,$27.0M,,$2.0M,,$6.0M,$28.0M,,27.0 M$,,2.0 M$,,6.0 M$,28.0 M$,
151,2010-01-01,NU,institutions commerciales à but non lucratif,40000000,13000000.0,2000000,,0,1000000,0.0,1.25,1.3,1.0,,,1.0,,$40.0M,$13.0M,$2.0M,,,$1.0M,,40.0 M$,13.0 M$,2.0 M$,,,1.0 M$,
152,2010-01-01,NU,Institutions gouvernementales à but non lucratif,5000000,,1000000,,0,30000000,,1.0,,inf,,,1.0,,$5.0M,,$1.0M,,,$30.0M,,5.0 M$,,1.0 M$,,,30.0 M$,
153,2010-01-01,ON,Organismes communautaires à but non lucratif,5526000000,,498000000,,1071000000,6806000000,,1.171507313970744,,0.7673343605546995,,0.9444444444444444,1.2897479628576842,,$5.5B,,$498.0M,,$1.1B,$6.8B,,5.5 G$,,498.0 M$,,1.1 G$,6.8 G$,
154,2010-01-01,ON,institutions commerciales à but non lucratif,8562000000,2789000000.0,512000000,,0,241000000,37000000.0,1.2688203912270302,1.2688808007279344,1.2673267326732671,,,1.268421052631579,1.2758620689655171,$8.6B,$2.8B,$512.0M,,,$241.0M,$37.0M,8.6 G$,2.8 G$,512.0 M$,,,241.0 M$,37.0 M$
155,2010-01-01,ON,Institutions gouvernementales à but non lucratif,10807000000,,324000000,,1696000000,31307000000,,1.1625430292598968,,0.8329048843187661,,1.30763299922899,1.1390991122107408,,$10.8B,,$324.0M,,$1.7B,$31.3B,,10.8 G$,,324.0 M$,,1.7 G$,31.3 G$,
156,2010-01-01,PE,Organismes communautaires à but non lucratif,40000000,,4000000,,8000000,33000000,,1.1764705882352942,,0.8,,1.0,1.2222222222222223,,$40.0M,,$4.0M,,$8.0M,$33.0M,,40.0 M$,,4.0 M$,,8.0 M$,33.0 M$,
157,2010-01-01,PE,institutions commerciales à but non lucratif,78000000,26000000.0,5000000,,0,2000000,0.0,1.2580645161290325,1.3,1.25,,,1.0,,$78.0M,$26.0M,$5.0M,,,$2.0M,,78.0 M$,26.0 M$,5.0 M$,,,2.0 M$,
158,2010-01-01,PE,Institutions gouvernementales à but non lucratif,114000000,,1000000,,10000000,569000000,,1.6764705882352942,,0.5,,1.1111111111111112,1.1448692152917506,,$114.0M,,$1.0M,,$10.0M,$569.0M,,114.0 M$,,1.0 M$,,10.0 M$,569.0 M$,
159,2010-01-01,QC,Organismes communautaires à but non lucratif,3130000000,,282000000,,607000000,4740000000,,1.228414442700157,,0.8034188034188035,,0.9902120717781404,1.269416175682914,,$3.1B,,$282.0M,,$607.0M,$4.7B,,3.1 G$,,282.0 M$,,607.0 M$,4.7 G$,
160,2010-01-01,QC,institutions commerciales à but non lucratif,4788000000,1559000000.0,286000000,,0,135000000,21000000.0,1.2686804451510334,1.2685109845402769,1.2654867256637168,,,1.2735849056603774,1.3125,$4.8B,$1.6B,$286.0M,,,$135.0M,$21.0M,4.8 G$,1.6 G$,286.0 M$,,,135.0 M$,21.0 M$
161,2010-01-01,QC,Institutions gouvernementales à but non lucratif,4357000000,,69000000,,490000000,22785000000,,1.1535610272703205,,0.3349514563106796,,0.9702970297029704,1.1321739130434785,,$4.4B,,$69.0M,,$490.0M,$22.8B,,4.4 G$,,69.0 M$,,490.0 M$,22.8 G$,
162,2010-01-01,SK,Organismes communautaires à but non lucratif,343000000,,31000000,,67000000,404000000,,1.3450980392156864,,0.8857142857142857,,1.098360655737705,1.388316151202749,,$343.0M,,$31.0M,,$67.0M,$404.0M,,343.0 M$,,31.0 M$,,67.0 M$,404.0 M$,
163,2010-01-01,SK,institutions commerciales à but non lucratif,579000000,188000000.0,35000000,,0,16000000,3000000.0,1.269736842105263,1.261744966442953,1.2962962962962965,,,1.2307692307692308,1.5,$579.0M,$188.0M,$35.0M,,,$16.0M,$3.0M,579.0 M$,188.0 M$,35.0 M$,,,16.0 M$,3.0 M$
164,2010-01-01,SK,Institutions gouvernementales à but non lucratif,745000000,,14000000,,139000000,3725000000,,1.165884194053208,,0.7368421052631579,,1.3495145631067962,1.1325630890848282,,$745.0M,,$14.0M,,$139.0M,$3.7B,,745.0 M$,,14.0 M$,,139.0 M$,3.7 G$,
165,2010-01-01,YT,Organismes communautaires à but non lucratif,22000000,,2000000,,5000000,28000000,,1.2222222222222223,,0.6666666666666666,,1.25,1.6470588235294117,,$22.0M,,$2.0M,,$5.0M,$28.0M,,22.0 M$,,2.0 M$,,5.0 M$,28.0 M$,
166,2010-01-01,YT,institutions commerciales à but non lucratif,22000000,7000000.0,1000000,,0,1000000,0.0,1.2941176470588236,1.1666666666666667,1.0,,,inf,,$22.0M,$7.0M,$1.0M,,,$1.0M,,22.0 M$,7.0 M$,1.0 M$,,,1.0 M$,
167,2010-01-01,YT,Institutions gouvernementales à but non lucratif,9000000,,1000000,,1000000,96000000,,1.5,,1.0,,1.0,1.1428571428571428,,$9.0M,,$1.0M,,$1.0M,$96.0M,,9.0 M$,,1.0 M$,,1.0 M$,96.0 M$,
168,2011-01-01,AB,Organismes communautaires à but non lucratif,1455000000,,119000000,,257000000,2041000000,,1.3661971830985915,,0.8095238095238095,,1.00390625,1.092612419700214,,$1.5B,,$119.0M,,$257.0M,$2.0B,,1.5 G$,,119.0 M$,,257.0 M$,2.0 G$,
169,2011-01-01,AB,institutions commerciales à but non lucratif,2863000000,1003000000.0,188000000,,0,94000000,17000000.0,1.3127005960568547,1.412676056338028,1.446153846153846,,,1.540983606557377,1.8888888888888888,$2.9B,$1.0B,$188.0M,,,$94.0M,$17.0M,2.9 G$,1.0 G$,188.0 M$,,,94.0 M$,17.0 M$
170,2011-01-01,AB,Institutions gouvernementales à but non lucratif,2948000000,,88000000,,300000000,13723000000,,1.237615449202351,,1.0731707317073171,,0.8310249307479224,1.2006124234470692,,$2.9B,,$88.0M,,$300.0M,$13.7B,,2.9 G$,,88.0 M$,,300.0 M$,13.7 G$,
171,2011-01-01,BC,Organismes communautaires à but non lucratif,1912000000,,156000000,,337000000,1738000000,,1.2653871608206486,,0.75,,0.928374655647383,1.1,,$1.9B,,$156.0M,,$337.0M,$1.7B,,1.9 G$,,156.0 M$,,337.0 M$,1.7 G$,
172,2011-01-01,BC,institutions commerciales à but non lucratif,3625000000,1270000000.0,238000000,,0,119000000,22000000.0,1.3292995966263292,1.43018018018018,1.460122699386503,,,1.5454545454545454,1.8333333333333333,$3.6B,$1.3B,$238.0M,,,$119.0M,$22.0M,3.6 G$,1.3 G$,238.0 M$,,,119.0 M$,22.0 M$
173,2011-01-01,BC,Institutions gouvernementales à but non lucratif,3850000000,,127000000,,473000000,14500000000,,1.2756792577866136,,0.8089171974522293,,1.3591954022988506,1.2016242645230797,,$3.9B,,$127.0M,,$473.0M,$14.5B,,3.9 G$,,127.0 M$,,473.0 M$,14.5 G$,
174,2011-01-01,CA,Organismes communautaires à but non lucratif,14484000000,5994000000.0,1181000000,8827000000.0,2552000000,17280000000,,1.294254311500313,1.1869306930693069,0.7653920933246922,1.0379821260583255,0.9479940564635958,1.2547197211733954,,$14.5B,$6.0B,$1.2B,$8.8B,$2.6B,$17.3B,,14.5 G$,6.0 G$,1.2 G$,8.8 G$,2.6 G$,17.3 G$,
175,2011-01-01,CA,institutions commerciales à but non lucratif,22942000000,8037000000.0,1504000000,,0,755000000,136000000.0,1.2988733510728645,1.3970102555188595,1.4242424242424243,,,1.5191146881287727,1.7662337662337662,$22.9B,$8.0B,$1.5B,,,$755.0M,$136.0M,22.9 G$,8.0 G$,1.5 G$,,,755.0 M$,136.0 M$
176,2011-01-01,CA,Institutions gouvernementales à but non lucratif,27001000000,,705000000,3836000000.0,3517000000,101569000000,,1.2409118066087597,,0.7397691500524659,1.1029327199539964,1.2327374693305293,1.1986805768640687,,$27.0B,,$705.0M,$3.8B,$3.5B,$101.6B,,27.0 G$,,705.0 M$,3.8 G$,3.5 G$,101.6 G$,
177,2011-01-01,MB,Organismes communautaires à but non lucratif,617000000,,50000000,,108000000,367000000,,1.3741648106904232,,0.8064516129032258,,1.0,1.491869918699187,,$617.0M,,$50.0M,,$108.0M,$367.0M,,617.0 M$,,50.0 M$,,108.0 M$,367.0 M$,
178,2011-01-01,MB,institutions commerciales à but non lucratif,785000000,275000000.0,51000000,,0,26000000,5000000.0,1.3869257950530036,1.4945652173913044,1.5,,,1.625,2.5,$785.0M,$275.0M,$51.0M,,,$26.0M,$5.0M,785.0 M$,275.0 M$,51.0 M$,,,26.0 M$,5.0 M$
179,2011-01-01,MB,Institutions gouvernementales à but non lucratif,803000000,,26000000,,84000000,4072000000,,1.2057057057057057,,0.8387096774193549,,0.875,1.2015343759221009,,$803.0M,,$26.0M,,$84.0M,$4.1B,,803.0 M$,,26.0 M$,,84.0 M$,4.1 G$,
180,2011-01-01,NB,Organismes communautaires à but non lucratif,205000000,,17000000,,36000000,200000000,,1.2424242424242424,,0.7391304347826086,,0.9,1.1299435028248588,,$205.0M,,$17.0M,,$36.0M,$200.0M,,205.0 M$,,17.0 M$,,36.0 M$,200.0 M$,
