,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
138,139,Utilisation non efficiente de l'argent,Do not report barrier,2018,gs1datot,187.908665651871,3.45791108397152,175.173379098505,200.643952205237,1974,Total donation amount,Average Amount Donated by Donors Reporting Barriers,AT,
139,140,Utilisation non efficiente de l'argent,Report barrier,2018,gs1datot,230.24487465788897,6.81750559135927,199.47940387192799,261.01034544385,540,Total donation amount,Average Amount Donated by Donors Reporting Barriers,AT,
140,141,Utilisation non efficiente de l'argent,Do not report barrier,2018,gs1datot,219.69246697665199,5.17446779224723,197.41176114380102,241.97317280950298,852,Total donation amount,Average Amount Donated by Donors Reporting Barriers,BC,
141,142,Utilisation non efficiente de l'argent,Report barrier,2018,gs1datot,238.883002482615,8.20340167545916,200.47450509376597,277.29149987146303,287,Total donation amount,Average Amount Donated by Donors Reporting Barriers,BC,
142,143,Utilisation non efficiente de l'argent,Do not report barrier,2018,gs1datot,227.382061465577,3.66597689144084,211.04424497823,243.719877952924,1859,Total donation amount,Average Amount Donated by Donors Reporting Barriers,ON,
143,144,Utilisation non efficiente de l'argent,Report barrier,2018,gs1datot,230.564968188176,5.55771485714471,205.44970845041198,255.68022792594,595,Total donation amount,Average Amount Donated by Donors Reporting Barriers,ON,
144,145,Utilisation non efficiente de l'argent,Do not report barrier,2018,gs1datot,243.873759719218,4.90776959632656,220.41541680317502,267.332102635261,879,Total donation amount,Average Amount Donated by Donors Reporting Barriers,PR,
145,146,Utilisation non efficiente de l'argent,Report barrier,2018,gs1datot,243.829466445054,8.33439900439517,203.99962591848498,283.659306971624,303,Total donation amount,Average Amount Donated by Donors Reporting Barriers,PR,
146,147,Utilisation non efficiente de l'argent,Do not report barrier,2018,gs1datot,147.276033048277,4.32432849708802,134.793611465602,159.758454630952,996,Total donation amount,Average Amount Donated by Donors Reporting Barriers,QC,
147,148,Utilisation non efficiente de l'argent,Report barrier,2018,gs1datot,136.90517819416598,10.0681156012202,109.889482277936,163.920874110397,267,Total donation amount,Average Amount Donated by Donors Reporting Barriers,QC,
148,149,N'aimaient pas les méthodes de sollicitation,Do not report barrier,2018,gs1datot,239.515375669037,6.634182985204459,208.371766883488,270.658984454585,502,Total donation amount,Average Amount Donated by Donors Reporting Barriers,AB,
149,150,N'aimaient pas les méthodes de sollicitation,Report barrier,2018,gs1datot,281.60408824158696,7.42917028257212,240.59998112874402,322.60819535442903,221,Total donation amount,Average Amount Donated by Donors Reporting Barriers,AB,
150,151,N'aimaient pas les méthodes de sollicitation,Do not report barrier,2018,gs1datot,181.726717451803,3.73609991546382,168.41955817376999,195.03387672983501,1914,Total donation amount,Average Amount Donated by Donors Reporting Barriers,AT,
151,152,N'aimaient pas les méthodes de sollicitation,Report barrier,2018,gs1datot,253.99684514482,5.491514733718691,226.65873011668597,281.334960172955,603,Total donation amount,Average Amount Donated by Donors Reporting Barriers,AT,
152,153,N'aimaient pas les méthodes de sollicitation,Do not report barrier,2018,gs1datot,218.592054091566,5.21205415418035,196.261917398072,240.92219078506,792,Total donation amount,Average Amount Donated by Donors Reporting Barriers,BC,
153,154,N'aimaient pas les méthodes de sollicitation,Report barrier,2018,gs1datot,241.80746817182202,7.841463460464669,204.644112317474,278.97082402617,342,Total donation amount,Average Amount Donated by Donors Reporting Barriers,BC,
154,155,N'aimaient pas les méthodes de sollicitation,Do not report barrier,2018,gs1datot,218.11845833333402,3.70998991366248,202.258091080814,233.978825585853,1858,Total donation amount,Average Amount Donated by Donors Reporting Barriers,ON,
155,156,N'aimaient pas les méthodes de sollicitation,Report barrier,2018,gs1datot,265.79561477271,5.2307021995614695,238.54628044104598,293.044949104374,592,Total donation amount,Average Amount Donated by Donors Reporting Barriers,ON,
156,157,N'aimaient pas les méthodes de sollicitation,Do not report barrier,2018,gs1datot,229.954448286817,5.09891717247182,206.973504343798,252.935392229836,861,Total donation amount,Average Amount Donated by Donors Reporting Barriers,PR,
157,158,N'aimaient pas les méthodes de sollicitation,Report barrier,2018,gs1datot,287.72279491545896,6.36612173010642,251.822559198455,323.623030632463,319,Total donation amount,Average Amount Donated by Donors Reporting Barriers,PR,
158,159,N'aimaient pas les méthodes de sollicitation,Do not report barrier,2018,gs1datot,139.950355102347,4.37040724044385,127.96243050058001,151.938279704114,1097,Total donation amount,Average Amount Donated by Donors Reporting Barriers,QC,
159,160,N'aimaient pas les méthodes de sollicitation,Report barrier,2018,gs1datot,181.92653514587897,10.895485520038099,143.076561620282,220.776508671476,162,Total donation amount,Average Amount Donated by Donors Reporting Barriers,QC,
