"","Group","Attribute","Year","QuestionNo.","Estimate","cv","CI Lower","CI Upper","Unweightedn","QuestionText","QuestionGroup","Region","Marker"
"1","Personally affected by the cause","Do not report motivation",2013,"gs1datot",422.359294651675,6.39184413528254,369.447033246934,475.271556056416,3475,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"2","Personally affected by the cause","Report motivation",2013,"gs1datot",588.441912523616,4.01875634717691,542.092592669271,634.791232377962,8534,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"3","Will receive tax credit","Do not report motivation",2013,"gs1datot",410.802225495602,3.91361416938066,379.291464877814,442.31298611339,8603,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"4","Will receive tax credit","Report motivation",2013,"gs1datot",892.924991819568,6.4590902371029,779.884400301444,1005.96558333769,3387,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"5","Religious reasons","Do not report motivation",2013,"gs1datot",358.92315099757,4.65133432914293,326.202109419756,391.644192575383,8270,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"6","Religious reasons","Report motivation",2013,"gs1datot",953.618608271379,5.2038798886393,856.355068283086,1050.88214825967,3736,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"7","Personal belief in the cause","Do not report motivation",2013,"gs1datot",197.305033845728,10.8951896391348,155.17216315544,239.437904536015,1256,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"8","Personal belief in the cause","Report motivation",2013,"gs1datot",581.675788456953,3.59436775439723,540.697710180746,622.653866733159,10755,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"9","Compassion toward people in need","Do not report motivation",2013,"gs1datot",217.566227270926,9.77706038642627,175.874693792049,259.257760749803,936,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"10","Compassion toward people in need","Report motivation",2013,"gs1datot",562.439380524753,3.59863357511175,522.76945000349,602.109311046016,11078,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"11","Contribution to community","Do not report motivation",2013,"gs1datot",374.946333497587,11.9608423702694,287.04833842496,462.844328570213,2120,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"12","Contribution to community","Report motivation",2013,"gs1datot",568.263541441136,3.5110799112345,529.157973417367,607.369109464905,9870,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"13","Asked by someone you know","Do not report motivation",2013,"gs1datot",482.811689368527,4.53095516145252,439.935554169353,525.687824567701,6572,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"14","Asked by someone you know","Report motivation",2013,"gs1datot",595.330310376284,5.39231523580641,532.411375969317,658.24924478325,5414,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA",""
"15","Personally affected by the cause","Do not report motivation",2013,"gs1datot",494.239765760963,6.88823023990357,427.514020799276,560.96551072265,2775,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA (without QC)",""
"16","Personally affected by the cause","Report motivation",2013,"gs1datot",666.405888040292,4.30457334943441,610.182497876201,722.629278204382,7158,"Total donation amount","Average Amount Donated by Donors Reporting Motivations","CA (without QC)",""
